StateName,DistrictName,StationName,WaterStationLatitude,WaterStationLongitude,DistrictCode,dcid,WaterSource
Andaman And Nicobar Islands,North And Middle Andaman,Phooltala Basti,,,632,india_wris/632_PhooltalaBasti,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Porlobjig-15,12.33583333,92.76555556,632,india_wris/632_Porlobjig15,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Rangat,12.50555556,92.91166667,632,india_wris/632_Rangat,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Rest Camp,12.82777778,92.85777778,632,india_wris/632_RestCamp,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Shibpur,,,632,india_wris/632_Shibpur,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Sitanagar,,,632,india_wris/632_Sitanagar,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,South Creek (Sundergarh),,,632,india_wris/632_SouthCreekSundergarh,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Srinagar,,,632,india_wris/632_Srinagar,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Subhasgram,13.24083333,92.99055556,632,india_wris/632_Subhasgram,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Swadeshnagar,,,632,india_wris/632_Swadeshnagar,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Tikadera,12.45666667,92.77361111,632,india_wris/632_Tikadera,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Tugapur No 8,12.83972222,92.85388889,632,india_wris/632_TugapurNo8,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Uttara,12.31611111,92.78888889,632,india_wris/632_Uttara,dcs:GroundWater
Andaman And Nicobar Islands,North And Middle Andaman,Webi (Debipur),,,632,india_wris/632_WebiDebipur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Annikat,11.70861111,92.65,602,india_wris/602_Annikat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Austinabad Port Blair,11.62472222,92.73027778,602,india_wris/602_AustinabadPortBlair,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Bambooflat,11.70555556,92.71583333,602,india_wris/602_Bambooflat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Beadnabad Tubewell,11.53694444,92.72277778,602,india_wris/602_BeadnabadTubewell,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Bharatpur I,11.83027778,93.02,602,india_wris/602_BharatpurI,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Bharatpur Ii,11.825,93.02,602,india_wris/602_BharatpurIi,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Bindraban,,,602,india_wris/602_Bindraban,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Brichganj,11.61111111,92.7425,602,india_wris/602_Brichganj,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Brookshabad,11.63555556,92.73527778,602,india_wris/602_Brookshabad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Burmanala,11.52694444,92.72277778,602,india_wris/602_Burmanala,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Calicut,11.54083333,92.725,602,india_wris/602_Calicut,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Chauldari,11.63111111,92.66722222,602,india_wris/602_Chauldari,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Chidiyatapur,11.50944444,92.70222222,602,india_wris/602_Chidiyatapur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Corbyns Cove Port Blair,11.64388889,92.74555556,602,india_wris/602_CorbynsCovePortBlair,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Culicut Borewell,11.53805556,92.72361111,602,india_wris/602_CulicutBorewell,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Dandas Point,11.67,92.69944444,602,india_wris/602_DandasPoint,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Dhannikhari,11.61277778,92.66722222,602,india_wris/602_Dhannikhari,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Dollyganj Chawk,11.63416667,92.72277778,602,india_wris/602_DollyganjChawk,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Dolphine Yatri Nivas,12.02583333,93.00138889,602,india_wris/602_DolphineYatriNivas,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Ferrarganj,11.71722222,92.65277778,602,india_wris/602_Ferrarganj,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Garachamra,11.61805556,92.71055556,602,india_wris/602_Garachamra,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Govindnagar Vill No I,12.00305556,92.98583333,602,india_wris/602_GovindnagarVillNoI,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Govindnagar Vill No Iii,11.98583333,92.98777778,602,india_wris/602_GovindnagarVillNoIii,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Gupta Para,11.57416667,92.66416667,602,india_wris/602_GuptaPara,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Haddo,11.66777778,92.72416667,602,india_wris/602_Haddo,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Hasunatabad,11.595,92.64527778,602,india_wris/602_Hasunatabad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Havelock Island Jetty,12.03305556,92.98111111,602,india_wris/602_HavelockIslandJetty,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Hebertabad,11.70833333,92.63166667,602,india_wris/602_Hebertabad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Hope Town Marmon Temple,11.69805556,92.72722222,602,india_wris/602_HopeTownMarmonTemple,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Junglighat Vip Road,11.66083333,92.7325,602,india_wris/602_JunglighatVipRoad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Kalpathar,11.975,93.00583333,602,india_wris/602_Kalpathar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Kanyapuram,,,602,india_wris/602_Kanyapuram,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Knoppuram,11.73277778,92.70888889,602,india_wris/602_Knoppuram,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Kodiaghat,11.52388889,92.72166667,602,india_wris/602_Kodiaghat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Krishnanagar,12.00027778,92.97611111,602,india_wris/602_Krishnanagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Lamba Line,11.6425,92.72666667,602,india_wris/602_LambaLine,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Laxmanpur,11.83194444,93.01722222,602,india_wris/602_Laxmanpur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Light House,11.66777778,92.7375,602,india_wris/602_LightHouse,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mamyo,11.5975,92.63277778,602,india_wris/602_Mamyo,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Manglutan,11.57166667,92.66027778,602,india_wris/602_Manglutan,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Manjeri,11.53333333,92.65277778,602,india_wris/602_Manjeri,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mannar Ghat,11.76722222,92.70583333,602,india_wris/602_MannarGhat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Marina Park,11.66055556,92.74333333,602,india_wris/602_MarinaPark,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mile Tilak,11.79166667,92.60833333,602,india_wris/602_MileTilak,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mithakhari,,,602,india_wris/602_Mithakhari,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mohanpur,12.93444444,92.86,602,india_wris/602_Mohanpur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Mount Harriyat,11.72138889,92.73305556,602,india_wris/602_MountHarriyat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Namunagar,11.67111111,92.69861111,602,india_wris/602_Namunagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Nayasahar,11.57888889,92.67638889,602,india_wris/602_Nayasahar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Nell Kendra,11.83277778,93.02888889,602,india_wris/602_NellKendra,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,New Bimliton,,,602,india_wris/602_NewBimliton,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Ograbraj,11.66527778,92.655,602,india_wris/602_Ograbraj,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Pearl Park Resort,11.83138889,93.01888889,602,india_wris/602_PearlParkResort,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Port Blair,11.67,92.7425,602,india_wris/602_PortBlair,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Port Blair Dobhi Well,11.67111111,92.735,602,india_wris/602_PortBlairDobhiWell,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Port Mout,11.64416667,92.65611111,602,india_wris/602_PortMout,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Radhanagar,11.98694444,92.95472222,602,india_wris/602_Radhanagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Ramnagar,11.81916667,93.04166667,602,india_wris/602_Ramnagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Rangachang,,,602,india_wris/602_Rangachang,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Ross Island,11.66305556,92.74611111,602,india_wris/602_RossIsland,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Saitankhari,11.73,92.68,602,india_wris/602_Saitankhari,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Shadipur Port Blair,11.65888889,92.7475,602,india_wris/602_ShadipurPortBlair,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Shoal Bay 12 No,11.84666667,92.73583333,602,india_wris/602_ShoalBay12No,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Shoal Bay 15 No,11.86638889,92.73611111,602,india_wris/602_ShoalBay15No,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Shoal Bay 8 No.,,,602,india_wris/602_ShoalBay8No,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Sippighat,11.60444444,92.68611111,602,india_wris/602_Sippighat,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Sitanagar,,,602,india_wris/602_Sitanagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Sitanagar Sa,11.82,93.06,602,india_wris/602_SitanagarSa,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,South Point Port Blair,11.65305556,92.74527778,602,india_wris/602_SouthPointPortBlair,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Stuwartganj,11.72361111,92.71277778,602,india_wris/602_Stuwartganj,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Teylarabad,11.60472222,92.70333333,602,india_wris/602_Teylarabad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Tirur,11.72416667,92.61361111,602,india_wris/602_Tirur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Tushnabad,11.68222222,92.63638889,602,india_wris/602_Tushnabad,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Vijaynagar,,,602,india_wris/602_Vijaynagar,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Wandur,11.59777778,92.62305556,602,india_wris/602_Wandur,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Wimberleyganj,11.73916667,92.70777778,602,india_wris/602_Wimberleyganj,dcs:GroundWater
Andaman And Nicobar Islands,South Andamans,Wrightmyo,11.78138889,92.70944444,602,india_wris/602_Wrightmyo,dcs:GroundWater
Andhra Pradesh,Anantapur,Adivi Brahmanapalli,14.35333333,78.0375,502,india_wris/502_AdiviBrahmanapalli,dcs:GroundWater
Andhra Pradesh,Anantapur,Alampur,14.19166667,78.16388889,502,india_wris/502_Alampur,dcs:GroundWater
Andhra Pradesh,Anantapur,Amidala,14.84166667,77.25,502,india_wris/502_Amidala,dcs:GroundWater
Andhra Pradesh,Anantapur,Anantapur-Alt-1,14.675,77.60833333,502,india_wris/502_AnantapurAlt1,dcs:GroundWater
Andhra Pradesh,Anantapur,Batrepally 2013dw,14.25083333,78.18027778,502,india_wris/502_Batrepally2013dw,dcs:GroundWater
Andhra Pradesh,Anantapur,Bontula Dinne1,14.84166667,78.09333333,502,india_wris/502_BontulaDinne1,dcs:GroundWater
Andhra Pradesh,Anantapur,Bontula Dinne,14.84166667,78.09333333,502,india_wris/502_BontulaDinne,dcs:GroundWater
Andhra Pradesh,Anantapur,Budipalli,13.96666667,77.16666667,502,india_wris/502_Budipalli,dcs:GroundWater
Andhra Pradesh,Anantapur,Chilkamattur1,13.85,77.73333333,502,india_wris/502_Chilkamattur1,dcs:GroundWater
Andhra Pradesh,Anantapur,Chilkamattur,13.85,77.73333333,502,india_wris/502_Chilkamattur,dcs:GroundWater
Andhra Pradesh,Anantapur,D.Cheruvu,14.07916667,78.35555556,502,india_wris/502_DCheruvu,dcs:GroundWater
Andhra Pradesh,Anantapur,Dharmavaram,14.41166667,77.72,502,india_wris/502_Dharmavaram,dcs:GroundWater
Andhra Pradesh,Anantapur,Gooty-Alt,15.11666667,77.64305556,502,india_wris/502_GootyAlt,dcs:GroundWater
Andhra Pradesh,Anantapur,Gorantla,13.98333333,77.76666667,502,india_wris/502_Gorantla,dcs:GroundWater
Andhra Pradesh,Anantapur,Govinavaripalli,13.975,77.87777778,502,india_wris/502_Govinavaripalli,dcs:GroundWater
Andhra Pradesh,Anantapur,Gundlapally,14.70444444,77.05638889,502,india_wris/502_Gundlapally,dcs:GroundWater
Andhra Pradesh,Anantapur,Guntakal1,15.16805556,77.37638889,502,india_wris/502_Guntakal1,dcs:GroundWater
Andhra Pradesh,Anantapur,Guntakal,15.16805556,77.37638889,502,india_wris/502_Guntakal,dcs:GroundWater
Andhra Pradesh,Anantapur,Guntakal2,15.16805556,77.37638889,502,india_wris/502_Guntakal2,dcs:GroundWater
Andhra Pradesh,Anantapur,Ingaluru,14.04722222,78.03888889,502,india_wris/502_Ingaluru,dcs:GroundWater
Andhra Pradesh,Anantapur,Kadiri - Pz,,,502,india_wris/502_KadiriPz,dcs:GroundWater
Andhra Pradesh,Anantapur,Kalyandurg,14.54666667,77.11,502,india_wris/502_Kalyandurg,dcs:GroundWater
Andhra Pradesh,Anantapur,Kalyandurg-Alt,14.54666667,77.11,502,india_wris/502_KalyandurgAlt,dcs:GroundWater
Andhra Pradesh,Anantapur,Kambalaparthi,,,502,india_wris/502_Kambalaparthi,dcs:GroundWater
Andhra Pradesh,Anantapur,Kambalaparthi-Dw14,,,502,india_wris/502_KambalaparthiDw14,dcs:GroundWater
Andhra Pradesh,Anantapur,Kanchisamudram-Dw13,13.8,77.60833333,502,india_wris/502_KanchisamudramDw13,dcs:GroundWater
Andhra Pradesh,Anantapur,Kanekallu,14.8,77.08333333,502,india_wris/502_Kanekallu,dcs:GroundWater
Andhra Pradesh,Anantapur,Kochcheruvu,,,502,india_wris/502_Kochcheruvu,dcs:GroundWater
Andhra Pradesh,Anantapur,Korrapadu,14.75333333,77.71333333,502,india_wris/502_Korrapadu,dcs:GroundWater
Andhra Pradesh,Anantapur,Kothapalem,13.88333333,77.13333333,502,india_wris/502_Kothapalem,dcs:GroundWater
Andhra Pradesh,Anantapur,Kothulagutta,,,502,india_wris/502_Kothulagutta,dcs:GroundWater
Andhra Pradesh,Anantapur,Kottacheruvu,14.18666667,77.76666667,502,india_wris/502_Kottacheruvu,dcs:GroundWater
Andhra Pradesh,Anantapur,Kundurpi-Dw14,14.3,77.05,502,india_wris/502_KundurpiDw14,dcs:GroundWater
Andhra Pradesh,Anantapur,Kuntimaddi,14.31666667,77.56666667,502,india_wris/502_Kuntimaddi,dcs:GroundWater
Andhra Pradesh,Anantapur,Madakasira1,13.95833333,77.24166667,502,india_wris/502_Madakasira1,dcs:GroundWater
Andhra Pradesh,Anantapur,Madakasira,13.95833333,77.23333333,502,india_wris/502_Madakasira,dcs:GroundWater
Andhra Pradesh,Anantapur,Malakavemula-Rs,14.27,78.0575,502,india_wris/502_MalakavemulaRs,dcs:GroundWater
Andhra Pradesh,Anantapur,Mamillakunta,14.16666667,77.75833333,502,india_wris/502_Mamillakunta,dcs:GroundWater
Andhra Pradesh,Anantapur,Mudigubba,14.35138889,78,502,india_wris/502_Mudigubba,dcs:GroundWater
Andhra Pradesh,Anantapur,Muthyalacherevu Poolabhavi-Dw14,14.1,78.1,502,india_wris/502_MuthyalacherevuPoolabhaviDw14,dcs:GroundWater
Andhra Pradesh,Anantapur,Nallacheruvu,13.98611111,78.18888889,502,india_wris/502_Nallacheruvu,dcs:GroundWater
Andhra Pradesh,Anantapur,Nallacheruvu 2013dw,13.98722222,78.18777778,502,india_wris/502_Nallacheruvu2013dw,dcs:GroundWater
Andhra Pradesh,Anantapur,Narpala,14.71,77.81166667,502,india_wris/502_Narpala,dcs:GroundWater
Andhra Pradesh,Anantapur,Narpala(Sultanpet).1,14.70583333,77.82222222,502,india_wris/502_NarpalaSultanpet1,dcs:GroundWater
Andhra Pradesh,Anantapur,Narpala (Sultanpet).,14.70583333,77.82222222,502,india_wris/502_NarpalaSultanpet,dcs:GroundWater
Andhra Pradesh,Anantapur,Nilakanthapuram,13.91666667,77.2,502,india_wris/502_Nilakanthapuram,dcs:GroundWater
Andhra Pradesh,Anantapur,Nimbigallu,14.89166667,77.20833333,502,india_wris/502_Nimbigallu,dcs:GroundWater
Andhra Pradesh,Anantapur,N.R.Roppam-Ow-Ii-Aq-Ii,,,502,india_wris/502_NRRoppamOwIiAqIi,dcs:GroundWater
Andhra Pradesh,Anantapur,Palaram 2013dw,13.95666667,77.10833333,502,india_wris/502_Palaram2013dw,dcs:GroundWater
Andhra Pradesh,Anantapur,Palasamudram,13.97277778,77.73138889,502,india_wris/502_Palasamudram,dcs:GroundWater
Andhra Pradesh,Anantapur,Pargi,13.89166667,77.46166667,502,india_wris/502_Pargi,dcs:GroundWater
Andhra Pradesh,Anantapur,Patakothacheruv,15.15833333,77.51166667,502,india_wris/502_Patakothacheruv,dcs:GroundWater
Andhra Pradesh,Anantapur,Pedapalli 2013dw,14.06388889,77.77444444,502,india_wris/502_Pedapalli2013dw,dcs:GroundWater
Andhra Pradesh,Anantapur,Penukonda,14.07222222,77.58166667,502,india_wris/502_Penukonda,dcs:GroundWater
Andhra Pradesh,Anantapur,Penukonda-Pz,,,502,india_wris/502_PenukondaPz,dcs:GroundWater
Andhra Pradesh,Anantapur,Poolakunta 2013dw,14.62666667,77.69916667,502,india_wris/502_Poolakunta2013dw,dcs:GroundWater
Andhra Pradesh,Anantapur,Puttaparti-Alt,14.16861111,77.81166667,502,india_wris/502_PuttapartiAlt,dcs:GroundWater
Andhra Pradesh,Anantapur,Rayadurg-New,14.7,76.85,502,india_wris/502_RayadurgNew,dcs:GroundWater
Andhra Pradesh,Anantapur,Rayalacheruvu,15.05138889,77.81944444,502,india_wris/502_Rayalacheruvu,dcs:GroundWater
Andhra Pradesh,Anantapur,Reddipalli,14.21666667,78,502,india_wris/502_Reddipalli,dcs:GroundWater
Andhra Pradesh,Anantapur,Rolla,13.85,77.1,502,india_wris/502_Rolla,dcs:GroundWater
Andhra Pradesh,Anantapur,Talapula-Pz,14.24305556,78.2625,502,india_wris/502_TalapulaPz,dcs:GroundWater
Andhra Pradesh,Anantapur,Tanakal1,13.92083333,78.1875,502,india_wris/502_Tanakal1,dcs:GroundWater
Andhra Pradesh,Anantapur,Tanakal,13.92083333,78.19722222,502,india_wris/502_Tanakal,dcs:GroundWater
Andhra Pradesh,Anantapur,Tanakal (Alt),13.92083333,78.1875,502,india_wris/502_TanakalAlt,dcs:GroundWater
Andhra Pradesh,Anantapur,Tangdikunta-Dw13,14.00833333,78.025,502,india_wris/502_TangdikuntaDw13,dcs:GroundWater
Andhra Pradesh,Anantapur,Uravakonda-Dw14,14.96666667,77.25416667,502,india_wris/502_UravakondaDw14,dcs:GroundWater
Andhra Pradesh,Anantapur,Vajrakarur,15.00833333,77.41666667,502,india_wris/502_Vajrakarur,dcs:GroundWater
Andhra Pradesh,Anantapur,Waddipalli,14.67166667,77.45833333,502,india_wris/502_Waddipalli,dcs:GroundWater
Andhra Pradesh,Anantapur,Wadiyampeta,14.75277778,77.60277778,502,india_wris/502_Wadiyampeta,dcs:GroundWater
Andhra Pradesh,Chittoor,Ammasi Reddy Kandriga-Dw13,13.45638889,79.96361111,503,india_wris/503_AmmasiReddyKandrigaDw13,dcs:GroundWater
Andhra Pradesh,Chittoor,Arogyavaram,13.53333333,78.5,503,india_wris/503_Arogyavaram,dcs:GroundWater
Andhra Pradesh,Chittoor,Arumakapally,,,503,india_wris/503_Arumakapally,dcs:GroundWater
Andhra Pradesh,Chittoor,Baireddipalli,13.08916667,78.61055556,503,india_wris/503_Baireddipalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Balijepalli,,,503,india_wris/503_Balijepalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Bandarlapalli,,,503,india_wris/503_Bandarlapalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Bangarupalem Pz,,,503,india_wris/503_BangarupalemPz,dcs:GroundWater
Andhra Pradesh,Chittoor,Basani Khonda-Dw14,13.55305556,78.52916667,503,india_wris/503_BasaniKhondaDw14,dcs:GroundWater
Andhra Pradesh,Chittoor,Battuvaripalli,13.53333333,78.90555556,503,india_wris/503_Battuvaripalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Bhakrapet1,13.66666667,79.16666667,503,india_wris/503_Bhakrapet1,dcs:GroundWater
Andhra Pradesh,Chittoor,B.N.Kandriga,13.69777778,79.85277778,503,india_wris/503_BNKandriga,dcs:GroundWater
Andhra Pradesh,Chittoor,Bugga Agraharam-Dw14,13.33111111,79.62222222,503,india_wris/503_BuggaAgraharamDw14,dcs:GroundWater
Andhra Pradesh,Chittoor,Chinna Panduru,13.58333333,79.96666667,503,india_wris/503_ChinnaPanduru,dcs:GroundWater
Andhra Pradesh,Chittoor,Chinna Tayyuru-Dw14,13.30277778,79.31138889,503,india_wris/503_ChinnaTayyuruDw14,dcs:GroundWater
Andhra Pradesh,Chittoor,Chintaparthi,13.63333333,78.7,503,india_wris/503_Chintaparthi,dcs:GroundWater
Andhra Pradesh,Chittoor,Chintaparti-1,13.50416667,78.71527778,503,india_wris/503_Chintaparti1,dcs:GroundWater
Andhra Pradesh,Chittoor,Chintaparti,13.50555556,78.7,503,india_wris/503_Chintaparti,dcs:GroundWater
Andhra Pradesh,Chittoor,Chittoor,13.20666667,79.10166667,503,india_wris/503_Chittoor,dcs:GroundWater
Andhra Pradesh,Chittoor,Chittoor-Alt,13.20666667,79.10166667,503,india_wris/503_ChittoorAlt,dcs:GroundWater
Andhra Pradesh,Chittoor,C.Kandriga,13.40833333,79.69166667,503,india_wris/503_CKandriga,dcs:GroundWater
Andhra Pradesh,Chittoor,Damalcheruvu,13.475,79.04722222,503,india_wris/503_Damalcheruvu,dcs:GroundWater
Andhra Pradesh,Chittoor,Duginevaripalli,13.13333333,78.65833333,503,india_wris/503_Duginevaripalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Erpedu1,13.71666667,79.61666667,503,india_wris/503_Erpedu1,dcs:GroundWater
Andhra Pradesh,Chittoor,Erpedu,13.71666667,79.61666667,503,india_wris/503_Erpedu,dcs:GroundWater
Andhra Pradesh,Chittoor,G.Nellore1,13.23333333,79.23333333,503,india_wris/503_GNellore1,dcs:GroundWater
Andhra Pradesh,Chittoor,G.Nellore,13.23333333,79.23333333,503,india_wris/503_GNellore,dcs:GroundWater
Andhra Pradesh,Chittoor,Gudiselavaripalli,13.625,78.54166667,503,india_wris/503_Gudiselavaripalli,dcs:GroundWater
Andhra Pradesh,Chittoor,Guntuvaripalli-Dw13,13.65138889,79.5425,503,india_wris/503_GuntuvaripalliDw13,dcs:GroundWater
Andhra Pradesh,Chittoor,Isukagunta,13.6775,79.66166667,503,india_wris/503_Isukagunta,dcs:GroundWater
Andhra Pradesh,Chittoor,Kalakoda,13.81527778,78.79583333,503,india_wris/503_Kalakoda,dcs:GroundWater
Andhra Pradesh,Chittoor,Kallur,13.56944444,79.00277778,503,india_wris/503_Kallur,dcs:GroundWater
Andhra Pradesh,Chittoor,Kandlamadugu,13.78333333,78.4,503,india_wris/503_Kandlamadugu,dcs:GroundWater
Andhra Pradesh,Chittoor,Kanipakam1,13.30166667,79.05666667,503,india_wris/503_Kanipakam1,dcs:GroundWater
Andhra Pradesh,Chittoor,Kanipakam,13.30166667,79.05666667,503,india_wris/503_Kanipakam,dcs:GroundWater
