observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,measurementMethod
geoId/18,2019,dcid:Amount_Investment_ProgramPlanning,910000,USDollar,,
geoId/18,2020,dcid:Amount_Investment_ProgramPlanning,764721,USDollar,,
geoId/18,2021,dcid:Amount_Investment_ProgramPlanning,140000,USDollar,,
geoId/18,2022,dcid:Amount_Investment_ProgramPlanning,980000,USDollar,,
geoId/18,2023,dcid:Amount_Investment_ProgramPlanning,987500,USDollar,,
geoId/18,2024,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/18,2025,dcid:Amount_Investment_ProgramPlanning,280000,USDollar,,
geoId/18,2012,dcid:Amount_Investment_PublicWorks,5331392,USDollar,,
geoId/18,2015,dcid:Amount_Investment_PublicWorks,3000000,USDollar,,
geoId/18,2016,dcid:Amount_Investment_PublicWorks,1380000,USDollar,,
geoId/18,2023,dcid:Amount_Investment_PublicWorks,1186000,USDollar,,
geoId/18,2025,dcid:Amount_Investment_PublicWorks,2073500,USDollar,,
geoId/18,2022,dcid:Amount_Investment_RegionalInnovationStrategies,768477,USDollar,,
geoId/18,2017,dcid:Amount_Investment_TechnicalAssistance,4309041,USDollar,,
geoId/18,2018,dcid:Amount_Investment_TechnicalAssistance,109500,USDollar,,
geoId/18,2019,dcid:Amount_Investment_TechnicalAssistance,3036740,USDollar,,
geoId/18,2020,dcid:Amount_Investment_TechnicalAssistance,152027,USDollar,,
geoId/18,2021,dcid:Amount_Investment_TechnicalAssistance,716124,USDollar,,
geoId/18,2023,dcid:Amount_Investment_TechnicalAssistance,60000,USDollar,,
geoId/18,2024,dcid:Amount_Investment_TechnicalAssistance,525902,USDollar,,
geoId/19,2012,dcid:Amount_Investment,2150000,USDollar,,
geoId/19,2013,dcid:Amount_Investment,6242051,USDollar,,
geoId/19,2014,dcid:Amount_Investment,1069975,USDollar,,
geoId/19,2015,dcid:Amount_Investment,1239808,USDollar,,
geoId/19,2016,dcid:Amount_Investment,4276493,USDollar,,
geoId/19,2018,dcid:Amount_Investment,1021569,USDollar,,
geoId/19,2019,dcid:Amount_Investment,2395000,USDollar,,
geoId/19,2020,dcid:Amount_Investment,7378602,USDollar,,
geoId/19,2021,dcid:Amount_Investment,986199,USDollar,,
geoId/19,2022,dcid:Amount_Investment,9665004,USDollar,,
geoId/19,2023,dcid:Amount_Investment,1985000,USDollar,,
geoId/19,2024,dcid:Amount_Investment,6174150,USDollar,,
geoId/19,2025,dcid:Amount_Investment,1532120,USDollar,,
geoId/19,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,3409699,USDollar,,
geoId/19,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,179475,USDollar,,
geoId/19,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,800000,USDollar,,
geoId/19,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,6188602,USDollar,,
geoId/19,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,8392504,USDollar,,
geoId/19,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,725000,USDollar,,
geoId/19,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,3013183,USDollar,,
geoId/19,2012,dcid:Amount_Investment_ProgramPlanning,30000,USDollar,,
geoId/19,2013,dcid:Amount_Investment_ProgramPlanning,1178300,USDollar,,
geoId/19,2014,dcid:Amount_Investment_ProgramPlanning,890500,USDollar,,
geoId/19,2015,dcid:Amount_Investment_ProgramPlanning,192000,USDollar,,
geoId/19,2016,dcid:Amount_Investment_ProgramPlanning,3400199,USDollar,,
geoId/19,2018,dcid:Amount_Investment_ProgramPlanning,315000,USDollar,,
geoId/19,2019,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/19,2020,dcid:Amount_Investment_ProgramPlanning,1190000,USDollar,,
geoId/19,2021,dcid:Amount_Investment_ProgramPlanning,558825,USDollar,,
geoId/19,2022,dcid:Amount_Investment_ProgramPlanning,1272500,USDollar,,
geoId/19,2023,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/19,2024,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/19,2012,dcid:Amount_Investment_PublicWorks,2095000,USDollar,,
geoId/19,2015,dcid:Amount_Investment_PublicWorks,1000308,USDollar,,
geoId/19,2024,dcid:Amount_Investment_PublicWorks,1983492,USDollar,,
geoId/19,2025,dcid:Amount_Investment_PublicWorks,1532120,USDollar,,
geoId/19,2012,dcid:Amount_Investment_TechnicalAssistance,25000,USDollar,,
geoId/19,2013,dcid:Amount_Investment_TechnicalAssistance,1654052,USDollar,,
geoId/19,2015,dcid:Amount_Investment_TechnicalAssistance,47500,USDollar,,
geoId/19,2016,dcid:Amount_Investment_TechnicalAssistance,76294,USDollar,,
geoId/19,2018,dcid:Amount_Investment_TechnicalAssistance,706569,USDollar,,
geoId/19,2019,dcid:Amount_Investment_TechnicalAssistance,1345000,USDollar,,
geoId/19,2021,dcid:Amount_Investment_TechnicalAssistance,427374,USDollar,,
geoId/19,2024,dcid:Amount_Investment_TechnicalAssistance,547475,USDollar,,
geoId/20,2012,dcid:Amount_Investment,2896750,USDollar,,
geoId/20,2013,dcid:Amount_Investment,2955575,USDollar,,
geoId/20,2014,dcid:Amount_Investment,3969377,USDollar,,
geoId/20,2015,dcid:Amount_Investment,8108187,USDollar,,
geoId/20,2016,dcid:Amount_Investment,1625000,USDollar,,
geoId/20,2017,dcid:Amount_Investment,233546,USDollar,,
geoId/20,2018,dcid:Amount_Investment,179153,USDollar,,
geoId/20,2019,dcid:Amount_Investment,2539678,USDollar,,
geoId/20,2020,dcid:Amount_Investment,2549883,USDollar,,
geoId/20,2021,dcid:Amount_Investment,985935,USDollar,,
geoId/20,2022,dcid:Amount_Investment,60618756,USDollar,,
geoId/20,2024,dcid:Amount_Investment,2549897,USDollar,,
geoId/20,2025,dcid:Amount_Investment,12807877,USDollar,,
geoId/20,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,500000,USDollar,,
geoId/20,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1283675,USDollar,,
geoId/20,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,3468377,USDollar,,
geoId/20,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,8108187,USDollar,,
geoId/20,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,2549883,USDollar,,
geoId/20,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,57655756,USDollar,,
geoId/20,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,12807877,USDollar,,
geoId/20,2013,dcid:Amount_Investment_ProgramPlanning,176900,USDollar,,
geoId/20,2014,dcid:Amount_Investment_ProgramPlanning,501000,USDollar,,
geoId/20,2016,dcid:Amount_Investment_ProgramPlanning,1625000,USDollar,,
geoId/20,2017,dcid:Amount_Investment_ProgramPlanning,233546,USDollar,,
geoId/20,2018,dcid:Amount_Investment_ProgramPlanning,25000,USDollar,,
geoId/20,2019,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/20,2021,dcid:Amount_Investment_ProgramPlanning,985935,USDollar,,
geoId/20,2022,dcid:Amount_Investment_ProgramPlanning,363000,USDollar,,
geoId/20,2024,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/20,2012,dcid:Amount_Investment_PublicWorks,2396750,USDollar,,
geoId/20,2024,dcid:Amount_Investment_PublicWorks,1000125,USDollar,,
geoId/20,2022,dcid:Amount_Investment_RegionalInnovationStrategies,2600000,USDollar,,
geoId/20,2013,dcid:Amount_Investment_TechnicalAssistance,1495000,USDollar,,
geoId/20,2018,dcid:Amount_Investment_TechnicalAssistance,154153,USDollar,,
geoId/20,2019,dcid:Amount_Investment_TechnicalAssistance,2329678,USDollar,,
geoId/20,2024,dcid:Amount_Investment_TechnicalAssistance,499772,USDollar,,
geoId/21,2012,dcid:Amount_Investment,12627960,USDollar,,
geoId/21,2013,dcid:Amount_Investment,5035180,USDollar,,
geoId/21,2014,dcid:Amount_Investment,7624625,USDollar,,
geoId/21,2015,dcid:Amount_Investment,8233002,USDollar,,
geoId/21,2016,dcid:Amount_Investment,6019100,USDollar,,
geoId/21,2017,dcid:Amount_Investment,1608515,USDollar,,
geoId/21,2018,dcid:Amount_Investment,1050000,USDollar,,
geoId/21,2019,dcid:Amount_Investment,2812500,USDollar,,
geoId/21,2020,dcid:Amount_Investment,7350000,USDollar,,
geoId/21,2021,dcid:Amount_Investment,3440453,USDollar,,
geoId/21,2022,dcid:Amount_Investment,29075269,USDollar,,
geoId/21,2023,dcid:Amount_Investment,13830338,USDollar,,
geoId/21,2024,dcid:Amount_Investment,30940148,USDollar,,
geoId/21,2025,dcid:Amount_Investment,6561669,USDollar,,
geoId/21,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,11930000,USDollar,,
geoId/21,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,4125680,USDollar,,
geoId/21,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,4214625,USDollar,,
geoId/21,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,5183535,USDollar,,
geoId/21,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,5074100,USDollar,,
geoId/21,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,6300000,USDollar,,
geoId/21,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1500000,USDollar,,
geoId/21,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,26099798,USDollar,,
geoId/21,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,8099898,USDollar,,
geoId/21,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,27319448,USDollar,,
geoId/21,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,5511669,USDollar,,
geoId/21,2012,dcid:Amount_Investment_ProgramPlanning,25000,USDollar,,
geoId/21,2013,dcid:Amount_Investment_ProgramPlanning,909500,USDollar,,
geoId/21,2014,dcid:Amount_Investment_ProgramPlanning,1008000,USDollar,,
geoId/21,2015,dcid:Amount_Investment_ProgramPlanning,1549467,USDollar,,
geoId/21,2016,dcid:Amount_Investment_ProgramPlanning,945000,USDollar,,
geoId/21,2017,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2018,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2019,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2020,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2021,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2022,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2023,dcid:Amount_Investment_ProgramPlanning,1442700,USDollar,,
geoId/21,2024,dcid:Amount_Investment_ProgramPlanning,1442700,USDollar,,
geoId/21,2025,dcid:Amount_Investment_ProgramPlanning,1050000,USDollar,,
geoId/21,2014,dcid:Amount_Investment_PublicWorks,2402000,USDollar,,
geoId/21,2015,dcid:Amount_Investment_PublicWorks,1500000,USDollar,,
geoId/21,2023,dcid:Amount_Investment_PublicWorks,3958638,USDollar,,
geoId/21,2024,dcid:Amount_Investment_PublicWorks,2178000,USDollar,,
geoId/21,2022,dcid:Amount_Investment_RegionalInnovationStrategies,719673,USDollar,,
geoId/21,2023,dcid:Amount_Investment_RegionalInnovationStrategies,299970,USDollar,,
geoId/21,2012,dcid:Amount_Investment_TechnicalAssistance,672960,USDollar,,
geoId/21,2017,dcid:Amount_Investment_TechnicalAssistance,558515,USDollar,,
geoId/21,2019,dcid:Amount_Investment_TechnicalAssistance,1762500,USDollar,,
geoId/21,2021,dcid:Amount_Investment_TechnicalAssistance,890453,USDollar,,
geoId/21,2022,dcid:Amount_Investment_TechnicalAssistance,1205798,USDollar,,
geoId/21,2023,dcid:Amount_Investment_TechnicalAssistance,29132,USDollar,,
geoId/22,2012,dcid:Amount_Investment,6352186,USDollar,,
geoId/22,2013,dcid:Amount_Investment,4850720,USDollar,,
geoId/22,2014,dcid:Amount_Investment,4101400,USDollar,,
geoId/22,2015,dcid:Amount_Investment,4442368,USDollar,,
geoId/22,2016,dcid:Amount_Investment,8688289,USDollar,,
geoId/22,2017,dcid:Amount_Investment,1238624,USDollar,,
geoId/22,2018,dcid:Amount_Investment,1511496,USDollar,,
geoId/22,2019,dcid:Amount_Investment,1979864,USDollar,,
geoId/22,2020,dcid:Amount_Investment,3800000,USDollar,,
geoId/22,2021,dcid:Amount_Investment,4742600,USDollar,,
geoId/22,2022,dcid:Amount_Investment,7384932,USDollar,,
geoId/22,2023,dcid:Amount_Investment,1950000,USDollar,,
geoId/22,2024,dcid:Amount_Investment,30655000,USDollar,,
geoId/22,2026,dcid:Amount_Investment,1002000,USDollar,,
geoId/22,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,4662186,USDollar,,
geoId/22,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,2000000,USDollar,,
geoId/22,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,2774301,USDollar,,
geoId/22,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,1700000,USDollar,,
geoId/22,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,5681461,USDollar,,
geoId/22,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3800000,USDollar,,
geoId/22,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1152924,USDollar,,
geoId/22,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,5514932,USDollar,,
geoId/22,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,29885000,USDollar,,
geoId/22,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,1002000,USDollar,,
geoId/22,2013,dcid:Amount_Investment_ProgramPlanning,180000,USDollar,,
geoId/22,2015,dcid:Amount_Investment_ProgramPlanning,180000,USDollar,,
geoId/22,2016,dcid:Amount_Investment_ProgramPlanning,1226828,USDollar,,
geoId/22,2017,dcid:Amount_Investment_ProgramPlanning,240000,USDollar,,
geoId/22,2018,dcid:Amount_Investment_ProgramPlanning,87500,USDollar,,
geoId/22,2019,dcid:Amount_Investment_ProgramPlanning,1680000,USDollar,,
geoId/22,2022,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/22,2024,dcid:Amount_Investment_ProgramPlanning,250000,USDollar,,
geoId/22,2012,dcid:Amount_Investment_PublicWorks,1690000,USDollar,,
geoId/22,2013,dcid:Amount_Investment_PublicWorks,1700000,USDollar,,
geoId/22,2014,dcid:Amount_Investment_PublicWorks,1200000,USDollar,,
geoId/22,2015,dcid:Amount_Investment_PublicWorks,1500000,USDollar,,
geoId/22,2016,dcid:Amount_Investment_PublicWorks,1780000,USDollar,,
geoId/22,2021,dcid:Amount_Investment_RegionalInnovationStrategies,2098905,USDollar,,
geoId/22,2022,dcid:Amount_Investment_RegionalInnovationStrategies,400000,USDollar,,
geoId/22,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1950000,USDollar,,
geoId/22,2013,dcid:Amount_Investment_TechnicalAssistance,970720,USDollar,,
geoId/22,2014,dcid:Amount_Investment_TechnicalAssistance,127099,USDollar,,
geoId/22,2015,dcid:Amount_Investment_TechnicalAssistance,1062368,USDollar,,
geoId/22,2017,dcid:Amount_Investment_TechnicalAssistance,998624,USDollar,,
geoId/22,2018,dcid:Amount_Investment_TechnicalAssistance,1423996,USDollar,,
geoId/22,2019,dcid:Amount_Investment_TechnicalAssistance,299864,USDollar,,
geoId/22,2021,dcid:Amount_Investment_TechnicalAssistance,1490771,USDollar,,
geoId/22,2024,dcid:Amount_Investment_TechnicalAssistance,520000,USDollar,,
geoId/23,2012,dcid:Amount_Investment,5633007,USDollar,,
geoId/23,2013,dcid:Amount_Investment,3593000,USDollar,,
geoId/23,2014,dcid:Amount_Investment,3950035,USDollar,,
geoId/23,2015,dcid:Amount_Investment,4465054,USDollar,,
geoId/23,2016,dcid:Amount_Investment,8923586,USDollar,,
geoId/23,2018,dcid:Amount_Investment,540531,USDollar,,
geoId/23,2019,dcid:Amount_Investment,1523000,USDollar,,
geoId/23,2020,dcid:Amount_Investment,3250000,USDollar,,
geoId/23,2021,dcid:Amount_Investment,2297802,USDollar,,
geoId/23,2022,dcid:Amount_Investment,3579331,USDollar,,
geoId/23,2023,dcid:Amount_Investment,210000,USDollar,,
geoId/23,2024,dcid:Amount_Investment,795933,USDollar,,
geoId/23,2025,dcid:Amount_Investment,1260000,USDollar,,
geoId/23,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,895000,USDollar,,
geoId/23,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1525000,USDollar,,
geoId/23,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1727651,USDollar,,
geoId/23,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,1627538,USDollar,,
geoId/23,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3250000,USDollar,,
geoId/23,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,1499516,USDollar,,
geoId/23,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,460860,USDollar,,
geoId/23,2013,dcid:Amount_Investment_ProgramPlanning,1424000,USDollar,,
geoId/23,2014,dcid:Amount_Investment_ProgramPlanning,322384,USDollar,,
geoId/23,2015,dcid:Amount_Investment_ProgramPlanning,103167,USDollar,,
geoId/23,2016,dcid:Amount_Investment_ProgramPlanning,1603500,USDollar,,
geoId/23,2018,dcid:Amount_Investment_ProgramPlanning,25000,USDollar,,
geoId/23,2019,dcid:Amount_Investment_ProgramPlanning,1523000,USDollar,,
geoId/23,2021,dcid:Amount_Investment_ProgramPlanning,203500,USDollar,,
geoId/23,2022,dcid:Amount_Investment_ProgramPlanning,1330000,USDollar,,
geoId/23,2023,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/23,2024,dcid:Amount_Investment_ProgramPlanning,133500,USDollar,,
geoId/23,2025,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/23,2012,dcid:Amount_Investment_PublicWorks,4738007,USDollar,,
geoId/23,2013,dcid:Amount_Investment_PublicWorks,579000,USDollar,,
geoId/23,2014,dcid:Amount_Investment_PublicWorks,1900000,USDollar,,
geoId/23,2015,dcid:Amount_Investment_PublicWorks,4361887,USDollar,,
geoId/23,2016,dcid:Amount_Investment_PublicWorks,4469213,USDollar,,
geoId/23,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1306392,USDollar,,
geoId/23,2022,dcid:Amount_Investment_RegionalInnovationStrategies,749815,USDollar,,
geoId/23,2013,dcid:Amount_Investment_TechnicalAssistance,65000,USDollar,,
geoId/23,2016,dcid:Amount_Investment_TechnicalAssistance,1223335,USDollar,,
geoId/23,2018,dcid:Amount_Investment_TechnicalAssistance,515531,USDollar,,
geoId/23,2021,dcid:Amount_Investment_TechnicalAssistance,787910,USDollar,,
geoId/23,2024,dcid:Amount_Investment_TechnicalAssistance,201573,USDollar,,
geoId/24,2013,dcid:Amount_Investment,3729000,USDollar,,
geoId/24,2015,dcid:Amount_Investment,1684297,USDollar,,
geoId/24,2016,dcid:Amount_Investment,1876185,USDollar,,
geoId/24,2018,dcid:Amount_Investment,500000,USDollar,,
geoId/24,2019,dcid:Amount_Investment,2464546,USDollar,,
geoId/24,2020,dcid:Amount_Investment,1207937,USDollar,,
geoId/24,2021,dcid:Amount_Investment,1828160,USDollar,,
geoId/24,2022,dcid:Amount_Investment,26025269,USDollar,,
geoId/24,2023,dcid:Amount_Investment,2249050,USDollar,,
geoId/24,2024,dcid:Amount_Investment,1161725,USDollar,,
geoId/24,2025,dcid:Amount_Investment,420000,USDollar,,
geoId/24,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1430000,USDollar,,
geoId/24,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,170783,USDollar,,
geoId/24,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,1207937,USDollar,,
geoId/24,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,746060,USDollar,,
geoId/24,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,24452185,USDollar,,
geoId/24,2013,dcid:Amount_Investment_ProgramPlanning,649000,USDollar,,
geoId/24,2016,dcid:Amount_Investment_ProgramPlanning,630000,USDollar,,
geoId/24,2019,dcid:Amount_Investment_ProgramPlanning,612500,USDollar,,
geoId/24,2022,dcid:Amount_Investment_ProgramPlanning,490000,USDollar,,
geoId/24,2023,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/24,2025,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/24,2013,dcid:Amount_Investment_PublicWorks,1650000,USDollar,,
geoId/24,2015,dcid:Amount_Investment_PublicWorks,1275000,USDollar,,
geoId/24,2024,dcid:Amount_Investment_PublicWorks,500000,USDollar,,
geoId/24,2022,dcid:Amount_Investment_RegionalInnovationStrategies,1083084,USDollar,,
geoId/24,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1814050,USDollar,,
geoId/24,2024,dcid:Amount_Investment_RegionalInnovationStrategies,661725,USDollar,,
geoId/24,2015,dcid:Amount_Investment_TechnicalAssistance,238513,USDollar,,
geoId/24,2016,dcid:Amount_Investment_TechnicalAssistance,1246185,USDollar,,
geoId/24,2018,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/24,2019,dcid:Amount_Investment_TechnicalAssistance,1852046,USDollar,,
geoId/24,2021,dcid:Amount_Investment_TechnicalAssistance,1082100,USDollar,,
geoId/24,2023,dcid:Amount_Investment_TechnicalAssistance,225000,USDollar,,
geoId/25,2012,dcid:Amount_Investment,1803192,USDollar,,
geoId/25,2013,dcid:Amount_Investment,4686613,USDollar,,
geoId/25,2014,dcid:Amount_Investment,6462254,USDollar,,
geoId/25,2015,dcid:Amount_Investment,1392450,USDollar,,
geoId/25,2016,dcid:Amount_Investment,9571335,USDollar,,
geoId/25,2017,dcid:Amount_Investment,1517742,USDollar,,
geoId/25,2018,dcid:Amount_Investment,1278232,USDollar,,
geoId/25,2019,dcid:Amount_Investment,2916616,USDollar,,
geoId/25,2020,dcid:Amount_Investment,5734423,USDollar,,
geoId/25,2021,dcid:Amount_Investment,6069989,USDollar,,
geoId/25,2022,dcid:Amount_Investment,29275884,USDollar,,
geoId/25,2023,dcid:Amount_Investment,6506496,USDollar,,
geoId/25,2024,dcid:Amount_Investment,4790601,USDollar,,
geoId/25,2025,dcid:Amount_Investment,420000,USDollar,,
geoId/25,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,590673,USDollar,,
geoId/25,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,200000,USDollar,,
geoId/25,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,289337,USDollar,,
geoId/25,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3500000,USDollar,,
geoId/25,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,2048681,USDollar,,
geoId/25,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,26882768,USDollar,,
geoId/25,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,1067430,USDollar,,
geoId/25,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,3519066,USDollar,,
geoId/25,2012,dcid:Amount_Investment_ProgramPlanning,40000,USDollar,,
geoId/25,2013,dcid:Amount_Investment_ProgramPlanning,860000,USDollar,,
geoId/25,2014,dcid:Amount_Investment_ProgramPlanning,452000,USDollar,,
geoId/25,2015,dcid:Amount_Investment_ProgramPlanning,160100,USDollar,,
geoId/25,2016,dcid:Amount_Investment_ProgramPlanning,1609997,USDollar,,
geoId/25,2017,dcid:Amount_Investment_ProgramPlanning,40000,USDollar,,
geoId/25,2018,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/25,2019,dcid:Amount_Investment_ProgramPlanning,1452500,USDollar,,
geoId/25,2021,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/25,2022,dcid:Amount_Investment_ProgramPlanning,1295000,USDollar,,
geoId/25,2023,dcid:Amount_Investment_ProgramPlanning,480000,USDollar,,
geoId/25,2024,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/25,2025,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/25,2012,dcid:Amount_Investment_PublicWorks,1574680,USDollar,,
geoId/25,2013,dcid:Amount_Investment_PublicWorks,3235940,USDollar,,
geoId/25,2014,dcid:Amount_Investment_PublicWorks,5770254,USDollar,,
geoId/25,2015,dcid:Amount_Investment_PublicWorks,943013,USDollar,,
geoId/25,2016,dcid:Amount_Investment_PublicWorks,5430849,USDollar,,
geoId/25,2023,dcid:Amount_Investment_PublicWorks,3000000,USDollar,,
geoId/25,2024,dcid:Amount_Investment_PublicWorks,522300,USDollar,,
geoId/25,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1947154,USDollar,,
geoId/25,2017,dcid:Amount_Investment_RegionalInnovationStrategies,977742,USDollar,,
geoId/25,2018,dcid:Amount_Investment_RegionalInnovationStrategies,1027467,USDollar,,
geoId/25,2019,dcid:Amount_Investment_RegionalInnovationStrategies,1142876,USDollar,,
geoId/25,2020,dcid:Amount_Investment_RegionalInnovationStrategies,1065085,USDollar,,
geoId/25,2021,dcid:Amount_Investment_RegionalInnovationStrategies,3300898,USDollar,,
geoId/25,2022,dcid:Amount_Investment_RegionalInnovationStrategies,1063668,USDollar,,
geoId/25,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1959066,USDollar,,
geoId/25,2012,dcid:Amount_Investment_TechnicalAssistance,188512,USDollar,,
geoId/25,2014,dcid:Amount_Investment_TechnicalAssistance,40000,USDollar,,
geoId/25,2016,dcid:Amount_Investment_TechnicalAssistance,583335,USDollar,,
geoId/25,2017,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/25,2018,dcid:Amount_Investment_TechnicalAssistance,40765,USDollar,,
geoId/25,2019,dcid:Amount_Investment_TechnicalAssistance,321240,USDollar,,
geoId/25,2020,dcid:Amount_Investment_TechnicalAssistance,1169338,USDollar,,
geoId/25,2021,dcid:Amount_Investment_TechnicalAssistance,510410,USDollar,,
geoId/25,2022,dcid:Amount_Investment_TechnicalAssistance,34448,USDollar,,
geoId/25,2024,dcid:Amount_Investment_TechnicalAssistance,539235,USDollar,,
geoId/26,2012,dcid:Amount_Investment,1170015,USDollar,,
geoId/26,2013,dcid:Amount_Investment,4579010,USDollar,,
geoId/26,2014,dcid:Amount_Investment,7859683,USDollar,,
geoId/26,2015,dcid:Amount_Investment,3104602,USDollar,,
geoId/26,2016,dcid:Amount_Investment,14957005,USDollar,,
geoId/26,2017,dcid:Amount_Investment,3652040,USDollar,,
geoId/26,2018,dcid:Amount_Investment,2249182,USDollar,,
geoId/26,2019,dcid:Amount_Investment,4305060,USDollar,,
geoId/26,2020,dcid:Amount_Investment,7060666,USDollar,,
geoId/26,2021,dcid:Amount_Investment,6507586,USDollar,,
geoId/26,2022,dcid:Amount_Investment,22773167,USDollar,,
geoId/26,2023,dcid:Amount_Investment,8099384,USDollar,,
geoId/26,2024,dcid:Amount_Investment,1136207,USDollar,,
geoId/26,2025,dcid:Amount_Investment,7975000,USDollar,,
geoId/26,2026,dcid:Amount_Investment,2500000,USDollar,,
geoId/26,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,3880860,USDollar,,
geoId/26,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,2161910,USDollar,,
geoId/26,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,25000,USDollar,,
geoId/26,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,4332292,USDollar,,
geoId/26,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4951183,USDollar,,
