observationAbout,observationDate,variableMeasured,value,unit,scalingFactor,measurementMethod
geoId/33,2020,dcid:Amount_Investment,870000,USDollar,,
geoId/33,2021,dcid:Amount_Investment,1406304,USDollar,,
geoId/33,2022,dcid:Amount_Investment,1850000,USDollar,,
geoId/33,2024,dcid:Amount_Investment,210000,USDollar,,
geoId/33,2025,dcid:Amount_Investment,420000,USDollar,,
geoId/33,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,800000,USDollar,,
geoId/33,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,1500000,USDollar,,
geoId/33,2013,dcid:Amount_Investment_ProgramPlanning,200000,USDollar,,
geoId/33,2014,dcid:Amount_Investment_ProgramPlanning,140000,USDollar,,
geoId/33,2016,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/33,2017,dcid:Amount_Investment_ProgramPlanning,30000,USDollar,,
geoId/33,2018,dcid:Amount_Investment_ProgramPlanning,140000,USDollar,,
geoId/33,2019,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/33,2020,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/33,2021,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/33,2022,dcid:Amount_Investment_ProgramPlanning,350000,USDollar,,
geoId/33,2024,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/33,2025,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/33,2012,dcid:Amount_Investment_PublicWorks,2444435,USDollar,,
geoId/33,2013,dcid:Amount_Investment_PublicWorks,1946100,USDollar,,
geoId/33,2016,dcid:Amount_Investment_PublicWorks,1618800,USDollar,,
geoId/33,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1196304,USDollar,,
geoId/33,2015,dcid:Amount_Investment_TechnicalAssistance,40000,USDollar,,
geoId/33,2017,dcid:Amount_Investment_TechnicalAssistance,134835,USDollar,,
geoId/33,2019,dcid:Amount_Investment_TechnicalAssistance,112181,USDollar,,
geoId/34,2012,dcid:Amount_Investment,2095000,USDollar,,
geoId/34,2013,dcid:Amount_Investment,657762,USDollar,,
geoId/34,2014,dcid:Amount_Investment,500000,USDollar,,
geoId/34,2015,dcid:Amount_Investment,130134,USDollar,,
geoId/34,2016,dcid:Amount_Investment,2262624,USDollar,,
geoId/34,2017,dcid:Amount_Investment,439190,USDollar,,
geoId/34,2019,dcid:Amount_Investment,1709839,USDollar,,
geoId/34,2020,dcid:Amount_Investment,700000,USDollar,,
geoId/34,2021,dcid:Amount_Investment,1087910,USDollar,,
geoId/34,2022,dcid:Amount_Investment,4960000,USDollar,,
geoId/34,2023,dcid:Amount_Investment,124999,USDollar,,
geoId/34,2024,dcid:Amount_Investment,4000000,USDollar,,
geoId/34,2025,dcid:Amount_Investment,210000,USDollar,,
geoId/34,2026,dcid:Amount_Investment,4000000,USDollar,,
geoId/34,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,177762,USDollar,,
geoId/34,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,500000,USDollar,,
geoId/34,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,1469347,USDollar,,
geoId/34,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,700000,USDollar,,
geoId/34,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,4750000,USDollar,,
geoId/34,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,4000000,USDollar,,
geoId/34,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,4000000,USDollar,,
geoId/34,2013,dcid:Amount_Investment_ProgramPlanning,320000,USDollar,,
geoId/34,2015,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/34,2016,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/34,2019,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/34,2022,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/34,2023,dcid:Amount_Investment_ProgramPlanning,124999,USDollar,,
geoId/34,2025,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/34,2012,dcid:Amount_Investment_PublicWorks,2095000,USDollar,,
geoId/34,2021,dcid:Amount_Investment_RegionalInnovationStrategies,600000,USDollar,,
geoId/34,2013,dcid:Amount_Investment_TechnicalAssistance,160000,USDollar,,
geoId/34,2015,dcid:Amount_Investment_TechnicalAssistance,60134,USDollar,,
geoId/34,2016,dcid:Amount_Investment_TechnicalAssistance,583277,USDollar,,
geoId/34,2017,dcid:Amount_Investment_TechnicalAssistance,439190,USDollar,,
geoId/34,2019,dcid:Amount_Investment_TechnicalAssistance,1499839,USDollar,,
geoId/34,2021,dcid:Amount_Investment_TechnicalAssistance,487910,USDollar,,
geoId/35,2012,dcid:Amount_Investment,2088999,USDollar,,
geoId/35,2013,dcid:Amount_Investment,840360,USDollar,,
geoId/35,2014,dcid:Amount_Investment,2474076,USDollar,,
geoId/35,2015,dcid:Amount_Investment,4023216,USDollar,,
geoId/35,2016,dcid:Amount_Investment,3628760,USDollar,,
geoId/35,2017,dcid:Amount_Investment,172900,USDollar,,
geoId/35,2018,dcid:Amount_Investment,1437843,USDollar,,
geoId/35,2019,dcid:Amount_Investment,2627132,USDollar,,
geoId/35,2020,dcid:Amount_Investment,3695374,USDollar,,
geoId/35,2021,dcid:Amount_Investment,1747535,USDollar,,
geoId/35,2022,dcid:Amount_Investment,15668070,USDollar,,
geoId/35,2023,dcid:Amount_Investment,5246809,USDollar,,
geoId/35,2024,dcid:Amount_Investment,24773630,USDollar,,
geoId/35,2025,dcid:Amount_Investment,2960000,USDollar,,
geoId/35,2026,dcid:Amount_Investment,900000,USDollar,,
geoId/35,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1000000,USDollar,,
geoId/35,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,270000,USDollar,,
geoId/35,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,2046970,USDollar,,
geoId/35,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,1000000,USDollar,,
geoId/35,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3399999,USDollar,,
geoId/35,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1147535,USDollar,,
geoId/35,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,13103526,USDollar,,
geoId/35,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,3360000,USDollar,,
geoId/35,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,22458000,USDollar,,
geoId/35,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,400000,USDollar,,
geoId/35,2012,dcid:Amount_Investment_ProgramPlanning,88999,USDollar,,
geoId/35,2013,dcid:Amount_Investment_ProgramPlanning,360000,USDollar,,
geoId/35,2014,dcid:Amount_Investment_ProgramPlanning,120000,USDollar,,
geoId/35,2016,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/35,2017,dcid:Amount_Investment_ProgramPlanning,172900,USDollar,,
geoId/35,2018,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/35,2019,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/35,2022,dcid:Amount_Investment_ProgramPlanning,2064543,USDollar,,
geoId/35,2025,dcid:Amount_Investment_ProgramPlanning,210000,USDollar,,
geoId/35,2012,dcid:Amount_Investment_PublicWorks,1000000,USDollar,,
geoId/35,2014,dcid:Amount_Investment_PublicWorks,2009166,USDollar,,
geoId/35,2015,dcid:Amount_Investment_PublicWorks,1400000,USDollar,,
geoId/35,2016,dcid:Amount_Investment_PublicWorks,1000000,USDollar,,
geoId/35,2024,dcid:Amount_Investment_PublicWorks,1300000,USDollar,,
geoId/35,2025,dcid:Amount_Investment_PublicWorks,2750000,USDollar,,
geoId/35,2026,dcid:Amount_Investment_PublicWorks,500000,USDollar,,
geoId/35,2019,dcid:Amount_Investment_RegionalInnovationStrategies,857132,USDollar,,
geoId/35,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1886809,USDollar,,
geoId/35,2013,dcid:Amount_Investment_TechnicalAssistance,480360,USDollar,,
geoId/35,2014,dcid:Amount_Investment_TechnicalAssistance,74910,USDollar,,
geoId/35,2015,dcid:Amount_Investment_TechnicalAssistance,576246,USDollar,,
geoId/35,2016,dcid:Amount_Investment_TechnicalAssistance,368760,USDollar,,
geoId/35,2018,dcid:Amount_Investment_TechnicalAssistance,1367843,USDollar,,
geoId/35,2019,dcid:Amount_Investment_TechnicalAssistance,300000,USDollar,,
geoId/35,2020,dcid:Amount_Investment_TechnicalAssistance,295375,USDollar,,
geoId/35,2021,dcid:Amount_Investment_TechnicalAssistance,600000,USDollar,,
geoId/35,2022,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/35,2024,dcid:Amount_Investment_TechnicalAssistance,1015630,USDollar,,
geoId/36,2012,dcid:Amount_Investment,3564719,USDollar,,
geoId/36,2013,dcid:Amount_Investment,3677000,USDollar,,
geoId/36,2014,dcid:Amount_Investment,10244076,USDollar,,
geoId/36,2015,dcid:Amount_Investment,4169842,USDollar,,
geoId/36,2016,dcid:Amount_Investment,9893836,USDollar,,
geoId/36,2017,dcid:Amount_Investment,3117740,USDollar,,
geoId/36,2018,dcid:Amount_Investment,2075017,USDollar,,
geoId/36,2019,dcid:Amount_Investment,5008518,USDollar,,
geoId/36,2020,dcid:Amount_Investment,5416290,USDollar,,
geoId/36,2021,dcid:Amount_Investment,3753832,USDollar,,
geoId/36,2022,dcid:Amount_Investment,9668399,USDollar,,
geoId/36,2023,dcid:Amount_Investment,29248949,USDollar,,
geoId/36,2024,dcid:Amount_Investment,7569750,USDollar,,
geoId/36,2025,dcid:Amount_Investment,1470000,USDollar,,
geoId/36,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,1864719,USDollar,,
geoId/36,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,300000,USDollar,,
geoId/36,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,1497783,USDollar,,
geoId/36,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,1111000,USDollar,,
geoId/36,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,660000,USDollar,,
geoId/36,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4465000,USDollar,,
geoId/36,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,2238922,USDollar,,
geoId/36,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,4031821,USDollar,,
geoId/36,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,19281748,USDollar,,
geoId/36,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,400000,USDollar,,
geoId/36,2013,dcid:Amount_Investment_ProgramPlanning,674000,USDollar,,
geoId/36,2014,dcid:Amount_Investment_ProgramPlanning,830000,USDollar,,
geoId/36,2015,dcid:Amount_Investment_ProgramPlanning,70000,USDollar,,
geoId/36,2016,dcid:Amount_Investment_ProgramPlanning,2171325,USDollar,,
geoId/36,2019,dcid:Amount_Investment_ProgramPlanning,2240340,USDollar,,
geoId/36,2022,dcid:Amount_Investment_ProgramPlanning,2025205,USDollar,,
geoId/36,2023,dcid:Amount_Investment_ProgramPlanning,349560,USDollar,,
geoId/36,2025,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/36,2012,dcid:Amount_Investment_PublicWorks,1700000,USDollar,,
geoId/36,2013,dcid:Amount_Investment_PublicWorks,2703000,USDollar,,
geoId/36,2014,dcid:Amount_Investment_PublicWorks,7916293,USDollar,,
geoId/36,2015,dcid:Amount_Investment_PublicWorks,2000000,USDollar,,
geoId/36,2016,dcid:Amount_Investment_PublicWorks,4142000,USDollar,,
geoId/36,2023,dcid:Amount_Investment_PublicWorks,4000000,USDollar,,
geoId/36,2024,dcid:Amount_Investment_PublicWorks,7100000,USDollar,,
geoId/36,2016,dcid:Amount_Investment_RegionalInnovationStrategies,1641257,USDollar,,
geoId/36,2017,dcid:Amount_Investment_RegionalInnovationStrategies,1149848,USDollar,,
geoId/36,2018,dcid:Amount_Investment_RegionalInnovationStrategies,989487,USDollar,,
geoId/36,2019,dcid:Amount_Investment_RegionalInnovationStrategies,1418178,USDollar,,
geoId/36,2020,dcid:Amount_Investment_RegionalInnovationStrategies,951290,USDollar,,
geoId/36,2021,dcid:Amount_Investment_RegionalInnovationStrategies,1026997,USDollar,,
geoId/36,2022,dcid:Amount_Investment_RegionalInnovationStrategies,3611372,USDollar,,
geoId/36,2023,dcid:Amount_Investment_RegionalInnovationStrategies,5562641,USDollar,,
geoId/36,2015,dcid:Amount_Investment_TechnicalAssistance,988842,USDollar,,
geoId/36,2016,dcid:Amount_Investment_TechnicalAssistance,1279254,USDollar,,
geoId/36,2017,dcid:Amount_Investment_TechnicalAssistance,1967892,USDollar,,
geoId/36,2018,dcid:Amount_Investment_TechnicalAssistance,1085529,USDollar,,
geoId/36,2019,dcid:Amount_Investment_TechnicalAssistance,1350000,USDollar,,
geoId/36,2021,dcid:Amount_Investment_TechnicalAssistance,487913,USDollar,,
geoId/36,2023,dcid:Amount_Investment_TechnicalAssistance,55000,USDollar,,
geoId/36,2024,dcid:Amount_Investment_TechnicalAssistance,69750,USDollar,,
geoId/37,2012,dcid:Amount_Investment,8891947,USDollar,,
geoId/37,2013,dcid:Amount_Investment,7968928,USDollar,,
geoId/37,2014,dcid:Amount_Investment,9650233,USDollar,,
geoId/37,2015,dcid:Amount_Investment,9873273,USDollar,,
geoId/37,2016,dcid:Amount_Investment,6525070,USDollar,,
geoId/37,2017,dcid:Amount_Investment,4344664,USDollar,,
geoId/37,2018,dcid:Amount_Investment,1858036,USDollar,,
geoId/37,2019,dcid:Amount_Investment,2338244,USDollar,,
geoId/37,2020,dcid:Amount_Investment,6706204,USDollar,,
geoId/37,2021,dcid:Amount_Investment,3504842,USDollar,,
geoId/37,2022,dcid:Amount_Investment,68224164,USDollar,,
geoId/37,2023,dcid:Amount_Investment,9109348,USDollar,,
geoId/37,2024,dcid:Amount_Investment,6792756,USDollar,,
geoId/37,2025,dcid:Amount_Investment,9571000,USDollar,,
geoId/37,2026,dcid:Amount_Investment,2198928,USDollar,,
geoId/37,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,2000000,USDollar,,
geoId/37,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1805849,USDollar,,
geoId/37,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,2956855,USDollar,,
geoId/37,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,2017501,USDollar,,
geoId/37,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,3012620,USDollar,,
geoId/37,2017,dcid:Amount_Investment_EconomicAdjustmentAssistance,596518,USDollar,,
geoId/37,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,5931204,USDollar,,
geoId/37,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,750000,USDollar,,
geoId/37,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,66425994,USDollar,,
geoId/37,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,5800361,USDollar,,
geoId/37,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,5322756,USDollar,,
geoId/37,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,9151000,USDollar,,
geoId/37,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,2198928,USDollar,,
geoId/37,2012,dcid:Amount_Investment_ProgramPlanning,1299703,USDollar,,
geoId/37,2013,dcid:Amount_Investment_ProgramPlanning,135000,USDollar,,
geoId/37,2014,dcid:Amount_Investment_ProgramPlanning,871511,USDollar,,
geoId/37,2015,dcid:Amount_Investment_ProgramPlanning,1306355,USDollar,,
geoId/37,2016,dcid:Amount_Investment_ProgramPlanning,609000,USDollar,,
geoId/37,2017,dcid:Amount_Investment_ProgramPlanning,777500,USDollar,,
geoId/37,2018,dcid:Amount_Investment_ProgramPlanning,1358036,USDollar,,
geoId/37,2019,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/37,2020,dcid:Amount_Investment_ProgramPlanning,775000,USDollar,,
geoId/37,2021,dcid:Amount_Investment_ProgramPlanning,1456861,USDollar,,
geoId/37,2022,dcid:Amount_Investment_ProgramPlanning,840000,USDollar,,
geoId/37,2023,dcid:Amount_Investment_ProgramPlanning,775000,USDollar,,
geoId/37,2024,dcid:Amount_Investment_ProgramPlanning,1470000,USDollar,,
geoId/37,2025,dcid:Amount_Investment_ProgramPlanning,420000,USDollar,,
geoId/37,2012,dcid:Amount_Investment_PublicWorks,3663364,USDollar,,
geoId/37,2013,dcid:Amount_Investment_PublicWorks,5628079,USDollar,,
geoId/37,2014,dcid:Amount_Investment_PublicWorks,5747395,USDollar,,
geoId/37,2015,dcid:Amount_Investment_PublicWorks,6018100,USDollar,,
geoId/37,2016,dcid:Amount_Investment_PublicWorks,2653450,USDollar,,
geoId/37,2023,dcid:Amount_Investment_PublicWorks,2234000,USDollar,,
geoId/37,2023,dcid:Amount_Investment_RegionalInnovationStrategies,299987,USDollar,,
geoId/37,2012,dcid:Amount_Investment_TechnicalAssistance,1928880,USDollar,,
geoId/37,2013,dcid:Amount_Investment_TechnicalAssistance,400000,USDollar,,
geoId/37,2014,dcid:Amount_Investment_TechnicalAssistance,74472,USDollar,,
geoId/37,2015,dcid:Amount_Investment_TechnicalAssistance,531317,USDollar,,
geoId/37,2016,dcid:Amount_Investment_TechnicalAssistance,250000,USDollar,,
geoId/37,2017,dcid:Amount_Investment_TechnicalAssistance,2970646,USDollar,,
geoId/37,2018,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/37,2019,dcid:Amount_Investment_TechnicalAssistance,1498244,USDollar,,
geoId/37,2021,dcid:Amount_Investment_TechnicalAssistance,1297981,USDollar,,
geoId/37,2022,dcid:Amount_Investment_TechnicalAssistance,958170,USDollar,,
geoId/38,2012,dcid:Amount_Investment,387500,USDollar,,
geoId/38,2013,dcid:Amount_Investment,18998850,USDollar,,
geoId/38,2014,dcid:Amount_Investment,837000,USDollar,,
geoId/38,2015,dcid:Amount_Investment,311428,USDollar,,
geoId/38,2016,dcid:Amount_Investment,2205754,USDollar,,
geoId/38,2017,dcid:Amount_Investment,612000,USDollar,,
geoId/38,2019,dcid:Amount_Investment,1493000,USDollar,,
geoId/38,2020,dcid:Amount_Investment,3840999,USDollar,,
geoId/38,2021,dcid:Amount_Investment,183000,USDollar,,
geoId/38,2022,dcid:Amount_Investment,3113628,USDollar,,
geoId/38,2023,dcid:Amount_Investment,730000,USDollar,,
geoId/38,2024,dcid:Amount_Investment,1338000,USDollar,,
geoId/38,2025,dcid:Amount_Investment,8539107,USDollar,,
geoId/38,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,387500,USDollar,,
geoId/38,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,18000000,USDollar,,
geoId/38,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,170754,USDollar,,
geoId/38,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,3228499,USDollar,,
geoId/38,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,1520000,USDollar,,
geoId/38,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,775000,USDollar,,
geoId/38,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,8386107,USDollar,,
geoId/38,2013,dcid:Amount_Investment_ProgramPlanning,598850,USDollar,,
geoId/38,2014,dcid:Amount_Investment_ProgramPlanning,837000,USDollar,,
geoId/38,2015,dcid:Amount_Investment_ProgramPlanning,62000,USDollar,,
geoId/38,2016,dcid:Amount_Investment_ProgramPlanning,2035000,USDollar,,
geoId/38,2017,dcid:Amount_Investment_ProgramPlanning,612000,USDollar,,
geoId/38,2019,dcid:Amount_Investment_ProgramPlanning,993000,USDollar,,
geoId/38,2020,dcid:Amount_Investment_ProgramPlanning,612500,USDollar,,
geoId/38,2021,dcid:Amount_Investment_ProgramPlanning,153000,USDollar,,
geoId/38,2022,dcid:Amount_Investment_ProgramPlanning,1369000,USDollar,,
geoId/38,2023,dcid:Amount_Investment_ProgramPlanning,730000,USDollar,,
geoId/38,2024,dcid:Amount_Investment_ProgramPlanning,363000,USDollar,,
geoId/38,2025,dcid:Amount_Investment_ProgramPlanning,153000,USDollar,,
geoId/38,2022,dcid:Amount_Investment_RegionalInnovationStrategies,224628,USDollar,,
geoId/38,2013,dcid:Amount_Investment_TechnicalAssistance,400000,USDollar,,
geoId/38,2015,dcid:Amount_Investment_TechnicalAssistance,249428,USDollar,,
geoId/38,2019,dcid:Amount_Investment_TechnicalAssistance,500000,USDollar,,
geoId/38,2021,dcid:Amount_Investment_TechnicalAssistance,30000,USDollar,,
geoId/38,2024,dcid:Amount_Investment_TechnicalAssistance,200000,USDollar,,
geoId/69,2013,dcid:Amount_Investment,1227962,USDollar,,
geoId/69,2014,dcid:Amount_Investment,83673,USDollar,,
geoId/69,2021,dcid:Amount_Investment,5480000,USDollar,,
geoId/69,2022,dcid:Amount_Investment,3064819,USDollar,,
geoId/69,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1227962,USDollar,,
geoId/69,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,98992,USDollar,,
geoId/69,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,5480000,USDollar,,
geoId/69,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,1439755,USDollar,,
geoId/69,2022,dcid:Amount_Investment_PublicWorks,1625064,USDollar,,
geoId/39,2012,dcid:Amount_Investment,5561627,USDollar,,
geoId/39,2013,dcid:Amount_Investment,5316342,USDollar,,
geoId/39,2014,dcid:Amount_Investment,7883231,USDollar,,
geoId/39,2015,dcid:Amount_Investment,7493348,USDollar,,
geoId/39,2016,dcid:Amount_Investment,6072144,USDollar,,
geoId/39,2017,dcid:Amount_Investment,2145254,USDollar,,
geoId/39,2018,dcid:Amount_Investment,578468,USDollar,,
geoId/39,2019,dcid:Amount_Investment,2604967,USDollar,,
geoId/39,2020,dcid:Amount_Investment,3153084,USDollar,,
geoId/39,2021,dcid:Amount_Investment,3460078,USDollar,,
geoId/39,2022,dcid:Amount_Investment,55157118,USDollar,,
geoId/39,2023,dcid:Amount_Investment,6569733,USDollar,,
geoId/39,2024,dcid:Amount_Investment,3175718,USDollar,,
geoId/39,2025,dcid:Amount_Investment,5443882,USDollar,,
geoId/39,2026,dcid:Amount_Investment,80400,USDollar,,
geoId/39,2012,dcid:Amount_Investment_EconomicAdjustmentAssistance,2625788,USDollar,,
geoId/39,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,1020446,USDollar,,
geoId/39,2015,dcid:Amount_Investment_EconomicAdjustmentAssistance,6893848,USDollar,,
geoId/39,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,69831,USDollar,,
geoId/39,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,2598247,USDollar,,
geoId/39,2021,dcid:Amount_Investment_EconomicAdjustmentAssistance,1453142,USDollar,,
geoId/39,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,42524436,USDollar,,
geoId/39,2023,dcid:Amount_Investment_EconomicAdjustmentAssistance,2899000,USDollar,,
geoId/39,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,2910718,USDollar,,
geoId/39,2025,dcid:Amount_Investment_EconomicAdjustmentAssistance,3084371,USDollar,,
geoId/39,2013,dcid:Amount_Investment_ProgramPlanning,666396,USDollar,,
geoId/39,2016,dcid:Amount_Investment_ProgramPlanning,1175181,USDollar,,
geoId/39,2017,dcid:Amount_Investment_ProgramPlanning,51628,USDollar,,
geoId/39,2019,dcid:Amount_Investment_ProgramPlanning,1260000,USDollar,,
geoId/39,2020,dcid:Amount_Investment_ProgramPlanning,35000,USDollar,,
geoId/39,2021,dcid:Amount_Investment_ProgramPlanning,172544,USDollar,,
geoId/39,2022,dcid:Amount_Investment_ProgramPlanning,1076500,USDollar,,
geoId/39,2023,dcid:Amount_Investment_ProgramPlanning,194250,USDollar,,
geoId/39,2024,dcid:Amount_Investment_ProgramPlanning,190000,USDollar,,
geoId/39,2025,dcid:Amount_Investment_ProgramPlanning,660000,USDollar,,
geoId/39,2012,dcid:Amount_Investment_PublicWorks,2935839,USDollar,,
geoId/39,2013,dcid:Amount_Investment_PublicWorks,3629500,USDollar,,
geoId/39,2014,dcid:Amount_Investment_PublicWorks,7714861,USDollar,,
geoId/39,2016,dcid:Amount_Investment_PublicWorks,4078850,USDollar,,
geoId/39,2022,dcid:Amount_Investment_PublicWorks,10019200,USDollar,,
geoId/39,2023,dcid:Amount_Investment_PublicWorks,2427825,USDollar,,
geoId/39,2025,dcid:Amount_Investment_PublicWorks,1524511,USDollar,,
geoId/39,2020,dcid:Amount_Investment_RegionalInnovationStrategies,519837,USDollar,,
geoId/39,2022,dcid:Amount_Investment_RegionalInnovationStrategies,1536981,USDollar,,
geoId/39,2023,dcid:Amount_Investment_RegionalInnovationStrategies,1048658,USDollar,,
geoId/39,2014,dcid:Amount_Investment_TechnicalAssistance,168370,USDollar,,
geoId/39,2015,dcid:Amount_Investment_TechnicalAssistance,599500,USDollar,,
geoId/39,2016,dcid:Amount_Investment_TechnicalAssistance,748282,USDollar,,
geoId/39,2017,dcid:Amount_Investment_TechnicalAssistance,2093626,USDollar,,
geoId/39,2018,dcid:Amount_Investment_TechnicalAssistance,578468,USDollar,,
geoId/39,2019,dcid:Amount_Investment_TechnicalAssistance,1344967,USDollar,,
geoId/39,2021,dcid:Amount_Investment_TechnicalAssistance,1834392,USDollar,,
geoId/39,2024,dcid:Amount_Investment_TechnicalAssistance,75000,USDollar,,
geoId/39,2025,dcid:Amount_Investment_TechnicalAssistance,175000,USDollar,,
geoId/39,2026,dcid:Amount_Investment_TechnicalAssistance,80400,USDollar,,
geoId/40,2012,dcid:Amount_Investment,2930293,USDollar,,
geoId/40,2013,dcid:Amount_Investment,2475540,USDollar,,
geoId/40,2014,dcid:Amount_Investment,4612023,USDollar,,
geoId/40,2015,dcid:Amount_Investment,3220000,USDollar,,
geoId/40,2016,dcid:Amount_Investment,4229539,USDollar,,
geoId/40,2017,dcid:Amount_Investment,3506820,USDollar,,
geoId/40,2018,dcid:Amount_Investment,1167939,USDollar,,
geoId/40,2019,dcid:Amount_Investment,250000,USDollar,,
geoId/40,2020,dcid:Amount_Investment,6933428,USDollar,,
geoId/40,2022,dcid:Amount_Investment,7605141,USDollar,,
geoId/40,2023,dcid:Amount_Investment,3023201,USDollar,,
geoId/40,2024,dcid:Amount_Investment,17794600,USDollar,,
geoId/40,2025,dcid:Amount_Investment,180000,USDollar,,
geoId/40,2026,dcid:Amount_Investment,4580000,USDollar,,
geoId/40,2013,dcid:Amount_Investment_EconomicAdjustmentAssistance,600000,USDollar,,
geoId/40,2014,dcid:Amount_Investment_EconomicAdjustmentAssistance,2300000,USDollar,,
geoId/40,2016,dcid:Amount_Investment_EconomicAdjustmentAssistance,1575000,USDollar,,
geoId/40,2020,dcid:Amount_Investment_EconomicAdjustmentAssistance,4623428,USDollar,,
geoId/40,2022,dcid:Amount_Investment_EconomicAdjustmentAssistance,4420575,USDollar,,
geoId/40,2024,dcid:Amount_Investment_EconomicAdjustmentAssistance,11504400,USDollar,,
geoId/40,2026,dcid:Amount_Investment_EconomicAdjustmentAssistance,4580000,USDollar,,
geoId/40,2012,dcid:Amount_Investment_ProgramPlanning,112573,USDollar,,
geoId/40,2013,dcid:Amount_Investment_ProgramPlanning,150000,USDollar,,
geoId/40,2014,dcid:Amount_Investment_ProgramPlanning,1080000,USDollar,,
geoId/40,2015,dcid:Amount_Investment_ProgramPlanning,120000,USDollar,,
geoId/40,2016,dcid:Amount_Investment_ProgramPlanning,363139,USDollar,,
