statvar,dcid
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFloorCoveringStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FloorCoveringStores
Monthly_Amount_Sales,Monthly_Amount_Sales
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSGeneralMerchandiseRetailers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_GeneralMerchandiseRetailers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSMotorVehicleAndPartsDealers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_MotorVehicleAndPartsDealers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSAutomobileDealersOtherMotorVehicleDealers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_AutomobileDealersOtherMotorVehicleDealers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSAutomotivePartsAccessoriesAndTireStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_AutomotivePartsAccessoriesAndTireStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFurnitureFurnishingsStores_ElectronicsApplianceStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FurnitureFurnishingsStores_ElectronicsApplianceStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFurnitureFurnishingsStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FurnitureFurnishingsStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICS_ElectronicsApplianceStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer__ElectronicsApplianceStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSBuildingMaterialAndGardenEquipmentAndSuppliesDealers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_BuildingMaterialAndGardenEquipmentAndSuppliesDealers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSBuildingMaterialAndSuppliesDealers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_BuildingMaterialAndSuppliesDealers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFoodAndBeverageStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FoodAndBeverageStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSGroceryStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_GroceryStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSBeerWineAndLiquorStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_BeerWineAndLiquorStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSHealthAndPersonalCareStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_HealthAndPersonalCareStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSPharmaciesAndDrugStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_PharmaciesAndDrugStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSGasolineStations,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_GasolineStations
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSClothingAndClothingAccessStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_ClothingAndClothingAccessStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSClothingStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_ClothingStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSMensClothingStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_MensClothingStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSWomenClothingStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_WomenClothingStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSShoeStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_ShoeStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSJewelryStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_JewelryStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSSportingGoodsHobbyMusicalInstrumentAndBookStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_SportingGoodsHobbyMusicalInstrumentAndBookStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSGeneralMerchandiseStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_GeneralMerchandiseStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSDepartmentStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_DepartmentStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSOtherGeneralMerchandiseStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_OtherGeneralMerchandiseStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSWarehouseClubsAndSuperstores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_WarehouseClubsAndSuperstores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSAllOtherGeneralMerchandiseStores,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_AllOtherGeneralMerchandiseStores
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSMiscellaneousStoreRetailers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_MiscellaneousStoreRetailers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSNonstoreRetailers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NonstoreRetailers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSElectronicShoppingAndMailOrderHouses,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_ElectronicShoppingAndMailOrderHouses
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFuelDealers,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FuelDealers
Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_NAICSFoodServicesAndDrinkingPlaces,Monthly_Amount_Sales_RetailServicesExcludingMotorVehiclePartsDealer_FoodServicesAndDrinkingPlaces
