Count_InPatient,Count_InPatient_Deceased_AsFractionOf_Count_InPatient,Count_OutPatient,Count_OutPatient_Ayush,Count_SurgicalProcedure_Major,Count_SurgicalProcedure_Minor,Date,District,lgdCode
,,750704.0,,,,2009-03,Udalguri,617
68296.0,0.0,283533.0,,245.0,1373.0,2009-03,Araria,188
3264.0,0.6,145349.0,82.0,928.0,2791.0,2009-03,Arwal,611
6876.0,0.3,282058.0,1.0,315.0,847.0,2009-03,Aurangabad,189
3977.0,0.0,401874.0,,6984.0,57.0,2009-03,Banka,190
12794.0,0.1,105698.0,375.0,,40.0,2009-03,Begusarai,191
,,994283.0,,342.0,1358.0,2009-03,Bhagalpur,192
695.0,0.0,106158.0,,,,2009-03,Bhojpur,193
,,73613.0,22.0,,,2009-03,Buxar,194
,,303103.0,,,,2009-03,Darbhanga,195
,,988141.0,,2363.0,9107.0,2009-03,East Champaran,
,,,,,,2009-03,Gaya,196
60192.0,0.0,549646.0,,54.0,1334.0,2009-03,Gopalganj,197
,,,,,,2009-03,Jamui,198
,,423478.0,22.0,,2262.0,2009-03,Jehanabad,199
71366.0,0.0,447049.0,,,532.0,2009-03,Kaimur Bhabua,200
3383.0,0.0,514946.0,,36.0,281.0,2009-03,Katihar,201
7871.0,0.6,641382.0,1253.0,18.0,1225.0,2009-03,Khagaria,202
22587.0,0.0,188669.0,,40.0,1883.0,2009-03,Kishanganj,203
,,214307.0,,,43.0,2009-03,Lakhisarai,204
97.0,29.9,609910.0,1.0,4517.0,70.0,2009-03,Madhepura,205
38817.0,0.0,960484.0,,442.0,17968.0,2009-03,Madhubani,206
11633.0,0.4,153701.0,,3969.0,1906.0,2009-03,Munger,207
17060.0,0.0,1114821.0,,,,2009-03,Muzaffarpur,208
,,532848.0,,1857.0,4587.0,2009-03,Nalanda,209
,,,,,,2009-03,Nawada,210
297953.0,0.0,1392657.0,3.0,684.0,1802.0,2009-03,Patna,212
5903.0,1.1,946101.0,4.0,14068.0,8208.0,2009-03,Purnia,214
37157.0,0.0,582951.0,,7070.0,13225.0,2009-03,Rohtas,215
,,,,,,2009-03,Saharsa,216
72302.0,0.0,1266999.0,,23.0,12216.0,2009-03,Samastipur,217
,,654192.0,,,11579.0,2009-03,Saran,218
22325.0,0.0,259327.0,,2423.0,6647.0,2009-03,Sheikhpura,219
1254.0,0.8,48728.0,,1414.0,277.0,2009-03,Sheohar,220
,,647799.0,60.0,62.0,,2009-03,Sitamarhi,221
,,1094144.0,,7914.0,3007.0,2009-03,Siwan,222
,,463567.0,,,1317.0,2009-03,Supaul,223
84907.0,0.0,751096.0,252.0,10516.0,32063.0,2009-03,Vaishali,224
58629.0,0.0,875740.0,18.0,,5215.0,2009-03,West Champaran,
,,69133.0,,450.0,851.0,2009-03,Chandigarh,44
,,,,,,2009-03,Balod,646
,,,,,,2009-03,Baloda Bazar,644
,,,,,,2009-03,Balrampur,649
93662.0,8.6,93523.0,,,62.0,2009-03,Bastar,374
,,,,,,2009-03,Bemetra,650
,,,,,,2009-03,Bijapur,636
29401.0,0.0,472291.0,,409.0,247.0,2009-03,Bilaspur,375
9086.0,0.0,232387.0,,,1955.0,2009-03,Dantewada,376
17695.0,1.0,304234.0,,599.0,864.0,2009-03,Dhamtari,377
,,,,,,2009-03,Durg,378
,,,,,,2009-03,Gariyaband,645
,,242330.0,,,,2009-03,Janjgir Champa,379
17940.0,0.0,294503.0,,7.0,,2009-03,Jashpur,380
42961.0,8.4,449569.0,,25.0,947.0,2009-03,Kanker,381
2074.0,0.0,142352.0,18.0,,46.0,2009-03,Kawardha,498
,,,,,,2009-03,Kondagaon,643
7751.0,4.1,61883.0,,442.0,2725.0,2009-03,Korba,383
2124.0,1.5,17515.0,,105.0,127.0,2009-03,Koriya,
26090.0,0.0,123686.0,,,,2009-03,Mahasamund,385
,,,,,,2009-03,Mungeli,647
,,,,,,2009-03,Narayanpur,637
,,336066.0,,,,2009-03,Raigarh,386
,,179372.0,,48.0,204.0,2009-03,Raipur,387
40544.0,0.0,418868.0,,1181.0,1092.0,2009-03,Rajnandgaon,388
,,,,,,2009-03,Sukma,642
,,,,,,2009-03,Surajpur,648
29456.0,0.0,948375.0,,13.0,81.0,2009-03,Surguja,389
4371.0,1.2,104471.0,5904.0,328.0,471.0,2009-03,Dadra and Nagar Haveli,465
,,,,,,2009-03,Daman,463
,,,,,,2009-03,Diu,464
107126.0,1.6,5323378.0,30626.0,13210.0,22739.0,2009-03,Central,77
,,,,,,2009-03,East,78
,,,,,,2009-03,New Delhi,79
,,,,,,2009-03,North,80
,,,,,,2009-03,North East,81
,,,,,,2009-03,North West,82
,,,,,,2009-03,Shahdara,671
,,,,,,2009-03,South,83
,,,,,,2009-03,South East,84
,,,,,,2009-03,South West,84
,,,,,,2009-03,West,85
5464.0,1.2,105708.0,951.0,1535.0,287.0,2009-03,North Goa,551
2863.0,1.3,28706.0,433.0,,11.0,2009-03,South Goa,552
,,,,,,2009-03,Ahmedabad,438
,,,,,,2009-03,Amreli,439
,,,,,,2009-03,Anand,440
,,,,,,2009-03,Aravalli,672
,,,,,,2009-03,Banas Kantha,441
,,,,,,2009-03,Bharuch,442
,,,,,,2009-03,Bhavnagar,443
,,,,,,2009-03,Botad,676
,,,,,,2009-03,Chhotaudepur,668
,,,,,,2009-03,Dahod,
,,,,,,2009-03,Devbhumi Dwarka,674
,,,,,,2009-03,Gandhinagar,446
,,,,,,2009-03,Gir Somnath,675
,,,,,,2009-03,Jamnagar,447
,,,,,,2009-03,Junagadh,448
,,,,,,2009-03,Kachchh,449
,,,,,,2009-03,Kheda,450
,,,,,,2009-03,Mahesana,451
,,,,,,2009-03,Mahisagar,
,,,,,,2009-03,Morbi,673
,,,,,,2009-03,Narmada,452
,,,,,,2009-03,Navsari,453
,,,,,,2009-03,Panch Mahals,454
,,,,,,2009-03,Patan,455
,,,,,,2009-03,Porbandar,456
,,,,,,2009-03,Rajkot,457
,,,,,,2009-03,Sabar Kantha,458
,,,,,,2009-03,Surat,459
,,,,,,2009-03,Surendranagar,460
,,,,,,2009-03,Tapi,641
,,,,,,2009-03,The Dangs,
,,,,,,2009-03,Vadodara,461
,,,,,,2009-03,Valsad,462
22276.0,2.7,266570.0,,560.0,1752.0,2009-03,Ambala,58
11172.0,0.0,908747.0,,34.0,886.0,2009-03,Bhiwani,59
23566.0,1.7,512543.0,2036.0,1886.0,7740.0,2009-03,Faridabad,60
24144.0,0.3,295450.0,,2146.0,2306.0,2009-03,Fatehabad,61
23012.0,0.3,493506.0,8833.0,2322.0,2289.0,2009-03,Gurgaon,
9641.0,2.5,242454.0,196.0,143.0,58.0,2009-03,Hisar,63
12906.0,0.0,298332.0,,43.0,225.0,2009-03,Jhajjar,64
,,141115.0,15694.0,779.0,486.0,2009-03,Jind,65
5171.0,0.7,266322.0,,62.0,754.0,2009-03,Kaithal,66
22700.0,6.8,278491.0,,1024.0,502.0,2009-03,Karnal,67
5328.0,5.9,383124.0,,593.0,729.0,2009-03,Kurukshetra,68
25045.0,3.4,425229.0,,732.0,1344.0,2009-03,Mahendragarh,69
9804.0,0.0,267405.0,,329.0,534.0,2009-03,Mewat,
,,,,,,2009-03,Palwal,619
7390.0,0.9,114085.0,1821.0,507.0,470.0,2009-03,Panchkula,70
6612.0,0.6,112795.0,,189.0,1508.0,2009-03,Panipat,71
9744.0,0.0,213800.0,,477.0,2543.0,2009-03,Rewari,72
9027.0,2.3,391154.0,,377.0,3507.0,2009-03,Rohtak,73
5903.0,7.6,178909.0,,468.0,513.0,2009-03,Sirsa,74
64172.0,0.1,396109.0,28.0,411.0,1064.0,2009-03,Sonipat,75
13462.0,3.1,214296.0,8.0,816.0,2638.0,2009-03,Yamunanagar,76
1328.0,0.2,,,134.0,615.0,2009-03,Bilaspur,375
1294.0,0.0,3408.0,,115.0,66.0,2009-03,Chamba,16
,,3321.0,,,,2009-03,Hamirpur,17
6907.0,0.2,198779.0,,,944.0,2009-03,Kangra,18
,,,,,,2009-03,Kinnaur,19
24852.0,0.2,126982.0,,76.0,944.0,2009-03,Kullu,20
,,,,,,2009-03,Lahul Spiti,21
677.0,4.1,194880.0,1.0,173.0,27.0,2009-03,Mandi,22
,,,,,,2009-03,Shimla,23
,,,,,,2009-03,Sirmaur,24
16592.0,0.2,207316.0,,830.0,1912.0,2009-03,Solan,25
,,,,,,2009-03,Una,26
1050.0,2.6,101992.0,2372.0,93.0,1531.0,2009-03,Anantnag,1
,,66540.0,,33.0,133.0,2009-03,Badgam,
,,67096.0,,39.0,360.0,2009-03,Bandipora,623
21813.0,0.0,612377.0,,1813.0,7629.0,2009-03,Baramula,3
1286.0,0.1,26802.0,123.0,309.0,404.0,2009-03,Doda,4
1210.0,0.0,105177.0,32.0,857.0,1356.0,2009-03,Ganderbal,626
6134.0,4.9,395286.0,25274.0,353.0,2065.0,2009-03,Jammu,5
,,14980.0,94.0,48.0,138.0,2009-03,Kargil,6
2365.0,4.1,137636.0,1770.0,134.0,399.0,2009-03,Kathua,7
77.0,0.0,9650.0,,,107.0,2009-03,Kishtwar,620
41.0,497.6,19685.0,,,163.0,2009-03,Kulgam,622
1562.0,4.0,208281.0,2407.0,67.0,2727.0,2009-03,Kupwara,8
1251.0,1.7,129214.0,,448.0,856.0,2009-03,Leh Ladakh,9
5279.0,0.0,180890.0,,1293.0,2096.0,2009-03,Poonch,10
21.0,2361.9,101491.0,,282.0,535.0,2009-03,Pulwama,11
30952.0,0.1,392259.0,14877.0,2408.0,5431.0,2009-03,Rajouri,12
1099.0,0.3,33638.0,,85.0,817.0,2009-03,Ramban,621
1136.0,0.0,78674.0,,115.0,311.0,2009-03,Reasi,627
2920.0,4.7,171283.0,51.0,680.0,3570.0,2009-03,Samba,624
304.0,0.0,51169.0,,23.0,491.0,2009-03,Shopian,625
2544.0,0.0,421329.0,8592.0,997.0,7135.0,2009-03,Srinagar,13
376.0,0.0,29855.0,,,48.0,2009-03,Udhampur,14
4924.0,0.0,,,,,2009-03,Bokaro,322
8759.0,0.0,,,,,2009-03,Chatra,323
8893.0,0.0,,,,,2009-03,Deoghar,324
4858.0,0.0,,,,,2009-03,Dhanbad,325
4060.0,0.0,,,,,2009-03,Dumka,326
10582.0,0.0,,,,,2009-03,Garhwa,328
3322.0,0.0,,,,,2009-03,Giridih,329
2575.0,0.0,,,,,2009-03,Godda,330
,,,,,,2009-03,Gumla,331
5534.0,0.0,,,,,2009-03,Hazaribagh,332
1987.0,0.0,,,,,2009-03,Jamtara,333
2593.0,0.0,,,,,2009-03,Khunti,606
1319.0,0.0,,,,,2009-03,Kodarma,334
10081.0,0.0,,,,,2009-03,Latehar,335
5844.0,0.0,,,,,2009-03,Lohardaga,336
1581.0,0.0,,,,,2009-03,Pakaur,337
16067.0,0.0,,,,,2009-03,Palamu,338
8061.0,0.0,,,,,2009-03,Pashchimi Singhbhum,
6984.0,0.0,,,,,2009-03,Purbi Singhbhum,
133.0,0.0,,,,,2009-03,Ramgarh,607
4646.0,0.0,,,,,2009-03,Ranchi,339
23563.0,0.0,,,,,2009-03,Sahibganj,340
8873.0,0.0,,,,,2009-03,Saraikela,
2909.0,0.0,,,,,2009-03,Simdega,342
3455.0,0.2,19934.0,3.0,,,2009-03,Bagalkote,524
,,,,,,2009-03,Bangalore Rural,526
176.0,1.1,170263.0,2696.0,197.0,53.0,2009-03,Bangalore Urban,525
3784.0,15.0,303035.0,2155.0,1454.0,997.0,2009-03,Belgaum,
977.0,4.7,89135.0,1412.0,3.0,162.0,2009-03,Bellary,
3500.0,1.3,200655.0,484.0,44.0,310.0,2009-03,Bidar,529
1245.0,1.4,53789.0,111.0,30.0,128.0,2009-03,Bijapur,636
2530.0,1.1,37586.0,26.0,,2.0,2009-03,Chamrajnagar,531
438.0,5.9,86368.0,6.0,562.0,1379.0,2009-03,Chikkaballapur,630
,,,,,,2009-03,Chikmagalur,532
11166.0,0.7,687870.0,25.0,18.0,137.0,2009-03,Chitradurga,533
3162.0,0.6,203261.0,2590.0,11.0,221.0,2009-03,Dakshina Kannada,534
2259.0,2.8,98002.0,307.0,5.0,139.0,2009-03,Davanagere,535
100.0,0.0,22538.0,,3.0,121.0,2009-03,Dharwad,536
3181.0,14.1,98380.0,13.0,1316.0,180.0,2009-03,Gadag,537
1600.0,6.8,145529.0,652.0,56.0,297.0,2009-03,Gulbarga,
14717.0,0.7,156956.0,527.0,31.0,218.0,2009-03,Hassan,539
2075.0,8.8,102935.0,149.0,170.0,93.0,2009-03,Haveri,540
6702.0,1.7,216638.0,149.0,49.0,37.0,2009-03,Kodagu,541
3825.0,4.6,91373.0,24.0,39.0,108.0,2009-03,Kolar,542
10485.0,0.4,95684.0,3118.0,,246.0,2009-03,Koppal,543
8083.0,2.3,164874.0,1121.0,392.0,76.0,2009-03,Mandya,544
9361.0,0.9,3351915.0,411.0,993.0,164.0,2009-03,Mysore,
16558.0,0.4,101249.0,10382.0,4.0,144.0,2009-03,Raichur,546
12.0,0.0,24472.0,5.0,,3.0,2009-03,Ramanagar,631
1415.0,77.4,185127.0,37.0,1308.0,499.0,2009-03,Shimoga,547
3000.0,15.4,157289.0,1689.0,15.0,508.0,2009-03,Tumkur,548
3866.0,0.4,147115.0,2698.0,650.0,87.0,2009-03,Udupi,549
1119.0,5.1,133110.0,376.0,570.0,475.0,2009-03,Uttara Kannada,550
,,,,,,2009-03,Yadgir,635
,,,,,,2009-03,Alappuzha,554
,,,,,,2009-03,Ernakulam,555
,,,,,,2009-03,Idukki,556
,,,,,,2009-03,KOZHIKKODE,561
,,,,,,2009-03,Kannur,557
,,,,,,2009-03,Kasaragod,558
,,,,,,2009-03,Kollam,559
,,,,,,2009-03,Kottayam,560
,,,,,,2009-03,Malappuram,562
,,,,,,2009-03,Palakkad,563
,,,,,,2009-03,Pathanamthitta,564
,,,,,,2009-03,Thiruvananthapuram,565
,,,,,,2009-03,Thrissur,566
,,,,,,2009-03,Wayanad,567
,,,,,,2009-03,Lakshadweep,
,,,,,,2009-03,Agar Malwa,667
,,54146.0,,3.0,21.0,2009-03,Alirajpur,639
,,30134.0,,,,2009-03,Anuppur,390
2442.0,2.5,63307.0,,1683.0,296.0,2009-03,Ashok Nagar,391
,,,,,,2009-03,Balaghat,392
,,,206.0,,,2009-03,Barwani,393
54367.0,0.0,312877.0,1054.0,506.0,570.0,2009-03,Betul,394
691.0,2.9,44325.0,,987.0,134.0,2009-03,Bhind,395
,,137044.0,,195.0,346.0,2009-03,Bhopal,396
,,,,,,2009-03,Burhanpur,397
,,549189.0,,,,2009-03,Chhatarpur,398
22975.0,0.7,63114.0,19303.0,432.0,948.0,2009-03,Chhindwada,399
,,,,,,2009-03,Damoh,400
28006.0,0.0,79134.0,245.0,23.0,65.0,2009-03,Datia,401
44491.0,0.0,,,,,2009-03,Dewas,402
,,2927.0,,,29.0,2009-03,Dhar,403
26198.0,0.0,166229.0,,,,2009-03,Dindori,404
58401.0,0.0,153588.0,67.0,171.0,712.0,2009-03,Guna,406
,,197604.0,,,,2009-03,Gwalior,407
3621.0,1.2,32146.0,1255.0,6.0,34.0,2009-03,Harda,408
,,,,,,2009-03,Hoshangabad,409
90628.0,0.7,595243.0,36.0,8124.0,40121.0,2009-03,Indore,410
56522.0,0.0,465649.0,4956.0,3004.0,3929.0,2009-03,Jabalpur,411
1335.0,1.6,77975.0,,4.0,29.0,2009-03,Jhabua,412
13297.0,7.7,316763.0,335.0,2256.0,1442.0,2009-03,Katni,413
26001.0,0.0,345089.0,,,,2009-03,Khandwa,
67734.0,0.9,573930.0,3087.0,3276.0,3154.0,2009-03,Khargone,414
8.0,50.0,2.0,2.0,2.0,2.0,2009-03,Mandla,415
,,,,,,2009-03,Mandsaur,416
46481.0,1.3,597196.0,,550.0,3659.0,2009-03,Morena,417
919.0,4.0,143817.0,30.0,807.0,2093.0,2009-03,Narsinghpur,418
12325.0,0.0,204536.0,280.0,,8.0,2009-03,Neemuch,419
49901.0,0.3,208454.0,,4384.0,1917.0,2009-03,Panna,420
49025.0,0.6,290616.0,15.0,12.0,216.0,2009-03,Raisen,421
14807.0,0.4,74123.0,,83.0,208.0,2009-03,Rajgarh,422
,,,,,,2009-03,Ratlam,423
,,133345.0,,,,2009-03,Rewa,424
,,,,,,2009-03,Sagar,425
,,10498.0,,,,2009-03,Satna,426
10257.0,0.0,187334.0,,213.0,1.0,2009-03,Sehore,427
33839.0,0.0,226806.0,,1090.0,152.0,2009-03,Seoni,428
,,,,,,2009-03,Shahdol,429
36947.0,0.0,168421.0,72.0,107.0,198.0,2009-03,Shajapur,430
17213.0,0.2,151290.0,360.0,4.0,3455.0,2009-03,Sheopur,431
31624.0,0.0,215648.0,1562.0,,524.0,2009-03,Shivpuri,432
2405.0,0.0,41851.0,,102.0,16.0,2009-03,Sidhi,433
15820.0,0.2,94315.0,,3.0,90.0,2009-03,Singroli,638
,,,,,,2009-03,Tikamgarh,434
82578.0,1.5,523896.0,2685.0,2153.0,6587.0,2009-03,Ujjain,435
4019.0,0.4,39982.0,,9.0,30.0,2009-03,Umaria,436
20814.0,0.2,367530.0,5.0,82.0,655.0,2009-03,Vidisha,437
,,,,,,2009-03,Ahmednagar,466
,,,,,,2009-03,Akola,467
,,,,,,2009-03,Amravati,468
,,,,,,2009-03,Aurangabad,189
,,,,,,2009-03,Bhandara,471
,,,,1286.0,,2009-03,Bid,
,,,,,,2009-03,Brihan Mumbai,
,,,,,,2009-03,Buldana,472
,,,,,,2009-03,Chandrapur,473
,,,,,,2009-03,Dhule,474
,,,,,,2009-03,Gadchiroli,475
,,,,,,2009-03,Gondiya,476
,,,,,,2009-03,Hingoli,477
,,47460.0,,,,2009-03,Jalgaon,478
,,22800.0,,17.0,205.0,2009-03,Jalna,479
,,83548.0,,,,2009-03,Kolhapur,480
,,,,,,2009-03,Latur,481
,,,,,,2009-03,Nagpur,484
24085.0,0.0,78082.0,,,,2009-03,Nanded,485
,,,,642.0,,2009-03,Nandurbar,486
,,,,,,2009-03,Nashik,487
,,,,20.0,92.0,2009-03,Osmanabad,488
,,,,,,2009-03,Palghar,665
,,,,,,2009-03,Parbhani,489
,,,,,,2009-03,Pune,490
,,,,1165.0,,2009-03,Raigarh,386
,,,,628.0,,2009-03,Ratnagiri,492
,,,,,,2009-03,Sangli,493
,,,,,,2009-03,Satara,494
,,,,,,2009-03,Sindhudurg,495
,,,,,,2009-03,Solapur,496
,,,2.0,,,2009-03,Thane,497
,,,,,,2009-03,Wardha,498
,,,,,,2009-03,Washim,499
,,,,,,2009-03,Yavatmal,500
2382.0,0.0,97003.0,2633.0,,,2009-03,Bishnupur,252
269.0,0.4,15886.0,1136.0,,100.0,2009-03,Chandel,253
621.0,0.2,41443.0,,87.0,129.0,2009-03,Churachandpur,254
1706.0,0.0,68508.0,2533.0,33.0,242.0,2009-03,Imphal East,255
2107.0,2.5,44858.0,1392.0,1168.0,273.0,2009-03,Imphal West,256
1093.0,3.0,47935.0,1512.0,33.0,95.0,2009-03,Senapati,257
1006.0,0.7,15473.0,797.0,,78.0,2009-03,Tamenglong,258
1243.0,1.5,79451.0,3961.0,,691.0,2009-03,Thoubal,259
575.0,0.9,17029.0,19.0,,309.0,2009-03,Ukhrul,260
1685.0,2.6,13417.0,235.0,1.0,21.0,2009-03,East Garo Hills,273
,,,,,,2009-03,East Jaintia Hills,657
13146.0,1.5,194683.0,141.0,753.0,496.0,2009-03,East Khasi Hills,274
,,,,,,2009-03,North Garo Hills,656
982.0,4.6,24799.0,679.0,,,2009-03,Ri Bhoi,276
260.0,6.5,2474.0,,,,2009-03,South Garo Hills,277
,,,,,,2009-03,South West Garo Hills,663
,,,,,,2009-03,South West Khasi Hills,658
5853.0,1.3,141682.0,1299.0,102.0,89.0,2009-03,West Garo Hills,278
170.0,12.4,12747.0,998.0,,,2009-03,West Jaintia Hills,275
828.0,5.0,23548.0,1779.0,,,2009-03,West Khasi Hills,279
,,,,,,2009-03,Aizawl East,
80.0,50.0,20.0,20.0,20.0,20.0,2009-03,Aizawl West,
1380.0,0.2,5767.0,,,,2009-03,Champhai,262
,,,,,,2009-03,Kolasib,263
,,,,,,2009-03,Lawngtlai,264
1900.0,0.0,12244.0,,,,2009-03,Lunglei,265
,,,,,,2009-03,Mamit,266
,,3232.0,,,,2009-03,Saiha,267
,,,,,,2009-03,Serchhip,268
,,,,,,2009-03,Dimapur,244
,,,,,,2009-03,Kiphire,614
1.0,0.0,6522.0,214.0,158.0,124.0,2009-03,Kohima,245
,,,,,,2009-03,Longleng,615
,,,,,,2009-03,Mokokchung,246
,,,,,,2009-03,Mon,247
41.0,0.0,936.0,,,,2009-03,Peren,613
,,,,,,2009-03,Phek,248
,,,,,,2009-03,Tuensang,249
,,,,,,2009-03,Wokha,250
,,,2.0,,,2009-03,Zunheboto,251
618.0,6.3,1479.0,378.0,,,2009-03,Anugul,344
37495.0,0.8,427208.0,225.0,2320.0,1669.0,2009-03,Balangir,345
1575.0,1.5,12676.0,53.0,44.0,152.0,2009-03,Baleshwar,346
2150.0,2.0,16723.0,,117.0,349.0,2009-03,Bargarh,347
,,,,,,2009-03,Baudh,349
4143.0,0.5,130741.0,22065.0,241.0,727.0,2009-03,Bhadrak,348
9591.0,0.3,102231.0,1.0,143.0,955.0,2009-03,Cuttack,350
5714.0,2.4,83526.0,5.0,201.0,84.0,2009-03,Deogarh,351
9561.0,3.2,309548.0,12303.0,3276.0,450.0,2009-03,Dhenkanal,352
,,,,,,2009-03,Gajapati,353
4163.0,5.7,43977.0,379.0,162.0,249.0,2009-03,Ganjam,354
8810.0,0.5,154425.0,1699.0,131.0,1303.0,2009-03,Jagatsinghpur,355
320.0,3.1,14052.0,,,26.0,2009-03,Jajapur,356
50.0,0.0,33844.0,1120.0,1910.0,,2009-03,Jharsuguda,357
2537.0,0.6,28095.0,1538.0,3.0,164.0,2009-03,Kalahandi,358
12742.0,0.8,171719.0,3103.0,192.0,128.0,2009-03,Kandhamal,359
7779.0,0.9,68806.0,287.0,66.0,110.0,2009-03,Kendrapara,360
,,,,,,2009-03,Keonjhar,361
5749.0,0.1,46878.0,1933.0,44.0,379.0,2009-03,Khordha,362
23442.0,0.7,143143.0,144.0,260.0,2375.0,2009-03,Koraput,363
5059.0,2.1,26034.0,,51.0,193.0,2009-03,Malkangiri,364
2596.0,13.8,77024.0,6018.0,2007.0,186.0,2009-03,Mayurbhanj,365
853.0,23.6,10410.0,728.0,,7.0,2009-03,Nabarangapur,366
5709.0,2.1,35024.0,,114.0,15.0,2009-03,Nayagarh,367
,,1000.0,,,,2009-03,Nuapada,368
,,,,,,2009-03,Puri,369
115.0,0.0,3503.0,,,,2009-03,Rayagada,370
3878.0,5.9,44391.0,5.0,,8.0,2009-03,Sambalpur,371
,,,,,,2009-03,Sonapur,372
1802.0,3.1,49450.0,3999.0,115.0,26.0,2009-03,Sundargarh,373
535.0,1.7,158260.0,226.0,,295.0,2009-03,Karaikal,598
579.0,5.4,40355.0,,177.0,249.0,2009-03,Mahe,599
1118.0,6.6,432309.0,5118.0,143.0,870.0,2009-03,Pondicherry,600
,,27401.0,,102.0,138.0,2009-03,Yanam,601
9408.0,0.3,369482.0,2663.0,3263.0,6485.0,2009-03,Amritsar,27
5788.0,0.5,129740.0,,745.0,527.0,2009-03,Barnala,605
11612.0,1.1,287041.0,2477.0,1417.0,2756.0,2009-03,Bathinda,28
4744.0,0.3,84724.0,704.0,646.0,1080.0,2009-03,Faridkot,29
