"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","G00001160","""Gaza Strip""","G00120000","","undata-geo/G00001160","GeoRegion","Earth,WesternAsia,asia","""Gaza Strip""","","""undata-geo:G00001160""","undata-geo:G00001160","","",""
"GEOGRAPHY","G00001170","Georgia","G00120000","","country/GEO","Country","WesternAsia,asia,europe","""Georgia""","""Q230""","""undata-geo:G00001170""","undata-geo:G00001170","","",""
"GEOGRAPHY","G00001180","""German Democratic Republic""","","","undata-geo/G00001180","GeoRegion","Earth","""German Democratic Republic""","","""undata-geo:G00001180""","undata-geo:G00001180","","",""
"GEOGRAPHY","G00001190","Germany","G00132000","","country/DEU","Country","EuropeanUnion,WesternEurope,europe,undata-geo/G00406000","""Germany""","""Q183""","""undata-geo:G00001190""","undata-geo:G00001190","","",""
"GEOGRAPHY","G00001200","Ghana","G00105000","","country/GHA","Country","SubSaharanAfrica,WesternAfrica,africa","""Ghana""","""Q117""","""undata-geo:G00001200""","undata-geo:G00001200","","",""
"GEOGRAPHY","G00001210","Gibraltar","G00133000","","country/GIB","AdministrativeArea1,Country","country/GBR,europe","""Gibraltar""","""Q1410""","""undata-geo:G00001210""","undata-geo:G00001210","","",""
"GEOGRAPHY","G00001220","Greece","G00133000","","country/GRC","Country","EuropeanUnion,SouthernEurope,europe,undata-geo/G00406000","""Greece""","""Q41""","""undata-geo:G00001220""","undata-geo:G00001220","","",""
"GEOGRAPHY","G00001230","Greenland","G00136000","","country/GRL","AdministrativeArea1,Country","northamerica,wikidataId/Q756617","""Greenland""","""Q223""","""undata-geo:G00001230""","undata-geo:G00001230","","",""
"GEOGRAPHY","G00001240","Grenada","G00405200","","country/GRD","Country","Caribbean,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Grenada""","""Q769""","""undata-geo:G00001240""","undata-geo:G00001240","","",""
"GEOGRAPHY","G00001250","Guadeloupe","G00139000","","country/GLP","AdministrativeArea1,AdministrativeArea2,Country","country/FRA,northamerica","""Guadeloupe""","""Q17012""","""undata-geo:G00001250""","undata-geo:G00001250","","",""
"GEOGRAPHY","G00001260","Guam","G00405400","","country/GUM","AdministrativeArea1,Country","country/USA,oceania","""Guam""","""Q16635""","""undata-geo:G00001260""","undata-geo:G00001260","","",""
"GEOGRAPHY","G00001270","Guatemala","G00141000","","country/GTM","Country","CentralAmerica,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000","""Guatemala""","""Q774""","""undata-geo:G00001270""","undata-geo:G00001270","","",""
"GEOGRAPHY","G00001280","Guernsey","G00131000","","country/GGY","Country","ChannelIslands,NorthernEurope,europe","""Guernsey""","""Q25230""","""undata-geo:G00001280""","undata-geo:G00001280","","",""
"GEOGRAPHY","G00001290","Guinea","G00404100","","country/GIN","Country","SubSaharanAfrica,WesternAfrica,africa,undata-geo/G00404000,undata-geo/G00404100","""Guinea""","""Q1006""","""undata-geo:G00001290""","undata-geo:G00001290","","",""
"GEOGRAPHY","G00001300","Guinea-Bissau","G00405100","","country/GNB","Country","SubSaharanAfrica,WesternAfrica,africa,undata-geo/G00404000,undata-geo/G00404100,undata-geo/G00405000,undata-geo/G00405100","""Guinea-Bissau""","""Q1007""","""undata-geo:G00001300""","undata-geo:G00001300","","",""
"GEOGRAPHY","G00001310","Guyana","G00405200","","country/GUY","Country","LatinAmericaAndCaribbean,southamerica,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Guyana""","""Q734""","""undata-geo:G00001310""","undata-geo:G00001310","","",""
"GEOGRAPHY","G00001320","Haiti","G00405200","","country/HTI","Country","Caribbean,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000,undata-geo/G00404000,undata-geo/G00404200,undata-geo/G00405000,undata-geo/G00405200","""Haiti""","""Q790""","""undata-geo:G00001320""","undata-geo:G00001320","","",""
"GEOGRAPHY","G00001330","""Heard Island and McDonald Islands""","G00144000","","country/HMD","AdministrativeArea1,Country","antarctica,country/AUS","""Heard Island and McDonald Islands""","""Q131198""","""undata-geo:G00001330""","undata-geo:G00001330","","",""
"GEOGRAPHY","G00001340","""Holy See""","G00133000","","country/VAT","Country","SouthernEurope,europe","""Vatican City""","""Q237""","""undata-geo:G00001340""","undata-geo:G00001340","""Holy See""","",""
"GEOGRAPHY","G00001350","Honduras","G00141000","","country/HND","Country","CentralAmerica,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000","""Honduras""","""Q783""","""undata-geo:G00001350""","undata-geo:G00001350","","",""
"GEOGRAPHY","G00001360","Hungary","G00129000","","country/HUN","Country","EasternEurope,EuropeanUnion,europe,undata-geo/G00406000","""Hungary""","""Q28""","""undata-geo:G00001360""","undata-geo:G00001360","","",""
"GEOGRAPHY","G00001370","Iceland","G00131000","","country/ISL","Country","NorthernEurope,europe,undata-geo/G00406000","""Iceland""","""Q189""","""undata-geo:G00001370""","undata-geo:G00001370","","",""
"GEOGRAPHY","G00001380","India","G00119000","","country/IND","Country","SouthernAsia,asia","""India""","""Q668""","""undata-geo:G00001380""","undata-geo:G00001380","","",""
"GEOGRAPHY","G00001390","""India (incl. Sikkim)""","","","undata-geo/G00001390","GeoRegion","Earth","""India (incl. Sikkim)""","","""undata-geo:G00001390""","undata-geo:G00001390","","",""
"GEOGRAPHY","G00001400","Indonesia","G00124000","","country/IDN","Country","SouthEasternAsia,asia","""Indonesia""","""Q252""","""undata-geo:G00001400""","undata-geo:G00001400","","",""
"GEOGRAPHY","G00001410","""Iran (Islamic Republic of)""","G00119000","","country/IRN","Country","SouthernAsia,asia","""Iran""","""Q794""","""undata-geo:G00001410""","undata-geo:G00001410","""Iran (Islamic Republic of)""","",""
"GEOGRAPHY","G00001420","Iraq","G00120000","","country/IRQ","Country","WesternAsia,asia","""Iraq""","""Q796""","""undata-geo:G00001420""","undata-geo:G00001420","","",""
"GEOGRAPHY","G00001430","Ireland","G00131000","","country/IRL","Country","EuropeanUnion,NorthernEurope,europe,undata-geo/G00406000","""Ireland""","""Q27""","""undata-geo:G00001430""","undata-geo:G00001430","","",""
"GEOGRAPHY","G00001440","""Isle of Man""","G00131000","","country/IMN","Country","NorthernEurope,europe","""Isle of Man""","""Q9676""","""undata-geo:G00001440""","undata-geo:G00001440","","",""
"GEOGRAPHY","G00001450","Israel","G00120000","","country/ISR","Country","WesternAsia,asia,undata-geo/G00406000","""Israel""","""Q801""","""undata-geo:G00001450""","undata-geo:G00001450","","",""
"GEOGRAPHY","G00001460","""Italian Trusteeship Territory of Somalia [former]""","","","undata-geo/G00001460","GeoRegion","Earth","""Italian Trusteeship Territory of Somalia [former]""","","""undata-geo:G00001460""","undata-geo:G00001460","","",""
"GEOGRAPHY","G00001470","Italy","G00133000","","country/ITA","Country","EuropeanUnion,SouthernEurope,europe,undata-geo/G00406000","""Italy""","""Q38""","""undata-geo:G00001470""","undata-geo:G00001470","","",""
"GEOGRAPHY","G00001480","Jamaica","G00405200","","country/JAM","Country","Caribbean,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000,undata-geo/G00405000,undata-geo/G00405200","""Jamaica""","""Q766""","""undata-geo:G00001480""","undata-geo:G00001480","","",""
"GEOGRAPHY","G00001490","Japan","G00123000","","country/JPN","Country","EasternAsia,asia,undata-geo/G00406000","""Japan""","""Q17""","""undata-geo:G00001490""","undata-geo:G00001490","","",""
"GEOGRAPHY","G00001520","Jersey","G00131000","","country/JEY","Country","ChannelIslands,NorthernEurope,europe","""Jersey""","""Q785""","""undata-geo:G00001520""","undata-geo:G00001520","","",""
"GEOGRAPHY","G00001530","""Johnston Island""","G00148000","","undata-geo/G00001530","GeoRegion","Earth,Micronesia,oceania,undata-geo/G00145000","""Johnston Island""","","""undata-geo:G00001530""","undata-geo:G00001530","","",""
"GEOGRAPHY","G00001540","Jordan","G00120000","","country/JOR","Country","WesternAsia,asia","""Jordan""","""Q810""","""undata-geo:G00001540""","undata-geo:G00001540","","",""
"GEOGRAPHY","G00001560","Kazakhstan","G00403300","","country/KAZ","Country","CentralAsia,asia,europe,undata-geo/G00403000,undata-geo/G00403300","""Kazakhstan""","""Q232""","""undata-geo:G00001560""","undata-geo:G00001560","","",""
"GEOGRAPHY","G00001570","Kenya","G00108000","","country/KEN","Country","EasternAfrica,SubSaharanAfrica,africa","""Kenya""","""Q114""","""undata-geo:G00001570""","undata-geo:G00001570","","",""
"GEOGRAPHY","G00001580","""Kingman Reef""","","","undata-geo/G00001580","GeoRegion","Earth","""Kingman Reef""","","""undata-geo:G00001580""","undata-geo:G00001580","","",""
"GEOGRAPHY","G00001590","Kiribati","G00405400","","country/KIR","Country","Micronesia,oceania,undata-geo/G00145000,undata-geo/G00404000,undata-geo/G00404400,undata-geo/G00405000,undata-geo/G00405400","""Kiribati""","""Q710""","""undata-geo:G00001590""","undata-geo:G00001590","","",""
"GEOGRAPHY","G00001600","Kiribati,""Canton and Enderbury Islands""","G00405400","","undata-geo/G00001600","GeoRegion","Earth,Micronesia,oceania,undata-geo/G00145000,undata-geo/G00404000,undata-geo/G00404400,undata-geo/G00405000,undata-geo/G00405400","""Kiribati, Canton and Enderbury Islands""","","""undata-geo:G00001600""","undata-geo:G00001600","""Kiribati,""Canton and Enderbury Islands""","",""
"GEOGRAPHY","G00001610","Kosovo","","","undata-geo/G00001610","GeoRegion","Earth","""Kosovo""","","""undata-geo:G00001610""","undata-geo:G00001610","","",""
"GEOGRAPHY","G00001620","Kuwait","G00120000","","country/KWT","Country","WesternAsia,asia","""Kuwait""","""Q817""","""undata-geo:G00001620""","undata-geo:G00001620","","",""
"GEOGRAPHY","G00001630","Kyrgyzstan","G00403300","","country/KGZ","Country","CentralAsia,asia,undata-geo/G00403000,undata-geo/G00403300","""Kyrgyzstan""","""Q813""","""undata-geo:G00001630""","undata-geo:G00001630","","",""
"GEOGRAPHY","G00001640","""Lao People's Democratic Republic""","G00404300","","country/LAO","Country","SouthEasternAsia,asia,undata-geo/G00403000,undata-geo/G00403300,undata-geo/G00404000,undata-geo/G00404300","""Laos""","""Q819""","""undata-geo:G00001640""","undata-geo:G00001640","""Lao People's Democratic Republic""","",""
"GEOGRAPHY","G00001650","Latvia","G00131000","","country/LVA","Country","EuropeanUnion,NorthernEurope,europe,undata-geo/G00406000","""Latvia""","""Q211""","""undata-geo:G00001650""","undata-geo:G00001650","","",""
"GEOGRAPHY","G00001660","Lebanon","G00120000","","country/LBN","Country","WesternAsia,asia","""Lebanon""","""Q822""","""undata-geo:G00001660""","undata-geo:G00001660","","",""
"GEOGRAPHY","G00001670","""Leeward Islands""","","","undata-geo/G00001670","GeoRegion","Earth","""Leeward Islands""","","""undata-geo:G00001670""","undata-geo:G00001670","","",""
"GEOGRAPHY","G00001680","Lesotho","G00404100","","country/LSO","Country","SouthernAfrica,SubSaharanAfrica,africa,undata-geo/G00403000,undata-geo/G00403100,undata-geo/G00404000,undata-geo/G00404100","""Lesotho""","""Q1013""","""undata-geo:G00001680""","undata-geo:G00001680","","",""
"GEOGRAPHY","G00001690","Liberia","G00404100","","country/LBR","Country","SubSaharanAfrica,WesternAfrica,africa,undata-geo/G00404000,undata-geo/G00404100","""Liberia""","""Q1014""","""undata-geo:G00001690""","undata-geo:G00001690","","",""
"GEOGRAPHY","G00001700","Libya","G00102000","","country/LBY","Country","NorthernAfrica,africa","""Libya""","""Q1016""","""undata-geo:G00001700""","undata-geo:G00001700","","",""
"GEOGRAPHY","G00001710","Liechtenstein","G00132000","","country/LIE","Country","WesternEurope,europe","""Liechtenstein""","""Q347""","""undata-geo:G00001710""","undata-geo:G00001710","","",""
"GEOGRAPHY","G00001720","Lithuania","G00131000","","country/LTU","Country","EuropeanUnion,NorthernEurope,europe,undata-geo/G00406000","""Lithuania""","""Q37""","""undata-geo:G00001720""","undata-geo:G00001720","","",""
"GEOGRAPHY","G00001730","Luxembourg","G00132000","","country/LUX","Country","EuropeanUnion,WesternEurope,europe,undata-geo/G00406000","""Luxembourg""","""Q32""","""undata-geo:G00001730""","undata-geo:G00001730","","",""
"GEOGRAPHY","G00001740","""Macias Nguema Biyogo (Bioko)""","","","undata-geo/G00001740","GeoRegion","Earth","""Macias Nguema Biyogo (Bioko)""","","""undata-geo:G00001740""","undata-geo:G00001740","","",""
"GEOGRAPHY","G00001750","Madagascar","G00404100","","country/MDG","Country","EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00404000,undata-geo/G00404100","""Madagascar""","""Q1019""","""undata-geo:G00001750""","undata-geo:G00001750","","",""
"GEOGRAPHY","G00001760","Malawi","G00404100","","country/MWI","Country","EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00403000,undata-geo/G00403100,undata-geo/G00404000,undata-geo/G00404100","""Malawi""","""Q1020""","""undata-geo:G00001760""","undata-geo:G00001760","","",""
"GEOGRAPHY","G00001770","Malaysia","G00124000","","country/MYS","Country","SouthEasternAsia,asia","""Malaysia""","""Q833""","""undata-geo:G00001770""","undata-geo:G00001770","","",""
"GEOGRAPHY","G00001780","""Malaysia (Peninsular) [former]""","","","undata-geo/G00001780","GeoRegion","Earth","""Malaysia (Peninsular) [former]""","","""undata-geo:G00001780""","undata-geo:G00001780","","",""
"GEOGRAPHY","G00001790","Malaysia,""Sabah [former]""","","","undata-geo/G00001790","GeoRegion","Earth","""Malaysia, Sabah [former]""","","""undata-geo:G00001790""","undata-geo:G00001790","""Malaysia,""Sabah [former]""","",""
"GEOGRAPHY","G00001800","Malaysia,""Sabah and Sarawak""","","","undata-geo/G00001800","GeoRegion","Earth","""Malaysia, Sabah and Sarawak""","","""undata-geo:G00001800""","undata-geo:G00001800","""Malaysia,""Sabah and Sarawak""","",""
"GEOGRAPHY","G00001810","Malaysia,""Sarawak [former]""","","","undata-geo/G00001810","GeoRegion","Earth","""Malaysia, Sarawak [former]""","","""undata-geo:G00001810""","undata-geo:G00001810","""Malaysia,""Sarawak [former]""","",""
"GEOGRAPHY","G00001820","Maldives","G00405300","","country/MDV","Country","SouthernAsia,asia,undata-geo/G00405000,undata-geo/G00405300","""Maldives""","""Q826""","""undata-geo:G00001820""","undata-geo:G00001820","","",""
"GEOGRAPHY","G00001830","Mali","G00404100","","country/MLI","Country","SubSaharanAfrica,WesternAfrica,africa,undata-geo/G00403000,undata-geo/G00403100,undata-geo/G00404000,undata-geo/G00404100","""Mali""","""Q912""","""undata-geo:G00001830""","undata-geo:G00001830","","",""
"GEOGRAPHY","G00001840","Malta","G00133000","","country/MLT","Country","EuropeanUnion,SouthernEurope,europe","""Malta""","""Q233""","""undata-geo:G00001840""","undata-geo:G00001840","","",""
"GEOGRAPHY","G00001850","""Marshall Islands""","G00405400","","country/MHL","Country","Micronesia,oceania,undata-geo/G00145000,undata-geo/G00405000,undata-geo/G00405400","""Marshall Islands""","""Q709""","""undata-geo:G00001850""","undata-geo:G00001850","","",""
"GEOGRAPHY","G00001860","Martinique","G00139000","","country/MTQ","AdministrativeArea1,AdministrativeArea2,Country","country/FRA,northamerica","""Martinique""","""Q17054""","""undata-geo:G00001860""","undata-geo:G00001860","","",""
"GEOGRAPHY","G00001870","Mauritania","G00404100","","country/MRT","Country","SubSaharanAfrica,WesternAfrica,africa,undata-geo/G00404000,undata-geo/G00404100","""Mauritania""","""Q1025""","""undata-geo:G00001870""","undata-geo:G00001870","","",""
"GEOGRAPHY","G00001880","Mauritius","G00405100","","country/MUS","Country","EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00405000,undata-geo/G00405100","""Mauritius""","""Q1027""","""undata-geo:G00001880""","undata-geo:G00001880","","",""
"GEOGRAPHY","G00001890","""Mauritius Island""","G00405100","","undata-geo/G00001890","GeoRegion","Earth,EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00405000,undata-geo/G00405100","""Mauritius Island""","","""undata-geo:G00001890""","undata-geo:G00001890","","",""
"GEOGRAPHY","G00001900","""Mauritius Island and Rodrigues Island""","G00405100","","undata-geo/G00001900","GeoRegion","Earth,EasternAfrica,SubSaharanAfrica,africa,undata-geo/G00405000,undata-geo/G00405100","""Mauritius Island and Rodrigues Island""","","""undata-geo:G00001900""","undata-geo:G00001900","","",""
"GEOGRAPHY","G00001910","Mayotte","G00108000","","country/MYT","AdministrativeArea1,AdministrativeArea2,Country","africa,country/FRA","""Mayotte""","""Q17063""","""undata-geo:G00001910""","undata-geo:G00001910","","",""
"GEOGRAPHY","G00001920","""Melanesia [former]""","","","undata-geo/G00001920","GeoRegion","Earth","""Melanesia [former]""","","""undata-geo:G00001920""","undata-geo:G00001920","","",""
"GEOGRAPHY","G00001930","Mexico","G00141000","","country/MEX","Country","CentralAmerica,LatinAmericaAndCaribbean,northamerica,undata-geo/G00134000,undata-geo/G00406000","""Mexico""","""Q96""","""undata-geo:G00001930""","undata-geo:G00001930","","",""
"GEOGRAPHY","G00001940","""Micronesia (Federated States of)""","G00405400","","country/FSM","Country","Micronesia,oceania,undata-geo/G00145000,undata-geo/G00405000,undata-geo/G00405400","""Federated States of Micronesia"",""Micronesia""","""Q702""","""undata-geo:G00001940""","undata-geo:G00001940","""Micronesia (Federated States of)""","",""
"GEOGRAPHY","G00001950","""Micronesia [former]""","","","undata-geo/G00001950","GeoRegion","Earth","""Micronesia [former]""","","""undata-geo:G00001950""","undata-geo:G00001950","","",""
