"CONCEPT","CODE","NAME_EN","PARENT","SORT_ORDER","dcid","typeOf","containedInPlace","name","wikidataId","unDataCode","UnDataCode","alternateName","Parent_dcid","Comment"
"GEOGRAPHY","C07500107","Segovia,Antioquia","C07500000","","wikidataId/Q2274555","AdministrativeArea2","wikidataId/Q123304","""Segovia""","""Q2274555""","""undata-geo:C07500107""","undata-geo:C07500107","""Segovia,Antioquia""","",""
"GEOGRAPHY","C07500108","Sonsón,Antioquia","C07500000","","undata-geo/C07500108","City","country/COL","""Sonsón""","","""undata-geo:C07500108""","undata-geo:C07500108","""Sonsón,Antioquia""","",""
"GEOGRAPHY","C07500109","Sopetrán,Antioquia","C07500000","","undata-geo/C07500109","City","country/COL","""Sopetrán""","","""undata-geo:C07500109""","undata-geo:C07500109","""Sopetrán,Antioquia""","",""
"GEOGRAPHY","C07500110","Támesis,Antioquia","C07500000","","wikidataId/Q1526001","AdministrativeArea2","wikidataId/Q123304","""Támesis""","""Q1526001""","""undata-geo:C07500110""","undata-geo:C07500110","""Támesis,Antioquia""","",""
"GEOGRAPHY","C07500111","Tarazá,Antioquia","C07500000","","undata-geo/C07500111","City","country/COL","""Tarazá""","","""undata-geo:C07500111""","undata-geo:C07500111","""Tarazá,Antioquia""","",""
"GEOGRAPHY","C07500112","Tarso,Antioquia","C07500000","","wikidataId/Q1578758","AdministrativeArea2","wikidataId/Q123304","""Tarso""","""Q1578758""","","undata-geo:C07500112","""Tarso,Antioquia""","",""
"GEOGRAPHY","C07500113","Titiribí,Antioquia","C07500000","","wikidataId/Q544083","AdministrativeArea2","wikidataId/Q123304","""Titiribí""","""Q544083""","","undata-geo:C07500113","""Titiribí,Antioquia""","",""
"GEOGRAPHY","C07500114","Toledo,Antioquia","C07500000","","wikidataId/Q2078498","AdministrativeArea2","wikidataId/Q123304","""Toledo"",""Toledo, Antioquia""","""Q2078498""","""undata-geo:C07500114""","undata-geo:C07500114","""Toledo,Antioquia""","",""
"GEOGRAPHY","C07500115","Turbo,Antioquia","C07500000","","wikidataId/Q727559","AdministrativeArea2","wikidataId/Q123304","""Turbo""","""Q727559""","""undata-geo:C07500115""","undata-geo:C07500115","""Turbo,Antioquia""","",""
"GEOGRAPHY","C07500116","Uramita,Antioquia","C07500000","","wikidataId/Q1578712","AdministrativeArea2","wikidataId/Q123304","""Uramita""","""Q1578712""","""undata-geo:C07500116""","undata-geo:C07500116","""Uramita,Antioquia""","",""
"GEOGRAPHY","C07500117","Urrao,Antioquia","C07500000","","wikidataId/Q1026557","AdministrativeArea2","wikidataId/Q123304","""Urrao""","""Q1026557""","""undata-geo:C07500117""","undata-geo:C07500117","""Urrao,Antioquia""","",""
"GEOGRAPHY","C07500118","Valdivia,Antioquia","C07500000","","wikidataId/Q1525117","AdministrativeArea2","wikidataId/Q123304","""Valdivia""","""Q1525117""","""undata-geo:C07500118""","undata-geo:C07500118","""Valdivia,Antioquia""","",""
"GEOGRAPHY","C07500119","Valparaíso,Antioquia","C07500000","","wikidataId/Q600927","AdministrativeArea2","wikidataId/Q123304","""Valparaíso"",""Valparaíso, Antioquia""","""Q600927""","""undata-geo:C07500119""","undata-geo:C07500119","""Valparaíso,Antioquia""","",""
"GEOGRAPHY","C07500120","Vegachí,Antioquia","C07500000","","wikidataId/Q1576012","AdministrativeArea2","wikidataId/Q123304","""Vegachi""","""Q1576012""","","undata-geo:C07500120","""Vegachí,Antioquia""","",""
"GEOGRAPHY","C07500121","Venecia,Antioquia","C07500000","","wikidataId/Q525532","AdministrativeArea2","wikidataId/Q123304","""Venecia"",""Venecia, Antioquia""","""Q525532""","""undata-geo:C07500121""","undata-geo:C07500121","""Venecia,Antioquia""","",""
"GEOGRAPHY","C07500122","""Vigía Del Fuerte"",Antioquia","C07500000","","wikidataId/Q1655819","AdministrativeArea2","wikidataId/Q123304","""Vigía del Fuerte""","""Q1655819""","""undata-geo:C07500122""","undata-geo:C07500122","""Vigía Del Fuerte"",Antioquia""","",""
"GEOGRAPHY","C07500123","Yalí,Antioquia","C07500000","","wikidataId/Q1576665","AdministrativeArea2","country/COL,wikidataId/Q123304","""Yali""","""Q1576665""","""undata-geo:C07500123""","undata-geo:C07500123","""Yalí,Antioquia""","",""
"GEOGRAPHY","C07500124","Yarumal,Antioquia","C07500000","","wikidataId/Q972405","AdministrativeArea2","wikidataId/Q123304","""Yarumal""","""Q972405""","""undata-geo:C07500124""","undata-geo:C07500124","""Yarumal,Antioquia""","",""
"GEOGRAPHY","C07500125","Yolombó,Antioquia","C07500000","","wikidataId/Q367639","AdministrativeArea2","country/COL,wikidataId/Q123304","""Yolombó""","""Q367639""","""undata-geo:C07500125""","undata-geo:C07500125","""Yolombó,Antioquia""","",""
"GEOGRAPHY","C07500126","Yondó,Antioquia","C07500000","","wikidataId/Q23730172","AdministrativeArea2","","""Yondó""","""Q23730172""","""undata-geo:C07500126""","undata-geo:C07500126","""Yondó,Antioquia""","",""
"GEOGRAPHY","C07500127","Zaragoza,Antioquia","C07500000","","wikidataId/Q1441664","AdministrativeArea2","wikidataId/Q123304","""Zaragoza Municipality""","""Q1441664""","""undata-geo:C07500127""","undata-geo:C07500127","""Zaragoza,Antioquia""","",""
"GEOGRAPHY","C07500128","Arauca","C07500000","","wikidataId/Q23696947","AdministrativeArea2","wikidataId/Q626543","""Arauca""","""Q23696947""","","undata-geo:C07500128","","",""
"GEOGRAPHY","C07500129","Arauquita,Arauca","C07500000","","undata-geo/C07500129","City","country/COL","""Arauquita""","","""undata-geo:C07500129""","undata-geo:C07500129","""Arauquita,Arauca""","",""
"GEOGRAPHY","C07500130","""Cravo Norte"",Arauca","C07500000","","wikidataId/Q593491","AdministrativeArea2","wikidataId/Q230223","""Cravo Norte""","""Q593491""","""undata-geo:C07500130""","undata-geo:C07500130","""Cravo Norte"",Arauca""","",""
"GEOGRAPHY","C07500131","Fortul,Arauca","C07500000","","wikidataId/Q1442438","AdministrativeArea2","wikidataId/Q230223","""Fortul""","""Q1442438""","""undata-geo:C07500131""","undata-geo:C07500131","""Fortul,Arauca""","",""
"GEOGRAPHY","C07500132","""Puerto Rondón"",Arauca","C07500000","","undata-geo/C07500132","City","country/COL","""Puerto Rondón""","","""undata-geo:C07500132""","undata-geo:C07500132","""Puerto Rondón"",Arauca""","",""
"GEOGRAPHY","C07500133","Saravena,Arauca","C07500000","","undata-geo/C07500133","City","country/COL","""Saravena""","","""undata-geo:C07500133""","undata-geo:C07500133","""Saravena,Arauca""","",""
"GEOGRAPHY","C07500134","Tame,Arauca","C07500000","","wikidataId/Q2434750","AdministrativeArea2","wikidataId/Q230223","""Tame""","""Q2434750""","""undata-geo:C07500134""","undata-geo:C07500134","""Tame,Arauca""","",""
"GEOGRAPHY","C07500135","Baranoa,Atlantico","C07500000","","wikidataId/Q979097","AdministrativeArea2","wikidataId/Q230882","""Baranoa""","""Q979097""","""undata-geo:C07500135""","undata-geo:C07500135","""Baranoa,Atlantico""","",""
"GEOGRAPHY","C07500136","Barranquilla,Atlantico","C07500000","","undata-geo/C07500136","City","country/COL","""Barranquilla""","","""undata-geo:C07500136""","undata-geo:C07500136","""Barranquilla,Atlantico""","",""
"GEOGRAPHY","C07500137","""Campo De La Cruz"",Atlantico","C07500000","","undata-geo/C07500137","City","country/COL","""Campo De La Cruz""","","""undata-geo:C07500137""","undata-geo:C07500137","""Campo De La Cruz"",Atlantico""","",""
"GEOGRAPHY","C07500138","Candelaria,Atlantico","C07500000","","wikidataId/Q1023776","AdministrativeArea2","wikidataId/Q230882","""Candelaria""","""Q1023776""","""undata-geo:C07500138""","undata-geo:C07500138","""Candelaria,Atlantico""","",""
"GEOGRAPHY","C07500139","Galapa,Atlantico","C07500000","","wikidataId/Q2307260","AdministrativeArea2","wikidataId/Q230882","""Galapa""","""Q2307260""","""undata-geo:C07500139""","undata-geo:C07500139","""Galapa,Atlantico""","",""
"GEOGRAPHY","C07500140","""Juan De Acosta"",Atlantico","C07500000","","undata-geo/C07500140","City","country/COL","""Juan De Acosta""","","""undata-geo:C07500140""","undata-geo:C07500140","""Juan De Acosta"",Atlantico""","",""
"GEOGRAPHY","C07500141","Luruaco,Atlantico","C07500000","","wikidataId/Q23687988","AdministrativeArea2","country/COL,wikidataId/Q2308661","""Luruaco""","""Q23687988""","","undata-geo:C07500141","""Luruaco,Atlantico""","",""
"GEOGRAPHY","C07500142","Malambo,Atlantico","C07500000","","wikidataId/Q568597","AdministrativeArea2","wikidataId/Q230882","""Malambo"",""Malambo, Atlántico""","""Q568597""","""undata-geo:C07500142""","undata-geo:C07500142","""Malambo,Atlantico""","",""
"GEOGRAPHY","C07500143","Manatí,Atlantico","C07500000","","wikidataId/Q2432352","AdministrativeArea2","wikidataId/Q230882","""Manatí""","""Q2432352""","""undata-geo:C07500143""","undata-geo:C07500143","""Manatí,Atlantico""","",""
"GEOGRAPHY","C07500144","""Palmar De Varela"",Atlantico","C07500000","","undata-geo/C07500144","City","country/COL","""Palmar De Varela""","","""undata-geo:C07500144""","undata-geo:C07500144","""Palmar De Varela"",Atlantico""","",""
"GEOGRAPHY","C07500145","Piojó,Atlantico","C07500000","","wikidataId/Q2320388","AdministrativeArea2","wikidataId/Q230882","""Piojó""","""Q2320388""","""undata-geo:C07500145""","undata-geo:C07500145","""Piojó,Atlantico""","",""
"GEOGRAPHY","C07500146","Polonuevo,Atlantico","C07500000","","wikidataId/Q1526194","AdministrativeArea2","wikidataId/Q230882","""Polonuevo""","""Q1526194""","""undata-geo:C07500146""","undata-geo:C07500146","""Polonuevo,Atlantico""","",""
"GEOGRAPHY","C07500147","Ponedera,Atlantico","C07500000","","wikidataId/Q512871","AdministrativeArea2","wikidataId/Q230882","""Ponedera""","""Q512871""","""undata-geo:C07500147""","undata-geo:C07500147","""Ponedera,Atlantico""","",""
"GEOGRAPHY","C07500148","""Puerto Colombia"",Atlantico","C07500000","","undata-geo/C07500148","City","country/COL","""Puerto Colombia""","","""undata-geo:C07500148""","undata-geo:C07500148","""Puerto Colombia"",Atlantico""","",""
"GEOGRAPHY","C07500149","Repelón,Atlantico","C07500000","","undata-geo/C07500149","City","country/COL","""Repelón""","","""undata-geo:C07500149""","undata-geo:C07500149","""Repelón,Atlantico""","",""
"GEOGRAPHY","C07500150","Sabanagrande,Atlantico","C07500000","","wikidataId/Q2433625","AdministrativeArea2","wikidataId/Q230882","""Sabanagrande""","""Q2433625""","","undata-geo:C07500150","""Sabanagrande,Atlantico""","",""
"GEOGRAPHY","C07500151","Sabanalarga,Atlantico","C07500000","","wikidataId/Q1027007","AdministrativeArea2","wikidataId/Q230882","""Sabanalarga""","""Q1027007""","""undata-geo:C07500151""","undata-geo:C07500151","""Sabanalarga,Atlantico""","",""
"GEOGRAPHY","C07500152","""Santa Lucía"",Atlantico","C07500000","","wikidataId/Q1867062","AdministrativeArea2","wikidataId/Q230882","""Santa Lucía""","""Q1867062""","""undata-geo:C07500152""","undata-geo:C07500152","""Santa Lucía"",Atlantico""","",""
"GEOGRAPHY","C07500153","""Santo Tomás"",Atlantico","C07500000","","wikidataId/Q2434309","AdministrativeArea2","wikidataId/Q230882","""Santo Tomás""","""Q2434309""","""undata-geo:C07500153""","undata-geo:C07500153","""Santo Tomás"",Atlantico""","",""
"GEOGRAPHY","C07500154","Soledad,Atlantico","C07500000","","wikidataId/Q767071","AdministrativeArea2,City","wikidataId/Q230882","""Soledad""","""Q767071""","""undata-geo:C07500154""","undata-geo:C07500154","""Soledad,Atlantico""","",""
"GEOGRAPHY","C07500155","Suan,Atlantico","C07500000","","undata-geo/C07500155","City","country/COL","""Suan""","","""undata-geo:C07500155""","undata-geo:C07500155","""Suan,Atlantico""","",""
"GEOGRAPHY","C07500156","Tubará,Atlantico","C07500000","","wikidataId/Q1932814","AdministrativeArea2","wikidataId/Q230882","""Tubará""","""Q1932814""","","undata-geo:C07500156","""Tubará,Atlantico""","",""
"GEOGRAPHY","C07500157","Usiacurí,Atlantico","C07500000","","wikidataId/Q2084023","AdministrativeArea2","wikidataId/Q230882","""Usiacurí""","""Q2084023""","""undata-geo:C07500157""","undata-geo:C07500157","""Usiacurí,Atlantico""","",""
"GEOGRAPHY","C07500158","""Bogotá (Santa Fe de Bogotá)""","C07500000","","undata-geo/C07500158","City","country/COL","""Bogotá (Santa Fe de Bogotá)""","","""undata-geo:C07500158""","undata-geo:C07500158","","",""
"GEOGRAPHY","C07500159","Achí,Bolivar","C07500000","","wikidataId/Q933580","AdministrativeArea2","wikidataId/Q230597","""Achí""","""Q933580""","""undata-geo:C07500159""","undata-geo:C07500159","""Achí,Bolivar""","",""
"GEOGRAPHY","C07500160","""Altos Del Rosario"",Bolivar","C07500000","","wikidataId/Q23730944","AdministrativeArea2","country/COL,wikidataId/Q444511","""Altos del Rosario""","""Q23730944""","","undata-geo:C07500160","""Altos Del Rosario"",Bolivar""","",""
"GEOGRAPHY","C07500161","Arenal,Bolivar","C07500000","","undata-geo/C07500161","City","country/COL","""Arenal""","","""undata-geo:C07500161""","undata-geo:C07500161","""Arenal,Bolivar""","",""
"GEOGRAPHY","C07500162","Arjona,Bolivar","C07500000","","wikidataId/Q671427","AdministrativeArea2","wikidataId/Q230597","""Arjona""","""Q671427""","""undata-geo:C07500162""","undata-geo:C07500162","""Arjona,Bolivar""","",""
"GEOGRAPHY","C07500163","Arroyohondo,Bolivar","C07500000","","wikidataId/Q513501","AdministrativeArea2","wikidataId/Q230597","""Arroyo Hondo"",""Arroyo Hondo, Bolívar""","""Q513501""","""undata-geo:C07500163""","undata-geo:C07500163","""Arroyohondo,Bolivar""","",""
"GEOGRAPHY","C07500164","""Barranco De Loba"",Bolivar","C07500000","","undata-geo/C07500164","City","country/COL","""Barranco De Loba""","","""undata-geo:C07500164""","undata-geo:C07500164","""Barranco De Loba"",Bolivar""","",""
"GEOGRAPHY","C07500165","Calamar,Bolivar","C07500000","","wikidataId/Q476071","AdministrativeArea2","wikidataId/Q230597","""Calamar"",""Calamar, Bolívar""","""Q476071""","""undata-geo:C07500165""","undata-geo:C07500165","""Calamar,Bolivar""","",""
"GEOGRAPHY","C07500166","Cantagallo,Bolivar","C07500000","","wikidataId/Q1576351","AdministrativeArea2","wikidataId/Q230597","""Cantagallo""","""Q1576351""","""undata-geo:C07500166""","undata-geo:C07500166","""Cantagallo,Bolivar""","",""
"GEOGRAPHY","C07500167","""Cartagena (Cartagena de Indias)"",Bolivar","C07500000","","undata-geo/C07500167","City","country/COL","""Cartagena De Indias""","","""undata-geo:C07500167""","undata-geo:C07500167","""Cartagena (Cartagena de Indias)"",Bolivar""","",""
"GEOGRAPHY","C07500168","Cicuco,Bolivar","C07500000","","wikidataId/Q1579035","AdministrativeArea2","wikidataId/Q230597","""Cicuco""","""Q1579035""","""undata-geo:C07500168""","undata-geo:C07500168","""Cicuco,Bolivar""","",""
"GEOGRAPHY","C07500169","Clemencia,Bolivar","C07500000","","wikidataId/Q23730871","AdministrativeArea2","country/COL,wikidataId/Q1524792","""Clemencia""","""Q23730871""","","undata-geo:C07500169","""Clemencia,Bolivar""","",""
"GEOGRAPHY","C07500170","Córdoba,Bolivar","C07500000","","wikidataId/Q1150886","AdministrativeArea2","wikidataId/Q230597","""Córdoba""","""Q1150886""","""undata-geo:C07500170""","undata-geo:C07500170","""Córdoba,Bolivar""","",""
"GEOGRAPHY","C07500171","""El Carmen De Bolívar"",Bolivar","C07500000","","undata-geo/C07500171","City","country/COL","""El Carmen De Bolívar""","","""undata-geo:C07500171""","undata-geo:C07500171","""El Carmen De Bolívar"",Bolivar""","",""
"GEOGRAPHY","C07500172","""El Guamo"",Bolivar","C07500000","","undata-geo/C07500172","City","country/COL","""El Guamo""","","""undata-geo:C07500172""","undata-geo:C07500172","""El Guamo"",Bolivar""","",""
"GEOGRAPHY","C07500173","""El Peñón"",Bolivar","C07500000","","wikidataId/Q662799","AdministrativeArea2","wikidataId/Q230597","""El Peñón"",""El Peñón, Bolívar""","""Q662799""","""undata-geo:C07500173""","undata-geo:C07500173","""El Peñón"",Bolivar""","",""
"GEOGRAPHY","C07500174","""Hatillo De Loba"",Bolivar","C07500000","","wikidataId/Q369599","AdministrativeArea2","wikidataId/Q230597","""Hatillo de Loba""","""Q369599""","""undata-geo:C07500174""","undata-geo:C07500174","""Hatillo De Loba"",Bolivar""","",""
"GEOGRAPHY","C07500175","Magangué,Bolivar","C07500000","","undata-geo/C07500175","City","country/COL","""Magangué""","","""undata-geo:C07500175""","undata-geo:C07500175","""Magangué,Bolivar""","",""
"GEOGRAPHY","C07500176","Mahates,Bolivar","C07500000","","wikidataId/Q1440795","AdministrativeArea2","wikidataId/Q230597","""Mahates""","""Q1440795""","""undata-geo:C07500176""","undata-geo:C07500176","""Mahates,Bolivar""","",""
"GEOGRAPHY","C07500177","Margarita,Bolivar","C07500000","","wikidataId/Q1575498","AdministrativeArea2","wikidataId/Q230597","""Margarita""","""Q1575498""","""undata-geo:C07500177""","undata-geo:C07500177","""Margarita,Bolivar""","",""
"GEOGRAPHY","C07500178","""María La Baja"",Bolivar","C07500000","","wikidataId/Q597264","AdministrativeArea2","wikidataId/Q230597","""María La Baja""","""Q597264""","""undata-geo:C07500178""","undata-geo:C07500178","""María La Baja"",Bolivar""","",""
"GEOGRAPHY","C07500179","Mompós,Bolivar","C07500000","","undata-geo/C07500179","City","country/COL","""Mompós""","","""undata-geo:C07500179""","undata-geo:C07500179","""Mompós,Bolivar""","",""
"GEOGRAPHY","C07500180","Montecristo,Bolivar","C07500000","","wikidataId/Q1526097","AdministrativeArea2","wikidataId/Q230597","""Montecristo""","""Q1526097""","""undata-geo:C07500180""","undata-geo:C07500180","""Montecristo,Bolivar""","",""
"GEOGRAPHY","C07500181","Morales,Bolivar","C07500000","","wikidataId/Q2432408","AdministrativeArea2","wikidataId/Q230597","""Morales"",""Morales, Bolívar""","""Q2432408""","""undata-geo:C07500181""","undata-geo:C07500181","""Morales,Bolivar""","",""
"GEOGRAPHY","C07500182","Norosí,Bolivar","C07500000","","wikidataId/Q2565188","AdministrativeArea2","wikidataId/Q230597","""Norosí""","""Q2565188""","""undata-geo:C07500182""","undata-geo:C07500182","""Norosí,Bolivar""","",""
"GEOGRAPHY","C07500183","Pinillos,Bolivar","C07500000","","wikidataId/Q1442317","AdministrativeArea2","wikidataId/Q230597","""Pinillos""","""Q1442317""","""undata-geo:C07500183""","undata-geo:C07500183","""Pinillos,Bolivar""","",""
"GEOGRAPHY","C07500184","Regidor,Bolivar","C07500000","","wikidataId/Q23732251","AdministrativeArea2","country/COL,wikidataId/Q1577604","""Regidor""","""Q23732251""","","undata-geo:C07500184","""Regidor,Bolivar""","",""
"GEOGRAPHY","C07500185","""Río Viejo"",Bolivar","C07500000","","undata-geo/C07500185","City","country/COL","""Río Viejo""","","""undata-geo:C07500185""","undata-geo:C07500185","""Río Viejo"",Bolivar""","",""
"GEOGRAPHY","C07500186","""San Cristóbal"",Bolivar","C07500000","","wikidataId/Q23732250","AdministrativeArea2","","""San Cristóbal""","""Q23732250""","","undata-geo:C07500186","""San Cristóbal"",Bolivar""","",""
"GEOGRAPHY","C07500187","""San Estanislao"",Bolivar","C07500000","","wikidataId/Q1525416","AdministrativeArea2","wikidataId/Q230597","""San Estanislao""","""Q1525416""","""undata-geo:C07500187""","undata-geo:C07500187","""San Estanislao"",Bolivar""","",""
"GEOGRAPHY","C07500188","""San Fernando"",Bolivar","C07500000","","wikidataId/Q1526065","AdministrativeArea2","wikidataId/Q230597","""San Fernando""","""Q1526065""","""undata-geo:C07500188""","undata-geo:C07500188","""San Fernando"",Bolivar""","",""
"GEOGRAPHY","C07500189","""San Jacinto"",Bolivar","C07500000","","wikidataId/Q1441919","AdministrativeArea2,City","wikidataId/Q230597","""San Jacinto""","""Q1441919""","""undata-geo:C07500189""","undata-geo:C07500189","""San Jacinto"",Bolivar""","",""
"GEOGRAPHY","C07500190","""San Jacinto Del Cauca"",Bolivar","C07500000","","wikidataId/Q1576322","AdministrativeArea2","wikidataId/Q230597","""San Jacinto del Cauca""","""Q1576322""","""undata-geo:C07500190""","undata-geo:C07500190","""San Jacinto Del Cauca"",Bolivar""","",""
"GEOGRAPHY","C07500191","""San Juan Nepomuceno"",Bolivar","C07500000","","wikidataId/Q23683942","AdministrativeArea2","country/COL,wikidataId/Q1822959","""San Juan Nepomuceno""","""Q23683942""","","undata-geo:C07500191","""San Juan Nepomuceno"",Bolivar""","",""
"GEOGRAPHY","C07500192","""San Martín De Loba"",Bolivar","C07500000","","wikidataId/Q1525726","AdministrativeArea2","wikidataId/Q230597","""San Martín de Loba""","""Q1525726""","""undata-geo:C07500192""","undata-geo:C07500192","""San Martín De Loba"",Bolivar""","",""
"GEOGRAPHY","C07500193","""San Pablo"",Bolivar","C07500000","","wikidataId/Q1440762","AdministrativeArea2","wikidataId/Q230597","""San Pablo""","""Q1440762""","""undata-geo:C07500193""","undata-geo:C07500193","""San Pablo"",Bolivar""","",""
"GEOGRAPHY","C07500194","""Santa Catalina"",Bolivar","C07500000","","undata-geo/C07500194","City","country/COL","""Santa Catalina""","","""undata-geo:C07500194""","undata-geo:C07500194","""Santa Catalina"",Bolivar""","",""
"GEOGRAPHY","C07500195","""Santa Rosa"",Bolivar","C07500000","","undata-geo/C07500195","City","country/COL","""Santa Rosa""","","""undata-geo:C07500195""","undata-geo:C07500195","""Santa Rosa"",Bolivar""","",""
"GEOGRAPHY","C07500196","""Santa Rosa Del Sur"",Bolivar","C07500000","","undata-geo/C07500196","City","country/COL","""Santa Rosa Del Sur""","","""undata-geo:C07500196""","undata-geo:C07500196","""Santa Rosa Del Sur"",Bolivar""","",""
"GEOGRAPHY","C07500197","Simití,Bolivar","C07500000","","wikidataId/Q1525774","AdministrativeArea2","wikidataId/Q230597","""Simití""","""Q1525774""","""undata-geo:C07500197""","undata-geo:C07500197","""Simití,Bolivar""","",""
"GEOGRAPHY","C07500198","Soplaviento,Bolivar","C07500000","","wikidataId/Q1575590","AdministrativeArea2","wikidataId/Q230597","""Soplaviento""","""Q1575590""","""undata-geo:C07500198""","undata-geo:C07500198","""Soplaviento,Bolivar""","",""
"GEOGRAPHY","C07500199","""Talaigua Nuevo"",Bolivar","C07500000","","wikidataId/Q1576337","AdministrativeArea2","wikidataId/Q230597","""Talaiga Nuevo""","""Q1576337""","","undata-geo:C07500199","""Talaigua Nuevo"",Bolivar""","",""
"GEOGRAPHY","C07500200","Tiquisio,Bolivar","C07500000","","wikidataId/Q1526147","AdministrativeArea2","wikidataId/Q230597","""Tiquisio""","""Q1526147""","""undata-geo:C07500200""","undata-geo:C07500200","""Tiquisio,Bolivar""","",""
"GEOGRAPHY","C07500201","Turbaco,Bolivar","C07500000","","wikidataId/Q2080243","AdministrativeArea2","wikidataId/Q230597","""Turbaco""","""Q2080243""","""undata-geo:C07500201""","undata-geo:C07500201","""Turbaco,Bolivar""","",""
"GEOGRAPHY","C07500202","Turbaná,Bolivar","C07500000","","undata-geo/C07500202","City","country/COL","""Turbaná""","","""undata-geo:C07500202""","undata-geo:C07500202","""Turbaná,Bolivar""","",""
"GEOGRAPHY","C07500203","Villanueva,Bolivar","C07500000","","wikidataId/Q2433377","AdministrativeArea2","wikidataId/Q230597","""Villanueva"",""Villanueva, Bolívar""","""Q2433377""","""undata-geo:C07500203""","undata-geo:C07500203","""Villanueva,Bolivar""","",""
"GEOGRAPHY","C07500204","Zambrano,Bolivar","C07500000","","wikidataId/Q746961","AdministrativeArea2","wikidataId/Q230597","""Zambrano"",""Zambrano, Bolívar""","""Q746961""","""undata-geo:C07500204""","undata-geo:C07500204","""Zambrano,Bolivar""","",""
"GEOGRAPHY","C07500205","Almeida,Boyaca","C07500000","","wikidataId/Q1656170","AdministrativeArea2","wikidataId/Q121233","""Almeida""","""Q1656170""","""undata-geo:C07500205""","undata-geo:C07500205","""Almeida,Boyaca""","",""
"GEOGRAPHY","C07500206","Aquitania,Boyaca","C07500000","","wikidataId/Q1526099","AdministrativeArea2","wikidataId/Q121233","""Aquitania""","""Q1526099""","""undata-geo:C07500206""","undata-geo:C07500206","""Aquitania,Boyaca""","",""
"GEOGRAPHY","C07500207","Arcabuco,Boyaca","C07500000","","wikidataId/Q1654728","AdministrativeArea2","wikidataId/Q121233","""Arcabuco""","""Q1654728""","""undata-geo:C07500207""","undata-geo:C07500207","""Arcabuco,Boyaca""","",""
"GEOGRAPHY","C07500208","Belén,Boyaca","C07500000","","wikidataId/Q1575687","AdministrativeArea2","wikidataId/Q121233","""Belén""","""Q1575687""","""undata-geo:C07500208""","undata-geo:C07500208","""Belén,Boyaca""","",""
"GEOGRAPHY","C07500209","Berbeo,Boyaca","C07500000","","wikidataId/Q1656286","AdministrativeArea2","wikidataId/Q121233","""Berbeo""","""Q1656286""","""undata-geo:C07500209""","undata-geo:C07500209","""Berbeo,Boyaca""","",""
"GEOGRAPHY","C07500210","Betéitiva,Boyaca","C07500000","","wikidataId/Q23696300","AdministrativeArea2","country/COL,wikidataId/Q1654814","""Betéitiva""","""Q23696300""","","undata-geo:C07500210","""Betéitiva,Boyaca""","",""
"GEOGRAPHY","C07500211","Boavita,Boyaca","C07500000","","wikidataId/Q1576227","AdministrativeArea2","wikidataId/Q121233","""Boavita""","""Q1576227""","""undata-geo:C07500211""","undata-geo:C07500211","""Boavita,Boyaca""","",""
"GEOGRAPHY","C07500212","Boyacá,Boyaca","C07500000","","wikidataId/Q1654749","AdministrativeArea2","wikidataId/Q121233","""Boyacá""","""Q1654749""","""undata-geo:C07500212""","undata-geo:C07500212","""Boyacá,Boyaca""","",""
"GEOGRAPHY","C07500213","Briceño,Boyaca","C07500000","","wikidataId/Q2430372","AdministrativeArea2","wikidataId/Q121233","""Briceño""","""Q2430372""","""undata-geo:C07500213""","undata-geo:C07500213","""Briceño,Boyaca""","",""
"GEOGRAPHY","C07500214","Buenavista,Boyaca","C07500000","","wikidataId/Q1879585","AdministrativeArea2","wikidataId/Q121233","""Buenavista""","""Q1879585""","""undata-geo:C07500214""","undata-geo:C07500214","""Buenavista,Boyaca""","",""
"GEOGRAPHY","C07500215","Busbanzá,Boyaca","C07500000","","wikidataId/Q1654742","AdministrativeArea2","wikidataId/Q121233","""Busbanzá""","""Q1654742""","""undata-geo:C07500215""","undata-geo:C07500215","""Busbanzá,Boyaca""","",""
"GEOGRAPHY","C07500216","Caldas,Boyaca","C07500000","","wikidataId/Q2430634","AdministrativeArea2","wikidataId/Q121233","""Caldas"",""Caldas, Boyacá""","""Q2430634""","""undata-geo:C07500216""","undata-geo:C07500216","""Caldas,Boyaca""","",""
"GEOGRAPHY","C07500217","Campohermoso,Boyaca","C07500000","","wikidataId/Q1656329","AdministrativeArea2","wikidataId/Q121233","""Campohermoso""","""Q1656329""","""undata-geo:C07500217""","undata-geo:C07500217","""Campohermoso,Boyaca""","",""
"GEOGRAPHY","C07500218","Cerinza,Boyaca","C07500000","","wikidataId/Q1654487","AdministrativeArea2","wikidataId/Q121233","""Cerinza""","""Q1654487""","""undata-geo:C07500218""","undata-geo:C07500218","""Cerinza,Boyaca""","",""
"GEOGRAPHY","C07500219","Chinavita,Boyaca","C07500000","","wikidataId/Q1654938","AdministrativeArea2","wikidataId/Q121233","""Chinavita""","""Q1654938""","""undata-geo:C07500219""","undata-geo:C07500219","""Chinavita,Boyaca""","",""
"GEOGRAPHY","C07500220","Chiquinquirá,Boyaca","C07500000","","wikidataId/Q951897","AdministrativeArea2","wikidataId/Q2564641","""Chiquinquirá""","""Q951897""","""undata-geo:C07500220""","undata-geo:C07500220","""Chiquinquirá,Boyaca""","",""
