Detail Data For Coal Transport by Mode of Transportation Having Year : ALL
.
CoalCompany,CoalSector,CoalType,ModeOfTransport,YearValue,QtyInMillionTonnes,CoalCompanyId,CoalSectorId,CoalTypeId,ModeOfTransportId
SEML,PRIVATE,RAW COAL,OTHER,2007,0.000,10,3,8,3
SEML,PRIVATE,COAL PRODUCT,OTHER,2007,0.000,10,3,12,3
SEML,PRIVATE,RAW COAL,OTHER,2007,0.000,10,3,8,3
BSIL,PRIVATE,RAW COAL,OTHER,2007,0.000,57,3,8,3
BSIL,PRIVATE,COAL PRODUCT,OTHER,2007,0.000,57,3,12,3
TUML,PRIVATE,RAW COAL,OTHER,2007,0.000,34,3,8,3
SPL,PRIVATE,RAW COAL,OTHER,2007,0.000,29,3,8,3
SOVA,PRIVATE,RAW COAL,OTHER,2007,0.000,43,3,8,3
GVK,PRIVATE,RAW COAL,OTHER,2007,0.000,60,3,8,3
TISCO/TSL,PRIVATE,RAW COAL,OTHER,2009,0.000,19,3,8,3
TISCO/TSL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,19,3,12,3
BECML,PRIVATE,RAW COAL,OTHER,2009,0.000,39,3,8,3
ICML,PRIVATE,RAW COAL,OTHER,2009,0.000,40,3,8,3
JSPL,PRIVATE,RAW COAL,OTHER,2009,0.000,5,3,8,3
JSPL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,5,3,12,3
HIL,PRIVATE,RAW COAL,OTHER,2009,0.000,37,3,8,3
MIL/MIEL,PRIVATE,RAW COAL,OTHER,2009,0.000,6,3,8,3
MEG,PRIVATE,RAW COAL,OTHER,2009,0.000,35,3,8,3
BLA,PRIVATE,RAW COAL,OTHER,2009,0.000,28,3,8,3
BLA,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,28,3,12,3
CML OR BECML,PRIVATE,RAW COAL,OTHER,2009,0.000,20,3,8,3
PIL,PRIVATE,RAW COAL,OTHER,2009,0.000,7,3,8,3
JNL,PRIVATE,RAW COAL,OTHER,2009,0.000,9,3,8,3
JPL,PRIVATE,RAW COAL,OTHER,2009,4.606,8,3,8,3
JPL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,8,3,12,3
SIL,PRIVATE,RAW COAL,OTHER,2009,0.000,31,3,8,3
SIL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,31,3,12,3
ESCL,PRIVATE,RAW COAL,OTHER,2009,0.000,23,3,8,3
ESCL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,23,3,12,3
UML,PRIVATE,RAW COAL,OTHER,2009,0.000,22,3,8,3
KECML/KEMTA,PRIVATE,RAW COAL,OTHER,2009,0.000,33,3,8,3
SEML,PRIVATE,RAW COAL,OTHER,2009,0.000,10,3,8,3
SEML,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,10,3,12,3
SEML,PRIVATE,RAW COAL,OTHER,2009,0.000,10,3,8,3
BSIL,PRIVATE,RAW COAL,OTHER,2009,0.000,57,3,8,3
BSIL,PRIVATE,COAL PRODUCT,OTHER,2009,0.000,57,3,12,3
TUML,PRIVATE,RAW COAL,OTHER,2009,0.000,34,3,8,3
SPL,PRIVATE,RAW COAL,OTHER,2009,0.000,29,3,8,3
SOVA,PRIVATE,RAW COAL,OTHER,2009,0.000,43,3,8,3
GVK,PRIVATE,RAW COAL,OTHER,2009,0.000,60,3,8,3
TISCO/TSL,PRIVATE,RAW COAL,OTHER,2011,0.000,19,3,8,3
TISCO/TSL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,19,3,12,3
BECML,PRIVATE,RAW COAL,OTHER,2011,0.000,39,3,8,3
ICML,PRIVATE,RAW COAL,OTHER,2011,0.000,40,3,8,3
JSPL,PRIVATE,RAW COAL,OTHER,2011,0.000,5,3,8,3
JSPL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,5,3,12,3
HIL,PRIVATE,RAW COAL,OTHER,2011,0.000,37,3,8,3
MIL/MIEL,PRIVATE,RAW COAL,OTHER,2011,0.000,6,3,8,3
MEG,PRIVATE,RAW COAL,OTHER,2011,0.000,35,3,8,3
BLA,PRIVATE,RAW COAL,OTHER,2011,0.000,28,3,8,3
BLA,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,28,3,12,3
CML OR BECML,PRIVATE,RAW COAL,OTHER,2011,0.000,20,3,8,3
PIL,PRIVATE,RAW COAL,OTHER,2011,0.000,7,3,8,3
JNL,PRIVATE,RAW COAL,OTHER,2011,0.000,9,3,8,3
JPL,PRIVATE,RAW COAL,OTHER,2011,5.219,8,3,8,3
JPL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,8,3,12,3
SIL,PRIVATE,RAW COAL,OTHER,2011,0.000,31,3,8,3
SIL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,31,3,12,3
ESCL,PRIVATE,RAW COAL,OTHER,2011,0.000,23,3,8,3
ESCL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,23,3,12,3
UML,PRIVATE,RAW COAL,OTHER,2011,0.000,22,3,8,3
KECML/KEMTA,PRIVATE,RAW COAL,OTHER,2011,0.000,33,3,8,3
SEML,PRIVATE,RAW COAL,OTHER,2011,0.000,10,3,8,3
SEML,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,10,3,12,3
SEML,PRIVATE,RAW COAL,OTHER,2011,0.000,10,3,8,3
BSIL,PRIVATE,RAW COAL,OTHER,2011,0.000,57,3,8,3
BSIL,PRIVATE,COAL PRODUCT,OTHER,2011,0.000,57,3,12,3
TUML,PRIVATE,RAW COAL,OTHER,2011,0.000,34,3,8,3
SPL,PRIVATE,RAW COAL,OTHER,2011,0.000,29,3,8,3
SOVA,PRIVATE,RAW COAL,OTHER,2011,0.000,43,3,8,3
GVK,PRIVATE,RAW COAL,OTHER,2011,0.000,60,3,8,3
TISCO/TSL,PRIVATE,RAW COAL,OTHER,2013,0.000,19,3,8,3
TISCO/TSL,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,19,3,12,3
BECML,PRIVATE,RAW COAL,OTHER,2013,0.000,39,3,8,3
ICML,PRIVATE,RAW COAL,OTHER,2013,0.000,40,3,8,3
JSPL,PRIVATE,RAW COAL,OTHER,2013,0.000,5,3,8,3
JSPL,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,5,3,12,3
HIL,PRIVATE,RAW COAL,OTHER,2013,0.000,37,3,8,3
MIL/MIEL,PRIVATE,RAW COAL,OTHER,2013,0.000,6,3,8,3
MEG,PRIVATE,RAW COAL,OTHER,2013,0.000,35,3,8,3
BLA,PRIVATE,RAW COAL,OTHER,2013,0.000,28,3,8,3
BLA,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,28,3,12,3
CML OR BECML,PRIVATE,RAW COAL,OTHER,2013,0.000,20,3,8,3
PIL,PRIVATE,RAW COAL,OTHER,2013,0.000,7,3,8,3
JNL,PRIVATE,RAW COAL,OTHER,2013,0.000,9,3,8,3
JPL,PRIVATE,RAW COAL,OTHER,2013,4.924,8,3,8,3
JPL,PRIVATE,COAL PRODUCT,OTHER,2013,0.109,8,3,12,3
SIL,PRIVATE,RAW COAL,OTHER,2013,0.000,31,3,8,3
SIL,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,31,3,12,3
ESCL,PRIVATE,RAW COAL,OTHER,2013,0.000,23,3,8,3
ESCL,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,23,3,12,3
UML,PRIVATE,RAW COAL,OTHER,2013,0.000,22,3,8,3
KECML/KEMTA,PRIVATE,RAW COAL,OTHER,2013,0.000,33,3,8,3
SEML,PRIVATE,RAW COAL,OTHER,2013,0.000,10,3,8,3
SEML,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,10,3,12,3
SEML,PRIVATE,RAW COAL,OTHER,2013,0.000,10,3,8,3
BSIL,PRIVATE,RAW COAL,OTHER,2013,0.000,57,3,8,3
BSIL,PRIVATE,COAL PRODUCT,OTHER,2013,0.000,57,3,12,3
TUML,PRIVATE,RAW COAL,OTHER,2013,0.000,34,3,8,3
SPL,PRIVATE,RAW COAL,OTHER,2013,0.000,29,3,8,3
SOVA,PRIVATE,RAW COAL,OTHER,2013,0.000,43,3,8,3
GVK,PRIVATE,RAW COAL,OTHER,2013,0.000,60,3,8,3
TISCO/TSL,PRIVATE,RAW COAL,OTHER,2015,0.000,19,3,8,3
TISCO/TSL,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,19,3,12,3
BECML,PRIVATE,RAW COAL,OTHER,2015,0.000,39,3,8,3
ICML,PRIVATE,RAW COAL,OTHER,2015,0.000,40,3,8,3
JSPL,PRIVATE,RAW COAL,OTHER,2015,0.000,5,3,8,3
JSPL,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,5,3,12,3
HIL,PRIVATE,RAW COAL,OTHER,2015,0.000,37,3,8,3
MIL/MIEL,PRIVATE,RAW COAL,OTHER,2015,0.000,6,3,8,3
MEG,PRIVATE,RAW COAL,OTHER,2015,0.000,35,3,8,3
BLA,PRIVATE,RAW COAL,OTHER,2015,0.000,28,3,8,3
BLA,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,28,3,12,3
CML OR BECML,PRIVATE,RAW COAL,OTHER,2015,0.000,20,3,8,3
PIL,PRIVATE,RAW COAL,OTHER,2015,0.000,7,3,8,3
JNL,PRIVATE,RAW COAL,OTHER,2015,0.000,9,3,8,3
JPL,PRIVATE,RAW COAL,OTHER,2015,5.726,8,3,8,3
JPL,PRIVATE,COAL PRODUCT,OTHER,2015,1.262,8,3,12,3
SIL,PRIVATE,RAW COAL,OTHER,2015,0.000,31,3,8,3
SIL,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,31,3,12,3
ESCL,PRIVATE,RAW COAL,OTHER,2015,0.000,23,3,8,3
ESCL,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,23,3,12,3
UML,PRIVATE,RAW COAL,OTHER,2015,0.000,22,3,8,3
KECML/KEMTA,PRIVATE,RAW COAL,OTHER,2015,0.000,33,3,8,3
SEML,PRIVATE,RAW COAL,OTHER,2015,0.000,10,3,8,3
SEML,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,10,3,12,3
SEML,PRIVATE,RAW COAL,OTHER,2015,0.000,10,3,8,3
BSIL,PRIVATE,RAW COAL,OTHER,2015,0.000,57,3,8,3
BSIL,PRIVATE,COAL PRODUCT,OTHER,2015,0.000,57,3,12,3
TUML,PRIVATE,RAW COAL,OTHER,2015,0.000,34,3,8,3
SPL,PRIVATE,RAW COAL,OTHER,2015,0.000,29,3,8,3
SOVA,PRIVATE,RAW COAL,OTHER,2015,0.000,43,3,8,3
GVK,PRIVATE,RAW COAL,OTHER,2015,0.000,60,3,8,3
IISCO/SAIL,OTHER PUBLIC,RAW COAL,BELT,2016,0.191,54,1,8,4
IISCO/SAIL,OTHER PUBLIC,RAW COAL,BELT,2017,0.172,54,1,8,4
IISCO/SAIL,OTHER PUBLIC,RAW COAL,BELT,2018,0.126,54,1,8,4
IISCO/SAIL,OTHER PUBLIC,RAW COAL,BELT,2019,0.144,54,1,8,4
NCL,CIL,RAW COAL,BELT,2016,1.840,26,2,8,4
WCL,CIL,RAW COAL,BELT,2016,0.929,27,2,8,4
SECL,CIL,RAW COAL,BELT,2016,7.136,4,2,8,4
MCL,CIL,RAW COAL,BELT,2016,1.388,36,2,8,4
WCL,CIL,RAW COAL,BELT,2017,0.278,27,2,8,4
MCL,CIL,RAW COAL,BELT,2017,1.411,36,2,8,4
NCL,CIL,RAW COAL,BELT,2017,2.987,26,2,8,4
SECL,CIL,RAW COAL,BELT,2017,7.345,4,2,8,4
WCL,CIL,RAW COAL,BELT,2018,0.414,27,2,8,4
MCL,CIL,RAW COAL,BELT,2018,1.420,36,2,8,4
NCL,CIL,RAW COAL,BELT,2018,3.157,26,2,8,4
SECL,CIL,RAW COAL,BELT,2018,6.446,4,2,8,4
WCL,CIL,RAW COAL,BELT,2019,0.390,27,2,8,4
MCL,CIL,RAW COAL,BELT,2019,1.573,36,2,8,4
NCL,CIL,RAW COAL,BELT,2019,3.317,26,2,8,4
SECL,CIL,RAW COAL,BELT,2019,6.973,4,2,8,4
WCL,CIL,RAW COAL,BELT,2020,0.265,27,2,8,4
MCL,CIL,RAW COAL,BELT,2020,1.512,36,2,8,4
NCL,CIL,RAW COAL,BELT,2020,3.218,26,2,8,4
SECL,CIL,RAW COAL,BELT,2020,6.267,4,2,8,4
WCL,CIL,RAW COAL,BELT,2021,0.206,27,2,8,4
MCL,CIL,RAW COAL,BELT,2021,1.214,36,2,8,4
NCL,CIL,RAW COAL,BELT,2021,3.230,26,2,8,4
SECL,CIL,RAW COAL,BELT,2021,6.680,4,2,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2016,5.740,19,3,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2017,6.041,19,3,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2018,6.164,19,3,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2019,6.472,19,3,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2020,6.108,19,3,8,4
TISCO/TSL,PRIVATE,RAW COAL,BELT,2021,5.759,19,3,8,4
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2016,0.519,1,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2016,0.075,54,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2017,0.085,54,1,8,5
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2017,0.377,1,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2018,0.093,54,1,8,5
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2018,0.424,1,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2019,0.092,54,1,8,5
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2019,0.337,1,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2020,0.070,54,1,8,5
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2020,0.383,1,1,8,5
IISCO/SAIL,OTHER PUBLIC,RAW COAL,ROPE,2021,0.043,54,1,8,5
SCCL,OTHER PUBLIC,RAW COAL,ROPE,2021,0.344,1,1,8,5
WCL,CIL,RAW COAL,ROPE,2016,1.968,27,2,8,5
WCL,CIL,RAW COAL,ROPE,2017,2.006,27,2,8,5
WCL,CIL,RAW COAL,ROPE,2018,2.046,27,2,8,5
WCL,CIL,RAW COAL,ROPE,2019,1.828,27,2,8,5
WCL,CIL,RAW COAL,ROPE,2020,1.749,27,2,8,5
WCL,CIL,RAW COAL,ROPE,2021,1.732,27,2,8,5
TISCO/TSL,PRIVATE,RAW COAL,ROPE,2016,0.221,19,3,8,5
SCCL,OTHER PUBLIC,RAW COAL,MGR,2016,8.611,1,1,8,6
SCCL,OTHER PUBLIC,RAW COAL,MGR,2017,8.507,1,1,8,6
SCCL,OTHER PUBLIC,RAW COAL,MGR,2018,8.133,1,1,8,6
SCCL,OTHER PUBLIC,RAW COAL,MGR,2019,8.363,1,1,8,6
SCCL,OTHER PUBLIC,RAW COAL,MGR,2020,8.197,1,1,8,6
NTPC,OTHER PUBLIC,RAW COAL,MGR,2021,3.197,217,1,8,6
SCCL,OTHER PUBLIC,RAW COAL,MGR,2021,6.837,1,1,8,6
ECL,CIL,RAW COAL,MGR,2016,10.256,13,2,8,6
NCL,CIL,RAW COAL,MGR,2016,38.581,26,2,8,6
WCL,CIL,RAW COAL,MGR,2016,0.255,27,2,8,6
SECL,CIL,RAW COAL,MGR,2016,25.066,4,2,8,6
MCL,CIL,RAW COAL,MGR,2016,15.231,36,2,8,6
WCL,CIL,RAW COAL,MGR,2017,0.354,27,2,8,6
ECL,CIL,RAW COAL,MGR,2017,12.188,13,2,8,6
MCL,CIL,RAW COAL,MGR,2017,12.610,36,2,8,6
SECL,CIL,RAW COAL,MGR,2017,22.727,4,2,8,6
NCL,CIL,RAW COAL,MGR,2017,38.995,26,2,8,6
WCL,CIL,RAW COAL,MGR,2018,0.533,27,2,8,6
ECL,CIL,RAW COAL,MGR,2018,11.191,13,2,8,6
MCL,CIL,RAW COAL,MGR,2018,12.584,36,2,8,6
SECL,CIL,RAW COAL,MGR,2018,24.888,4,2,8,6
NCL,CIL,RAW COAL,MGR,2018,45.317,26,2,8,6
WCL,CIL,RAW COAL,MGR,2019,0.380,27,2,8,6
MCL,CIL,RAW COAL,MGR,2019,10.566,36,2,8,6
ECL,CIL,RAW COAL,MGR,2019,13.641,13,2,8,6
SECL,CIL,RAW COAL,MGR,2019,27.027,4,2,8,6
NCL,CIL,RAW COAL,MGR,2019,47.357,26,2,8,6
WCL,CIL,RAW COAL,MGR,2020,0.474,27,2,8,6
MCL,CIL,RAW COAL,MGR,2020,12.433,36,2,8,6
ECL,CIL,RAW COAL,MGR,2020,13.620,13,2,8,6
SECL,CIL,RAW COAL,MGR,2020,24.380,4,2,8,6
NCL,CIL,RAW COAL,MGR,2020,50.932,26,2,8,6
WCL,CIL,RAW COAL,MGR,2021,0.709,27,2,8,6
ECL,CIL,RAW COAL,MGR,2021,10.755,13,2,8,6
MCL,CIL,RAW COAL,MGR,2021,15.154,36,2,8,6
SECL,CIL,RAW COAL,MGR,2021,25.030,4,2,8,6
NCL,CIL,RAW COAL,MGR,2021,52.134,26,2,8,6
