Detail Data For Coal Consumption - Domestic by Broad Category & Consuming Sector Having Year : ALL State : A & N ISLANDS | ANDHRA PRADESH | ARUNACHAL PRADESH | ASSAM | BIHAR | CENTRAL | CHANDIGARH | CHHATTISGARH | DADRA & NAGAR HAVELI | DELHI | DIU & DAMAN | DVC | EASTERN OFFSHORE | GOA | GUJARAT | GUJARAT OFFSHORE | HARYANA | HIMACHAL PRADESH | JAMMU & KASHMIR | JHARKHAND | KARNATAKA | KERALA | LADAKH | LAKSHADWEEP | MADHYA PRADESH | MAHARASHTRA | MANIPUR | MEGHALAYA | MIZORAM | MULTIPLE STATES | NAGALAND | ODISHA | OFFSHORE | OTHERS | PUDUCHERRY | PUNJAB | RAJASTHAN | SIKKIM | TAMILNADU | TELANGANA | TRIPURA | UNION TERRITORIES | UTTAR PRADESH | UTTARAKHAND | WEST BENGAL | WESTERN OFFSHORE
.
State,CoalType,ConsumingSector,YearValue,QtyInMillionTonnes_Consumption
JAMMU & KASHMIR,RAW COAL,CEMENT,2011,0.051
JAMMU & KASHMIR,RAW COAL,OTHER,2011,0.108
JAMMU & KASHMIR,RAW COAL,CEMENT,2012,0.030
JAMMU & KASHMIR,RAW COAL,TEXTILES & RAYONS,2012,0.001
JAMMU & KASHMIR,RAW COAL,BRICKS,2012,0.017
JAMMU & KASHMIR,RAW COAL,OTHER,2012,0.044
JAMMU & KASHMIR,RAW COAL,CEMENT,2014,0.015
JAMMU & KASHMIR,RAW COAL,PULP & PAPER,2014,0.008
JAMMU & KASHMIR,RAW COAL,TEXTILES & RAYONS,2014,0.001
JAMMU & KASHMIR,RAW COAL,BRICKS,2014,0.011
JAMMU & KASHMIR,RAW COAL,OTHER,2014,0.012
JAMMU & KASHMIR,RAW COAL,CEMENT,2015,0.023
JAMMU & KASHMIR,RAW COAL,PULP & PAPER,2015,0.009
JAMMU & KASHMIR,RAW COAL,TEXTILES & RAYONS,2015,0.001
JAMMU & KASHMIR,RAW COAL,BRICKS,2015,0.011
JAMMU & KASHMIR,RAW COAL,OTHER,2015,0.012
JAMMU & KASHMIR,RAW COAL,CEMENT,2016,0.031
JAMMU & KASHMIR,RAW COAL,TEXTILES & RAYONS,2016,0.001
JAMMU & KASHMIR,RAW COAL,BRICKS,2016,0.009
JAMMU & KASHMIR,TOTAL COAL,CEMENT,2006,0.060
JAMMU & KASHMIR,TOTAL COAL,TEXTILES & RAYONS,2006,0.002
JAMMU & KASHMIR,TOTAL COAL,BRICKS,2006,0.010
JAMMU & KASHMIR,TOTAL COAL,OTHER,2006,0.033
JAMMU & KASHMIR,RAW COAL,CEMENT,2019,0.011
JAMMU & KASHMIR,RAW COAL,OTHER,2019,0.024
JAMMU & KASHMIR,RAW COAL,OTHER,2017,0.001
JAMMU & KASHMIR,RAW COAL,BRICKS,2017,0.008
JAMMU & KASHMIR,RAW COAL,CEMENT,2017,0.009
JAMMU & KASHMIR,RAW COAL,CEMENT,2018,0.027
JAMMU & KASHMIR,RAW COAL,OTHER,2018,0.039
JAMMU & KASHMIR,RAW COAL,CEMENT,2020,0.008
JAMMU & KASHMIR,RAW COAL,OTHER,2020,0.010
KERALA,RAW COAL,CEMENT,2007,0.050
KERALA,RAW COAL,CEMENT,2008,0.048
KERALA,RAW COAL,CEMENT,2009,0.052
KERALA,RAW COAL,PULP & PAPER,2009,0.078
KERALA,RAW COAL,CEMENT,2010,0.045
KERALA,RAW COAL,CHEMICAL,2010,0.001
KERALA,RAW COAL,PULP & PAPER,2010,0.080
KERALA,RAW COAL,CEMENT,2011,0.034
KERALA,RAW COAL,PULP & PAPER,2011,0.179
KERALA,RAW COAL,CEMENT,2012,0.026
KERALA,RAW COAL,PULP & PAPER,2012,0.100
KERALA,RAW COAL,CEMENT,2013,0.045
KERALA,RAW COAL,PULP & PAPER,2013,0.088
KERALA,RAW COAL,CEMENT,2014,0.031
KERALA,RAW COAL,PULP & PAPER,2014,0.052
KERALA,RAW COAL,PULP & PAPER,2015,0.073
KERALA,RAW COAL,OTHER,2015,0.027
KERALA,RAW COAL,CEMENT,2016,0.035
KERALA,RAW COAL,PULP & PAPER,2016,0.046
KERALA,TOTAL COAL,CEMENT,2006,0.053
KERALA,TOTAL COAL,PULP & PAPER,2006,0.094
KERALA,RAW COAL,CEMENT,2019,0.040
KERALA,RAW COAL,POWER (CAPTIVE),2017,0.018
KERALA,RAW COAL,PULP & PAPER,2017,0.027
KERALA,RAW COAL,CEMENT,2017,0.031
KERALA,RAW COAL,PULP & PAPER,2018,0.027
KERALA,RAW COAL,CEMENT,2018,0.043
KERALA,RAW COAL,CEMENT,2020,0.036
RAJASTHAN,RAW COAL,POWER (UTILITY),2007,11.321
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2007,0.445
RAJASTHAN,RAW COAL,CEMENT,2007,1.096
RAJASTHAN,RAW COAL,FERTILISERS,2007,0.412
RAJASTHAN,RAW COAL,CHEMICAL,2007,0.004
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2007,0.031
RAJASTHAN,RAW COAL,OTHER,2007,0.436
RAJASTHAN,WASHED COAL,POWER (UTILITY),2007,0.500
RAJASTHAN,LIGNITE,POWER (UTILITY),2007,0.020
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2007,0.028
RAJASTHAN,LIGNITE,CEMENT,2007,0.021
RAJASTHAN,LIGNITE,FERTILISERS,2007,0.016
RAJASTHAN,LIGNITE,PULP & PAPER,2007,0.002
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2007,0.216
RAJASTHAN,LIGNITE,BRICKS,2007,0.161
RAJASTHAN,LIGNITE,OTHER,2007,0.003
RAJASTHAN,MIDDLINGS,POWER (CAPTIVE),2008,0.008
RAJASTHAN,RAW COAL,POWER (UTILITY),2008,13.018
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2008,0.576
RAJASTHAN,RAW COAL,CEMENT,2008,1.160
RAJASTHAN,RAW COAL,FERTILISERS,2008,0.330
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2008,0.028
RAJASTHAN,RAW COAL,OTHER,2008,0.704
RAJASTHAN,WASHED COAL,POWER (UTILITY),2008,0.805
RAJASTHAN,LIGNITE,POWER (UTILITY),2008,0.380
RAJASTHAN,LIGNITE,CEMENT,2008,0.090
RAJASTHAN,LIGNITE,FERTILISERS,2008,0.006
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2008,0.045
RAJASTHAN,LIGNITE,OTHER,2008,0.085
RAJASTHAN,RAW COAL,POWER (UTILITY),2009,12.990
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2009,1.088
RAJASTHAN,RAW COAL,CEMENT,2009,0.658
RAJASTHAN,RAW COAL,FERTILISERS,2009,0.332
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2009,0.034
RAJASTHAN,RAW COAL,OTHER,2009,0.287
RAJASTHAN,WASHED COAL,POWER (UTILITY),2009,0.819
RAJASTHAN,LIGNITE,POWER (UTILITY),2009,0.465
RAJASTHAN,LIGNITE,CEMENT,2009,0.143
RAJASTHAN,LIGNITE,FERTILISERS,2009,0.007
RAJASTHAN,LIGNITE,CHEMICAL,2009,0.083
RAJASTHAN,LIGNITE,PULP & PAPER,2009,0.001
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2009,0.245
RAJASTHAN,LIGNITE,OTHER,2009,0.055
RAJASTHAN,RAW COAL,POWER (UTILITY),2010,13.815
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2010,1.620
RAJASTHAN,RAW COAL,CEMENT,2010,0.832
RAJASTHAN,RAW COAL,FERTILISERS,2010,0.271
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2010,0.034
RAJASTHAN,RAW COAL,OTHER,2010,0.123
RAJASTHAN,WASHED COAL,POWER (UTILITY),2010,1.491
RAJASTHAN,LIGNITE,POWER (UTILITY),2010,0.760
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2010,0.021
RAJASTHAN,LIGNITE,CEMENT,2010,0.069
RAJASTHAN,LIGNITE,CHEMICAL,2010,0.166
RAJASTHAN,LIGNITE,PULP & PAPER,2010,0.002
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2010,0.057
RAJASTHAN,LIGNITE,BRICKS,2010,0.071
RAJASTHAN,LIGNITE,OTHER,2010,0.061
RAJASTHAN,RAW COAL,POWER (UTILITY),2011,12.654
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2011,1.892
RAJASTHAN,RAW COAL,CEMENT,2011,0.722
RAJASTHAN,RAW COAL,FERTILISERS,2011,0.327
RAJASTHAN,RAW COAL,CHEMICAL,2011,0.014
RAJASTHAN,RAW COAL,OTHER,2011,0.191
RAJASTHAN,WASHED COAL,POWER (UTILITY),2011,1.725
RAJASTHAN,LIGNITE,POWER (UTILITY),2011,1.353
RAJASTHAN,LIGNITE,CEMENT,2011,0.011
RAJASTHAN,LIGNITE,CHEMICAL,2011,0.014
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2011,0.147
RAJASTHAN,RAW COAL,POWER (UTILITY),2012,14.467
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2012,1.956
RAJASTHAN,RAW COAL,CEMENT,2012,0.799
RAJASTHAN,RAW COAL,FERTILISERS,2012,0.342
RAJASTHAN,RAW COAL,OTHER,2012,0.813
RAJASTHAN,WASHED COAL,POWER (UTILITY),2012,1.601
RAJASTHAN,LIGNITE,POWER (UTILITY),2012,2.149
RAJASTHAN,LIGNITE,STEEL (BOILERS),2012,0.001
RAJASTHAN,LIGNITE,CEMENT,2012,0.088
RAJASTHAN,LIGNITE,FERTILISERS,2012,0.002
RAJASTHAN,LIGNITE,CHEMICAL,2012,0.038
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2012,0.132
RAJASTHAN,LIGNITE,BRICKS,2012,0.053
RAJASTHAN,LIGNITE,OTHER,2012,0.502
RAJASTHAN,MIDDLINGS,POWER (CAPTIVE),2013,0.084
RAJASTHAN,RAW COAL,POWER (UTILITY),2013,15.854
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2013,2.874
RAJASTHAN,RAW COAL,CEMENT,2013,0.694
RAJASTHAN,RAW COAL,FERTILISERS,2013,0.291
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2013,0.046
RAJASTHAN,RAW COAL,OTHER,2013,0.050
RAJASTHAN,WASHED COAL,POWER (UTILITY),2013,0.407
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2013,0.229
RAJASTHAN,LIGNITE,POWER (UTILITY),2013,5.156
RAJASTHAN,LIGNITE,CEMENT,2013,0.175
RAJASTHAN,LIGNITE,CHEMICAL,2013,0.013
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2013,0.064
RAJASTHAN,LIGNITE,OTHER,2013,0.544
RAJASTHAN,RAW COAL,POWER (UTILITY),2014,14.470
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2014,2.717
RAJASTHAN,RAW COAL,CEMENT,2014,0.458
RAJASTHAN,RAW COAL,FERTILISERS,2014,0.275
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2014,0.035
RAJASTHAN,RAW COAL,OTHER,2014,0.038
RAJASTHAN,WASHED COAL,POWER (UTILITY),2014,0.389
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2014,0.953
RAJASTHAN,LIGNITE,POWER (UTILITY),2014,5.253
RAJASTHAN,LIGNITE,CEMENT,2014,0.174
RAJASTHAN,LIGNITE,CHEMICAL,2014,0.002
RAJASTHAN,LIGNITE,PULP & PAPER,2014,0.004
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2014,0.065
RAJASTHAN,LIGNITE,OTHER,2014,0.571
RAJASTHAN,RAW COAL,POWER (UTILITY),2015,15.768
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2015,1.235
RAJASTHAN,RAW COAL,CEMENT,2015,0.603
RAJASTHAN,RAW COAL,FERTILISERS,2015,0.282
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2015,0.027
RAJASTHAN,RAW COAL,OTHER,2015,0.038
RAJASTHAN,WASHED COAL,POWER (UTILITY),2015,0.031
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2015,2.983
RAJASTHAN,LIGNITE,POWER (UTILITY),2015,8.204
RAJASTHAN,LIGNITE,CEMENT,2015,0.201
RAJASTHAN,LIGNITE,FERTILISERS,2015,0.041
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2015,0.045
RAJASTHAN,LIGNITE,OTHER,2015,0.660
RAJASTHAN,LIGNITE,POWER (UTILITY),2016,7.669
RAJASTHAN,LIGNITE,CEMENT,2016,0.087
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2016,0.004
RAJASTHAN,LIGNITE,OTHER,2016,0.599
RAJASTHAN,RAW COAL,POWER (UTILITY),2016,11.126
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2016,1.814
RAJASTHAN,RAW COAL,CEMENT,2016,0.355
RAJASTHAN,RAW COAL,FERTILISERS,2016,0.255
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2016,0.019
RAJASTHAN,RAW COAL,OTHER,2016,0.062
RAJASTHAN,WASHED COAL,POWER (UTILITY),2016,0.061
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2016,5.479
RAJASTHAN,TOTAL COAL,POWER (UTILITY),2006,12.231
RAJASTHAN,TOTAL COAL,POWER (CAPTIVE),2006,0.265
RAJASTHAN,TOTAL COAL,CEMENT,2006,1.018
RAJASTHAN,TOTAL COAL,FERTILISERS,2006,0.377
RAJASTHAN,TOTAL COAL,CHEMICAL,2006,0.007
RAJASTHAN,TOTAL COAL,TEXTILES & RAYONS,2006,0.033
RAJASTHAN,TOTAL COAL,OTHER,2006,0.029
RAJASTHAN,LIGNITE,POWER (UTILITY),2006,0.191
RAJASTHAN,LIGNITE,CEMENT,2006,0.023
RAJASTHAN,LIGNITE,CHEMICAL,2006,0.003
RAJASTHAN,LIGNITE,PULP & PAPER,2006,0.005
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2006,0.187
RAJASTHAN,LIGNITE,BRICKS,2006,0.268
RAJASTHAN,LIGNITE,POWER (UTILITY),2019,1.208
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2019,6.220
RAJASTHAN,RAW COAL,SPONGE IRON,2019,0.004
RAJASTHAN,RAW COAL,CEMENT,2019,0.165
RAJASTHAN,RAW COAL,FERTILISERS,2019,0.250
RAJASTHAN,RAW COAL,OTHER,2019,0.277
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2019,0.474
RAJASTHAN,RAW COAL,POWER (UTILITY),2019,13.383
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2019,12.113
RAJASTHAN,RAW COAL,OTHER,2017,0.014
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2017,0.028
RAJASTHAN,RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2017,0.134
RAJASTHAN,RAW COAL,CEMENT,2017,0.148
RAJASTHAN,RAW COAL,FERTILISERS,2017,0.307
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2017,0.471
RAJASTHAN,RAW COAL,POWER (UTILITY),2017,9.593
RAJASTHAN,WASHED COAL,POWER (UTILITY),2017,0.135
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2017,7.342
RAJASTHAN,LIGNITE,BRICKS,2017,0.000
RAJASTHAN,LIGNITE,CEMENT,2017,0.099
RAJASTHAN,LIGNITE,CHEMICAL,2017,0.002
RAJASTHAN,LIGNITE,FERTILISERS,2017,0.000
RAJASTHAN,LIGNITE,OTHER,2017,0.448
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2017,6.483
RAJASTHAN,LIGNITE,POWER (UTILITY),2017,1.413
RAJASTHAN,RAW COAL,TEXTILES & RAYONS,2018,0.008
RAJASTHAN,RAW COAL,OTHER,2018,0.016
RAJASTHAN,RAW COAL,CEMENT,2018,0.184
RAJASTHAN,RAW COAL,FERTILISERS,2018,0.271
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2018,0.561
RAJASTHAN,RAW COAL,POWER (UTILITY),2018,9.790
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2018,7.052
RAJASTHAN,LIGNITE,BRICKS,2018,0.000
RAJASTHAN,LIGNITE,CEMENT,2018,0.262
RAJASTHAN,LIGNITE,CHEMICAL,2018,0.001
RAJASTHAN,LIGNITE,FERTILISERS,2018,0.000
RAJASTHAN,LIGNITE,OTHER,2018,0.751
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2018,6.537
RAJASTHAN,LIGNITE,POWER (UTILITY),2018,1.584
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2018,0.005
RAJASTHAN,LIGNITE,TEXTILES & RAYONS,2020,0.040
RAJASTHAN,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),2020,0.043
RAJASTHAN,LIGNITE,CEMENT,2020,0.224
RAJASTHAN,RAW COAL,CEMENT,2020,0.280
RAJASTHAN,RAW COAL,FERTILISERS,2020,0.327
RAJASTHAN,LIGNITE,OTHER,2020,0.483
RAJASTHAN,RAW COAL,OTHER,2020,0.510
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2020,1.263
RAJASTHAN,LIGNITE,POWER (CAPTIVE),2020,7.348
RAJASTHAN,WASHED COAL,POWER (CAPTIVE),2020,11.233
RAJASTHAN,RAW COAL,POWER (CAPTIVE),2020,14.128
TAMILNADU,RAW COAL,POWER (UTILITY),2007,13.334
TAMILNADU,RAW COAL,POWER (CAPTIVE),2007,0.299
TAMILNADU,RAW COAL,CEMENT,2007,0.146
TAMILNADU,RAW COAL,FERTILISERS,2007,0.007
TAMILNADU,RAW COAL,SPONGE IRON,2007,0.041
TAMILNADU,RAW COAL,OTHER,2007,0.047
TAMILNADU,LIGNITE,POWER (UTILITY),2007,20.216
TAMILNADU,LIGNITE,CEMENT,2007,0.112
TAMILNADU,LIGNITE,CHEMICAL,2007,0.028
TAMILNADU,LIGNITE,PULP & PAPER,2007,0.060
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2007,0.006
TAMILNADU,LIGNITE,BRICKS,2007,0.088
TAMILNADU,RAW COAL,POWER (UTILITY),2008,13.486
TAMILNADU,RAW COAL,POWER (CAPTIVE),2008,0.303
TAMILNADU,RAW COAL,CEMENT,2008,0.174
TAMILNADU,RAW COAL,SPONGE IRON,2008,0.044
TAMILNADU,RAW COAL,PULP & PAPER,2008,0.022
TAMILNADU,RAW COAL,OTHER,2008,0.063
TAMILNADU,LIGNITE,POWER (UTILITY),2008,21.793
TAMILNADU,LIGNITE,CEMENT,2008,0.134
TAMILNADU,LIGNITE,CHEMICAL,2008,0.033
TAMILNADU,LIGNITE,PULP & PAPER,2008,0.163
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2008,0.005
TAMILNADU,LIGNITE,OTHER,2008,0.130
TAMILNADU,RAW COAL,POWER (UTILITY),2009,13.525
TAMILNADU,RAW COAL,POWER (CAPTIVE),2009,0.455
TAMILNADU,RAW COAL,CEMENT,2009,0.185
TAMILNADU,RAW COAL,SPONGE IRON,2009,0.170
TAMILNADU,RAW COAL,PULP & PAPER,2009,0.079
TAMILNADU,RAW COAL,TEXTILES & RAYONS,2009,0.022
TAMILNADU,RAW COAL,OTHER,2009,0.032
TAMILNADU,LIGNITE,POWER (UTILITY),2009,20.397
TAMILNADU,LIGNITE,CEMENT,2009,0.077
TAMILNADU,LIGNITE,OTHER,2009,0.274
TAMILNADU,RAW COAL,POWER (UTILITY),2010,12.972
TAMILNADU,RAW COAL,POWER (CAPTIVE),2010,0.401
TAMILNADU,RAW COAL,CEMENT,2010,0.299
TAMILNADU,RAW COAL,SPONGE IRON,2010,0.127
TAMILNADU,RAW COAL,BRICKS,2010,0.008
TAMILNADU,RAW COAL,OTHER,2010,0.037
TAMILNADU,LIGNITE,POWER (UTILITY),2010,22.385
TAMILNADU,LIGNITE,CEMENT,2010,0.218
TAMILNADU,LIGNITE,CHEMICAL,2010,0.005
TAMILNADU,LIGNITE,PULP & PAPER,2010,0.098
TAMILNADU,LIGNITE,BRICKS,2010,0.035
TAMILNADU,LIGNITE,OTHER,2010,0.071
TAMILNADU,RAW COAL,POWER (UTILITY),2011,12.695
TAMILNADU,RAW COAL,POWER (CAPTIVE),2011,0.488
TAMILNADU,RAW COAL,CEMENT,2011,0.246
TAMILNADU,RAW COAL,SPONGE IRON,2011,0.115
TAMILNADU,RAW COAL,PULP & PAPER,2011,0.073
TAMILNADU,RAW COAL,OTHER,2011,0.030
TAMILNADU,LIGNITE,POWER (UTILITY),2011,22.722
TAMILNADU,LIGNITE,CEMENT,2011,0.242
TAMILNADU,LIGNITE,CHEMICAL,2011,0.002
TAMILNADU,LIGNITE,PULP & PAPER,2011,0.045
TAMILNADU,LIGNITE,BRICKS,2011,0.016
TAMILNADU,LIGNITE,OTHER,2011,0.054
TAMILNADU,RAW COAL,POWER (UTILITY),2012,12.960
TAMILNADU,RAW COAL,POWER (CAPTIVE),2012,0.693
TAMILNADU,RAW COAL,CEMENT,2012,0.171
TAMILNADU,RAW COAL,SPONGE IRON,2012,4.836
TAMILNADU,RAW COAL,PULP & PAPER,2012,0.023
TAMILNADU,RAW COAL,OTHER,2012,0.053
TAMILNADU,LIGNITE,POWER (UTILITY),2012,23.740
TAMILNADU,LIGNITE,STEEL (BOILERS),2012,0.031
TAMILNADU,LIGNITE,CEMENT,2012,0.586
TAMILNADU,LIGNITE,CHEMICAL,2012,0.001
TAMILNADU,LIGNITE,PULP & PAPER,2012,0.052
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2012,0.001
TAMILNADU,LIGNITE,BRICKS,2012,0.014
TAMILNADU,LIGNITE,OTHER,2012,0.037
TAMILNADU,RAW COAL,POWER (UTILITY),2013,12.850
TAMILNADU,RAW COAL,POWER (CAPTIVE),2013,0.584
TAMILNADU,RAW COAL,CEMENT,2013,0.189
TAMILNADU,RAW COAL,SPONGE IRON,2013,0.011
TAMILNADU,RAW COAL,PULP & PAPER,2013,0.020
TAMILNADU,RAW COAL,OTHER,2013,0.043
TAMILNADU,LIGNITE,POWER (UTILITY),2013,24.836
TAMILNADU,LIGNITE,STEEL (BOILERS),2013,0.049
TAMILNADU,LIGNITE,CEMENT,2013,0.668
TAMILNADU,LIGNITE,CHEMICAL,2013,0.018
TAMILNADU,LIGNITE,PULP & PAPER,2013,0.027
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2013,0.003
TAMILNADU,LIGNITE,BRICKS,2013,0.009
TAMILNADU,LIGNITE,OTHER,2013,0.081
TAMILNADU,RAW COAL,POWER (UTILITY),2014,14.863
TAMILNADU,RAW COAL,POWER (CAPTIVE),2014,0.614
TAMILNADU,RAW COAL,CEMENT,2014,0.127
TAMILNADU,RAW COAL,SPONGE IRON,2014,0.001
TAMILNADU,RAW COAL,PULP & PAPER,2014,0.015
TAMILNADU,RAW COAL,OTHER,2014,0.031
TAMILNADU,WASHED COAL,METALLURGICAL USE- COKERIES,2014,0.002
TAMILNADU,LIGNITE,POWER (UTILITY),2014,24.819
TAMILNADU,LIGNITE,STEEL (BOILERS),2014,0.026
TAMILNADU,LIGNITE,CEMENT,2014,0.995
TAMILNADU,LIGNITE,CHEMICAL,2014,0.013
TAMILNADU,LIGNITE,PULP & PAPER,2014,0.071
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2014,0.004
TAMILNADU,LIGNITE,BRICKS,2014,0.010
TAMILNADU,LIGNITE,OTHER,2014,0.053
TAMILNADU,RAW COAL,POWER (UTILITY),2015,16.659
TAMILNADU,RAW COAL,POWER (CAPTIVE),2015,1.003
TAMILNADU,RAW COAL,PULP & PAPER,2015,0.012
TAMILNADU,RAW COAL,OTHER,2015,0.174
TAMILNADU,LIGNITE,POWER (UTILITY),2015,24.494
TAMILNADU,LIGNITE,STEEL (BOILERS),2015,0.023
TAMILNADU,LIGNITE,CEMENT,2015,0.755
TAMILNADU,LIGNITE,CHEMICAL,2015,0.007
TAMILNADU,LIGNITE,PULP & PAPER,2015,0.093
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2015,0.001
TAMILNADU,LIGNITE,BRICKS,2015,0.013
TAMILNADU,LIGNITE,OTHER,2015,0.055
TAMILNADU,LIGNITE,POWER (UTILITY),2016,23.594
TAMILNADU,LIGNITE,STEEL (BOILERS),2016,0.002
TAMILNADU,LIGNITE,CEMENT,2016,0.035
TAMILNADU,LIGNITE,PULP & PAPER,2016,0.043
TAMILNADU,LIGNITE,TEXTILES & RAYONS,2016,0.001
TAMILNADU,LIGNITE,BRICKS,2016,0.008
TAMILNADU,LIGNITE,OTHER,2016,0.034
TAMILNADU,RAW COAL,POWER (UTILITY),2016,19.765
TAMILNADU,RAW COAL,POWER (CAPTIVE),2016,0.710
TAMILNADU,RAW COAL,CEMENT,2016,0.120
TAMILNADU,RAW COAL,PULP & PAPER,2016,0.020
TAMILNADU,RAW COAL,OTHER,2016,0.019
TAMILNADU,TOTAL COAL,POWER (UTILITY),2006,13.460
TAMILNADU,TOTAL COAL,POWER (CAPTIVE),2006,0.175
TAMILNADU,TOTAL COAL,STEEL (BOILERS),2006,0.032
TAMILNADU,TOTAL COAL,CEMENT,2006,0.224
TAMILNADU,TOTAL COAL,FERTILISERS,2006,0.007
TAMILNADU,TOTAL COAL,OTHER BASIC-METAL (ALUMINIUM ETC),2006,0.004
TAMILNADU,TOTAL COAL,OTHER,2006,0.545
TAMILNADU,LIGNITE,POWER (UTILITY),2006,20.283
TAMILNADU,LIGNITE,CEMENT,2006,0.113
TAMILNADU,LIGNITE,CHEMICAL,2006,0.035
TAMILNADU,LIGNITE,PULP & PAPER,2006,0.041
TAMILNADU,LIGNITE,BRICKS,2006,0.079
TAMILNADU,LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),2019,0.004
TAMILNADU,LIGNITE,CHEMICAL,2019,0.004
TAMILNADU,LIGNITE,BRICKS,2019,0.011
TAMILNADU,LIGNITE,STEEL (BOILERS),2019,0.094
TAMILNADU,LIGNITE,OTHER,2019,0.099
TAMILNADU,LIGNITE,PULP & PAPER,2019,0.139
TAMILNADU,LIGNITE,CEMENT,2019,1.212
TAMILNADU,LIGNITE,POWER (CAPTIVE),2019,1.366
TAMILNADU,LIGNITE,POWER (UTILITY),2019,21.582
TAMILNADU,RAW COAL,PULP & PAPER,2019,0.012
TAMILNADU,RAW COAL,OTHER,2019,0.026
TAMILNADU,RAW COAL,CEMENT,2019,0.096
TAMILNADU,RAW COAL,POWER (CAPTIVE),2019,0.357
TAMILNADU,RAW COAL,POWER (UTILITY),2019,24.167
TAMILNADU,RAW COAL,PULP & PAPER,2017,0.016
TAMILNADU,RAW COAL,POWER (CAPTIVE),2017,0.039
TAMILNADU,RAW COAL,CEMENT,2017,0.079
TAMILNADU,RAW COAL,OTHER,2017,0.284
TAMILNADU,RAW COAL,POWER (UTILITY),2017,19.171
TAMILNADU,LIGNITE,BRICKS,2017,0.009
TAMILNADU,LIGNITE,CEMENT,2017,0.002
TAMILNADU,LIGNITE,CHEMICAL,2017,0.000
TAMILNADU,LIGNITE,FERTILISERS,2017,0.000
TAMILNADU,LIGNITE,OTHER,2017,0.039
TAMILNADU,LIGNITE,PULP & PAPER,2017,0.042
TAMILNADU,LIGNITE,POWER (CAPTIVE),2017,1.167
TAMILNADU,LIGNITE,POWER (UTILITY),2017,22.871
TAMILNADU,LIGNITE,STEEL (BOILERS),2017,0.035
TAMILNADU,RAW COAL,PULP & PAPER,2018,0.023
TAMILNADU,RAW COAL,OTHER,2018,0.023
TAMILNADU,RAW COAL,CEMENT,2018,0.072
TAMILNADU,RAW COAL,POWER (CAPTIVE),2018,0.474
