Q14240	Q14240	IF4A2_HUMAN
P0DJD8	P0DJD8	PEPA3_HUMAN
Q3LI54	Q3LI54	KR198_HUMAN
Q92786	Q92786	PROX1_HUMAN
Q9GZK6	Q9GZK6	OR2J1_HUMAN
P43121	P43121	MUC18_HUMAN
Q8NGG0	Q8NGG0	OR8J3_HUMAN
P18564	P18564	ITB6_HUMAN
Q8N2M4	Q8N2M4	TM86A_HUMAN
Q4ZHG4	Q4ZHG4	FNDC1_HUMAN
Q9UGK3	Q9UGK3	STAP2_HUMAN
Q9P1W3	Q9P1W3	CSC1_HUMAN
Q3MIS6	Q3MIS6	ZN528_HUMAN
O75095	O75095	MEGF6_HUMAN
P58182	P58182	O12D2_HUMAN
Q8TD30	Q8TD30	ALAT2_HUMAN
Q6ZR52	Q6ZR52	ZN493_HUMAN
P19013	P19013	K2C4_HUMAN
Q8NGN2	Q8NGN2	O10S1_HUMAN
P05155	P05155	IC1_HUMAN
P11309	P11309	PIM1_HUMAN
P0DJD1	P0DJD1	RGPD2_HUMAN
Q9BSF4	Q9BSF4	TIM29_HUMAN
Q3LI62	Q3LI62	KR204_HUMAN
A8MUP6	A8MUP6	GS1L2_HUMAN
Q14694	Q14694	UBP10_HUMAN
Q8N6Q1	Q8N6Q1	TMC5A_HUMAN
H7C241	H7C241	CLD34_HUMAN
Q8IUH4	Q8IUH4	ZDH13_HUMAN
B3KS81	B3KS81	SRRM5_HUMAN
Q9Y520	Q9Y520	PRC2C_HUMAN
Q6UB28	Q6UB28	MAP12_HUMAN
Q14549	Q14549	GBX1_HUMAN
Q8WU90	Q8WU90	ZC3HF_HUMAN
O75027	O75027	ABCB7_HUMAN
Q96N46	Q96N46	TTC14_HUMAN
Q9Y5K3	Q9Y5K3	PCY1B_HUMAN
Q68EN5	Q68EN5	K895L_HUMAN
Q6NUK1	Q6NUK1	SCMC1_HUMAN
Q9NYY3	Q9NYY3	PLK2_HUMAN
Q8N423	Q8N423	LIRB2_HUMAN
Q8N442	Q8N442	GUF1_HUMAN
Q6ZNJ1	Q6ZNJ1	NBEL2_HUMAN
P27701	P27701	CD82_HUMAN
P54819	P54819	KAD2_HUMAN
Q92900	Q92900	RENT1_HUMAN
Q9Y584	Q9Y584	TIM22_HUMAN
Q9NYM9	Q9NYM9	BET1L_HUMAN
Q8TD26	Q8TD26	CHD6_HUMAN
E9PQX1	E9PQX1	TM262_HUMAN
Q9UPQ7	Q9UPQ7	PZRN3_HUMAN
Q9Y3P8	Q9Y3P8	SIT1_HUMAN
Q7L775	Q7L775	EPMIP_HUMAN
Q8N9W4	Q8N9W4	GG6L2_HUMAN
P19235	P19235	EPOR_HUMAN
Q9BWM7	Q9BWM7	SFXN3_HUMAN
Q8N8S7	Q8N8S7	ENAH_HUMAN
Q9NSI8	Q9NSI8	SAMN1_HUMAN
Q9NQR7	Q9NQR7	CC177_HUMAN
Q9NP71	Q9NP71	MLXPL_HUMAN
P20366	P20366	TKN1_HUMAN
O00461	O00461	GOLI4_HUMAN
Q9ULZ2	Q9ULZ2	STAP1_HUMAN
Q9UNE2	Q9UNE2	RPH3L_HUMAN
Q9H2B4	Q9H2B4	S26A1_HUMAN
P05187	P05187	PPB1_HUMAN
P11279	P11279	LAMP1_HUMAN
P14550	P14550	AK1A1_HUMAN
A8MVS5	A8MVS5	HIDE1_HUMAN
Q9BY27	Q9BY27	DGC6L_HUMAN
Q8IVC4	Q8IVC4	ZN584_HUMAN
P48595	P48595	SPB10_HUMAN
Q9NZJ6	Q9NZJ6	COQ3_HUMAN
P60002	P60002	ELOF1_HUMAN
P07098	P07098	LIPG_HUMAN
P18621	P18621	RL17_HUMAN
S4R3P1	S4R3P1	HMN13_HUMAN
Q9H6Q3	Q9H6Q3	SLAP2_HUMAN
Q9NY72	Q9NY72	SCN3B_HUMAN
A6NK58	A6NK58	LIPT2_HUMAN
P22303	P22303	ACES_HUMAN
Q9UKP6	Q9UKP6	UR2R_HUMAN
Q9UJU5	Q9UJU5	FOXD3_HUMAN
P28300	P28300	LYOX_HUMAN
Q9NPA1	Q9NPA1	KCMB3_HUMAN
P41252	P41252	SYIC_HUMAN
Q9UPR6	Q9UPR6	ZFR2_HUMAN
Q99943	Q99943	PLCA_HUMAN
Q6UXK2	Q6UXK2	ISLR2_HUMAN
O14490	O14490	DLGP1_HUMAN
Q13838	Q13838	DX39B_HUMAN
Q9UBF6	Q9UBF6	RBX2_HUMAN
Q9NZK5	Q9NZK5	ADA2_HUMAN
O60220	O60220	TIM8A_HUMAN
Q96E39	Q96E39	RMXL1_HUMAN
O95976	O95976	IGSF6_HUMAN
Q8N8D1	Q8N8D1	PDCD7_HUMAN
Q6Q0C1	Q6Q0C1	S2547_HUMAN
P10075	P10075	GLI4_HUMAN
Q86VX2	Q86VX2	COMD7_HUMAN
Q9H967	Q9H967	WDR76_HUMAN
O43395	O43395	PRPF3_HUMAN
Q6P9H4	Q6P9H4	CNKR3_HUMAN
Q9BTM9	Q9BTM9	URM1_HUMAN
P62899	P62899	RL31_HUMAN
Q9UHW9	Q9UHW9	S12A6_HUMAN
P35573	P35573	GDE_HUMAN
P46199	P46199	IF2M_HUMAN
Q86TV6	Q86TV6	TTC7B_HUMAN
O75334	O75334	LIPA2_HUMAN
O95202	O95202	LETM1_HUMAN
P09758	P09758	TACD2_HUMAN
Q96C00	Q96C00	ZBTB9_HUMAN
Q9NUA8	Q9NUA8	ZBT40_HUMAN
O75414	O75414	NDK6_HUMAN
P51946	P51946	CCNH_HUMAN
P59044	P59044	NLRP6_HUMAN
Q6XUX3	Q6XUX3	DUSTY_HUMAN
Q96EE4	Q96EE4	CC126_HUMAN
Q8NH54	Q8NH54	O56A3_HUMAN
Q5VYV0	Q5VYV0	FOXB2_HUMAN
Q92903	Q92903	CDS1_HUMAN
Q8NF99	Q8NF99	ZN397_HUMAN
Q86Y37	Q86Y37	CACL1_HUMAN
P51854	P51854	TKTL1_HUMAN
Q96LA6	Q96LA6	FCRL1_HUMAN
Q13572	Q13572	ITPK1_HUMAN
P35498	P35498	SCN1A_HUMAN
Q76LX8	Q76LX8	ATS13_HUMAN
Q9BW04	Q9BW04	SARG_HUMAN
Q8IXL6	Q8IXL6	FA20C_HUMAN
P0DN87	P0DN87	CGB7_HUMAN
Q9BXJ5	Q9BXJ5	C1QT2_HUMAN
Q9BYQ0	Q9BYQ0	KRA98_HUMAN
Q13117	Q13117	DAZ2_HUMAN
P05109	P05109	S10A8_HUMAN
Q8NEE8	Q8NEE8	TTC16_HUMAN
Q6IS14	Q6IS14	IF5AL_HUMAN
Q9BZJ4	Q9BZJ4	S2539_HUMAN
P20023	P20023	CR2_HUMAN
O95295	O95295	SNAPN_HUMAN
Q96A37	Q96A37	RN166_HUMAN
P00387	P00387	NB5R3_HUMAN
P15516	P15516	HIS3_HUMAN
C9J302	C9J302	CD051_HUMAN
Q4W5P6	Q4W5P6	TM155_HUMAN
Q969S2	Q969S2	NEIL2_HUMAN
P33032	P33032	MC5R_HUMAN
P46934	P46934	NEDD4_HUMAN
Q8N136	Q8N136	DAW1_HUMAN
Q92599	Q92599	SEPT8_HUMAN
O75677	O75677	RFPL1_HUMAN
Q8TAC2	Q8TAC2	JOS2_HUMAN
O60423	O60423	AT8B3_HUMAN
Q96HR9	Q96HR9	REEP6_HUMAN
P09093	P09093	CEL3A_HUMAN
Q8IVL1	Q8IVL1	NAV2_HUMAN
Q14469	Q14469	HES1_HUMAN
Q5TC12	Q5TC12	ATPF1_HUMAN
O75144	O75144	ICOSL_HUMAN
P48067	P48067	SC6A9_HUMAN
Q96S79	Q96S79	RSLAB_HUMAN
Q6ZT07	Q6ZT07	TBCD9_HUMAN
P21695	P21695	GPDA_HUMAN
Q8TAD2	Q8TAD2	IL17D_HUMAN
O43795	O43795	MYO1B_HUMAN
Q9NQP4	Q9NQP4	PFD4_HUMAN
Q9BQG2	Q9BQG2	NUD12_HUMAN
P05023	P05023	AT1A1_HUMAN
Q9NP98	Q9NP98	MYOZ1_HUMAN
Q96JG9	Q96JG9	ZN469_HUMAN
Q7Z3D6	Q7Z3D6	GLUCM_HUMAN
Q5VWQ0	Q5VWQ0	RSBN1_HUMAN
Q9Y6I4	Q9Y6I4	UBP3_HUMAN
Q9H8J5	Q9H8J5	MANS1_HUMAN
Q9UNH6	Q9UNH6	SNX7_HUMAN
Q99615	Q99615	DNJC7_HUMAN
Q96MT1	Q96MT1	RN145_HUMAN
Q9UKA9	Q9UKA9	PTBP2_HUMAN
Q8NH56	Q8NH56	O52N5_HUMAN
P03950	P03950	ANGI_HUMAN
Q17RN3	Q17RN3	FA98C_HUMAN
Q9Y4U1	Q9Y4U1	MMAC_HUMAN
Q14254	Q14254	FLOT2_HUMAN
P42081	P42081	CD86_HUMAN
P35249	P35249	RFC4_HUMAN
O75949	O75949	F155B_HUMAN
P35504	P35504	UD15_HUMAN
P78559	P78559	MAP1A_HUMAN
Q6ZVZ8	Q6ZVZ8	ASB18_HUMAN
Q8TDN1	Q8TDN1	KCNG4_HUMAN
O43709	O43709	BUD23_HUMAN
Q9BZH6	Q9BZH6	WDR11_HUMAN
