Date,GeoId,CumulativeCount_MedicalTest_COVID_19,CumulativeCount_MedicalTest_COVID_19_Positive,CumulativeCount_MedicalTest_COVID_19_Negative,Count_MedicalTest_COVID_19_Pending,CumulativeCount_MedicalConditionIncident_COVID_19_PatientRecovered,CumulativeCount_MedicalConditionIncident_COVID_19_PatientDeceased,Count_MedicalConditionIncident_COVID_19_PatientHospitalized,CumulativeCount_MedicalConditionIncident_COVID_19_PatientHospitalized,Count_MedicalConditionIncident_COVID_19_PatientInICU,CumulativeCount_MedicalConditionIncident_COVID_19_PatientInICU,Count_MedicalConditionIncident_COVID_19_PatientOnVentilator,CumulativeCount_MedicalConditionIncident_COVID_19_PatientOnVentilator
2020-03-31,dcid:geoId/17,35225,5994,29231,,,99,,,,,,
2020-03-31,dcid:geoId/18,13373,2159,11214,,,49,,,,,,
2020-03-31,dcid:geoId/20,5424,428,4996,,,9,,79,,,,
2020-03-31,dcid:geoId/21,6810,480,6330,,,11,,,,,,
2020-03-31,dcid:geoId/22,38967,5237,33730,,,239,1355,,,,438,
2020-03-31,dcid:geoId/25,46961,6521,40440,,,153,,562,,,,
2020-03-31,dcid:geoId/24,16528,1660,14868,,,43,,429,,,,
2020-03-31,dcid:geoId/23,6391,303,6088,,68,5,,57,,,,
2020-03-31,dcid:geoId/26,44988,18654,26334,,,551,,,,,,
2020-03-31,dcid:geoId/27,21851,916,20935,,,12,56,112,26,26,,
2020-03-31,dcid:geoId/29,15941,1327,14614,,,14,,,,,,
2020-03-31,dcid:geoId/69,2,2,,,,,,,,,,
2020-03-31,dcid:geoId/28,4474,937,3537,,,20,,211,,,,
2020-03-31,dcid:geoId/30,4418,184,4234,,,4,,14,,,,
2020-03-31,dcid:geoId/37,23106,1498,21608,,,8,157,,,,,
2020-03-31,dcid:geoId/38,4257,126,4131,,30,3,,21,,,,
2020-03-31,dcid:geoId/31,3103,172,2931,8,,3,,,,,,
2020-03-31,dcid:geoId/33,5727,314,5413,65,,3,,45,,,,
2020-03-31,dcid:geoId/34,45773,18696,27077,,,267,2000,,,,,
2020-03-31,dcid:geoId/35,12527,281,12246,,26,4,22,,,,,
2020-03-31,dcid:geoId/32,11794,1113,10681,,,37,,,,,,
2020-03-31,dcid:geoId/36,205186,75795,129391,,4975,1550,10929,17085,2710,,,
2020-03-31,dcid:geoId/39,29191,2199,26992,,,55,,585,,198,,
2020-03-31,dcid:geoId/40,1794,565,1229,,,23,,177,83,,,
2020-03-31,dcid:geoId/41,13826,690,13136,,,18,132,154,,,40,
2020-03-31,dcid:geoId/42,42488,4843,37645,,,63,,514,,,,
2020-03-31,dcid:geoId/72,1434,239,1195,854,,8,,,,,,
2020-03-31,dcid:geoId/44,3965,489,3476,,35,8,59,,9,,6,
2020-03-31,dcid:geoId/45,5699,1083,4616,,,22,,102,,,,
2020-03-31,dcid:geoId/46,3717,108,3609,0,44,1,,12,,,,
2020-03-31,dcid:geoId/47,27360,2239,25121,,121,23,,175,,,,
2020-03-31,dcid:geoId/48,42992,3266,39726,,38,41,196,,,,,
2020-03-31,dcid:geoId/49,18513,887,17626,,,5,,73,,,,
2020-03-31,dcid:geoId/51,13401,1250,12151,,,27,,165,,,,
2020-03-31,dcid:geoId/78,156,30,126,24,21,,,,,,,
2020-03-31,dcid:geoId/50,4269,320,3949,,15,13,21,36,,,,
2020-03-31,dcid:geoId/53,85668,8431,77237,,,262,,,,,,
2020-03-31,dcid:geoId/55,18960,1585,17375,,,16,,337,,,,
2020-03-31,dcid:geoId/54,4143,162,3981,,,1,,1,,,,
2020-03-31,dcid:geoId/56,2108,109,1999,,26,0,,17,,,,
2020-03-30,dcid:geoId/02,3654,114,3540,,,3,,7,,,,
2020-03-30,dcid:geoId/01,6553,859,5694,,,6,,,,,,
2020-03-30,dcid:geoId/05,5735,473,5262,,29,7,62,,,,21,
2020-03-30,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-30,dcid:geoId/04,16759,1157,15602,,,20,,478,,,,
2020-03-30,dcid:geoId/06,26996,6447,20549,64400,,133,1432,,597,,,
2020-03-30,dcid:geoId/08,15364,2627,12737,,,51,358,414,,,,
2020-03-30,dcid:geoId/09,14600,2571,12029,,,36,517,,,,,
2020-03-30,dcid:geoId/11,3083,401,2682,2,106,9,,,,,,
2020-03-30,dcid:geoId/10,2480,264,2216,,9,11,45,,,,,
2020-03-30,dcid:geoId/12,53698,5473,48225,,,63,,652,,,,
2020-03-30,dcid:geoId/13,12724,2809,9915,,,87,,707,,,,
2020-03-30,dcid:geoId/66,410,58,352,,7,1,19,,2,,,
2020-03-30,dcid:geoId/15,8000,175,7825,,,,,12,,,,
2020-03-30,dcid:geoId/19,6586,424,6162,,23,6,51,74,,,,
2020-03-30,dcid:geoId/16,4706,310,4396,,,6,,39,,,,
2020-03-30,dcid:geoId/17,30446,5057,25389,,,73,,,,,,
2020-03-30,dcid:geoId/18,11658,1786,9872,,,35,,,,,,
2020-03-30,dcid:geoId/20,4922,368,4554,,,8,,66,,,,
2020-03-30,dcid:geoId/21,6018,439,5579,,,9,,,,,,
2020-03-30,dcid:geoId/22,34033,4025,30008,,,185,1185,,,,385,
2020-03-30,dcid:geoId/25,42819,5653,37166,,,124,,453,,,,
2020-03-30,dcid:geoId/24,14729,1413,13316,,,35,,353,,,,
2020-03-30,dcid:geoId/23,3669,275,3394,,41,3,,49,,,,
2020-03-30,dcid:geoId/26,40626,17363,23263,,,437,,,,,,
2020-03-30,dcid:geoId/27,20335,823,19512,,,10,56,92,24,24,,
2020-03-30,dcid:geoId/29,14235,1031,13204,,,13,,,,,,
2020-03-30,dcid:geoId/69,2,2,,,,,,,,,,
2020-03-30,dcid:geoId/28,3836,847,2989,,,16,,195,,,,
2020-03-30,dcid:geoId/30,4314,171,4143,,,4,,10,,,,
2020-03-30,dcid:geoId/37,20864,1307,19557,,,6,137,,,,,
2020-03-30,dcid:geoId/38,3837,109,3728,,19,2,,19,,,,
2020-03-30,dcid:geoId/31,2729,145,2584,5,,2,,,,,,
2020-03-30,dcid:geoId/33,5700,314,5386,144,,3,,45,,,,
2020-03-30,dcid:geoId/34,41860,16636,25224,,,198,2000,,,,,
2020-03-30,dcid:geoId/35,11179,237,10942,,26,2,22,,,,,
2020-03-30,dcid:geoId/32,11215,1008,10207,,,32,,,,,,
2020-03-30,dcid:geoId/36,186468,66497,119971,,4204,1218,9517,14578,2352,,,
2020-03-30,dcid:geoId/39,27275,1933,25342,,,39,,475,,163,,
2020-03-30,dcid:geoId/40,1688,481,1207,,,17,,153,103,,,
2020-03-30,dcid:geoId/41,12883,606,12277,,,16,132,140,,,39,
2020-03-30,dcid:geoId/42,37864,4087,33777,,,49,,386,,,,
2020-03-30,dcid:geoId/72,1105,174,931,794,,6,,,,,,
2020-03-30,dcid:geoId/44,3589,402,3187,,,4,41,,9,,6,
2020-03-30,dcid:geoId/45,5085,925,4160,,,18,,102,,,,
2020-03-30,dcid:geoId/46,3579,101,3478,0,34,1,,,,,,
2020-03-30,dcid:geoId/47,23304,1834,21470,,,13,,148,,,,
2020-03-30,dcid:geoId/48,35880,2877,33003,,38,34,,,,,,
2020-03-30,dcid:geoId/49,16003,806,15197,,,4,,,,,,
2020-03-30,dcid:geoId/51,12038,1020,11018,,,25,,136,,,,
2020-03-30,dcid:geoId/78,156,30,126,24,,,,,,,,
2020-03-30,dcid:geoId/50,4011,293,3718,,,12,,18,,,,
2020-03-30,dcid:geoId/53,80962,8120,72842,,,248,,,,,,
2020-03-30,dcid:geoId/55,17278,1422,15856,,,14,,,,,,
2020-03-30,dcid:geoId/54,3110,126,2984,0,,1,,1,,,,
2020-03-30,dcid:geoId/56,1934,94,1840,,24,0,,17,,,,
2020-03-29,dcid:geoId/02,3334,102,3232,,,2,,6,,,,
2020-03-29,dcid:geoId/01,4990,806,4184,,,4,,,,,,
2020-03-29,dcid:geoId/05,3453,426,3027,,28,6,43,,,,16,
2020-03-29,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-29,dcid:geoId/04,13872,919,12953,,,17,,427,,,,
2020-03-29,dcid:geoId/06,26257,5708,20549,64400,,123,1034,,410,,,
2020-03-29,dcid:geoId/08,13276,2061,11215,,,44,332,274,,,,
2020-03-29,dcid:geoId/09,11900,1993,9907,,,34,404,,,,,
2020-03-29,dcid:geoId/11,2811,342,2469,1,66,5,,,,,,
2020-03-29,dcid:geoId/10,268,232,36,,9,10,33,,,,,
2020-03-29,dcid:geoId/12,43316,4246,39070,,,56,,594,,,,
2020-03-29,dcid:geoId/13,12564,2651,9913,,,80,,666,,,,
2020-03-29,dcid:geoId/66,390,56,334,,7,1,15,,,,,
2020-03-29,dcid:geoId/15,7000,151,6849,,,,,12,,,,
2020-03-29,dcid:geoId/19,5349,336,5013,,17,4,51,68,,,,
2020-03-29,dcid:geoId/16,4282,261,4021,,,5,,36,,,,
2020-03-29,dcid:geoId/17,27762,4596,23166,,,65,,,,,,
2020-03-29,dcid:geoId/18,9830,1514,8316,,,32,,,,,,
2020-03-29,dcid:geoId/20,4513,319,4194,,,6,,55,,,,
2020-03-29,dcid:geoId/21,5541,394,5147,,,9,,,,,,
2020-03-29,dcid:geoId/22,27871,3540,24331,,,151,1127,,,,380,
2020-03-29,dcid:geoId/25,39090,4856,34234,,,99,,399,,,,
2020-03-29,dcid:geoId/24,13593,1239,12354,,,24,,277,,,,
2020-03-29,dcid:geoId/23,3647,253,3394,,41,3,,,,,,
2020-03-29,dcid:geoId/26,33201,15784,17417,,,351,,,,,,
2020-03-29,dcid:geoId/27,19291,725,18566,,243,9,39,75,,17,,
2020-03-29,dcid:geoId/29,12385,838,11547,,,10,,,,,,
2020-03-29,dcid:geoId/69,2,2,,,,,,,,,,
2020-03-29,dcid:geoId/28,3318,758,2560,,,14,,235,,,,
2020-03-29,dcid:geoId/30,4297,154,4143,,,1,,8,,,,
2020-03-29,dcid:geoId/37,18945,1040,17905,,,4,91,,,,,
2020-03-29,dcid:geoId/38,3453,98,3355,,18,1,,17,,,,
2020-03-29,dcid:geoId/31,2076,108,1968,4,,2,,,,,,
2020-03-29,dcid:geoId/33,4738,214,4524,285,,2,,33,,,,
2020-03-29,dcid:geoId/34,35602,13386,22216,,,161,2000,,,,,
2020-03-29,dcid:geoId/35,11006,237,10769,,2,2,19,,,,,
2020-03-29,dcid:geoId/32,9150,738,8412,,,28,,,,,,
2020-03-29,dcid:geoId/36,172360,59513,112847,,3572,965,8503,12695,2037,,,
2020-03-29,dcid:geoId/39,20665,1653,19012,,,29,,403,,139,,
2020-03-29,dcid:geoId/40,1634,429,1205,,,16,,140,,,,
2020-03-29,dcid:geoId/41,11426,548,10878,,,13,107,129,,,37,
2020-03-29,dcid:geoId/42,33455,3394,30061,,,38,,353,,,,
2020-03-29,dcid:geoId/72,968,127,841,817,,5,,,,,,
2020-03-29,dcid:geoId/44,3134,294,2840,,,3,35,,9,,6,
2020-03-29,dcid:geoId/45,3789,774,3015,,,16,,102,,,,
2020-03-29,dcid:geoId/46,3217,90,3127,1,29,1,,,,,,
2020-03-29,dcid:geoId/47,20574,1537,19037,,,7,,133,,,,
2020-03-29,dcid:geoId/48,25760,2552,23208,,,34,,,,,,
2020-03-29,dcid:geoId/49,13993,719,13274,,,2,,,,,,
2020-03-29,dcid:geoId/51,10609,890,9719,,,22,,112,,,,
2020-03-29,dcid:geoId/78,146,23,123,37,,,,,,,,
2020-03-29,dcid:geoId/50,3739,256,3483,,,12,,18,,,,
2020-03-29,dcid:geoId/53,75812,7715,68097,,,237,,,,,,
2020-03-29,dcid:geoId/55,17826,1276,16550,,,13,,,,,,
2020-03-29,dcid:geoId/54,2818,113,2705,0,,0,,1,,,,
2020-03-29,dcid:geoId/56,1640,86,1554,,20,0,,15,,,,
2020-03-28,dcid:geoId/02,2921,85,2836,,,2,,5,,,,
2020-03-28,dcid:geoId/01,4880,696,4184,,,3,,,,,,
2020-03-28,dcid:geoId/05,3342,404,2938,,24,5,48,,,,17,
2020-03-28,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-28,dcid:geoId/04,8328,873,7455,21,,15,,386,,,,
2020-03-28,dcid:geoId/06,25192,4643,20549,64400,,101,1034,,410,,,
2020-03-28,dcid:geoId/08,11676,1734,9942,,,31,307,239,,,,
2020-03-28,dcid:geoId/09,8400,1291,7109,,,27,173,,,,,
2020-03-28,dcid:geoId/11,2515,304,2211,1,51,4,,,,,,
2020-03-28,dcid:geoId/10,250,214,36,,9,9,31,,,,,
2020-03-28,dcid:geoId/12,39129,3763,35366,,,54,,526,,,,
2020-03-28,dcid:geoId/13,11051,2366,8685,,,69,,617,,,,
2020-03-28,dcid:geoId/66,354,55,299,,7,1,15,,,,,
2020-03-28,dcid:geoId/15,4477,120,4357,,,,,8,,,,
2020-03-28,dcid:geoId/19,4673,298,4375,,15,3,46,61,,,,
2020-03-28,dcid:geoId/16,3572,230,3342,,,4,,25,,,,
2020-03-28,dcid:geoId/17,25491,3491,22000,,,47,,,,,,
2020-03-28,dcid:geoId/18,8407,1232,7175,,,31,,,,,,
2020-03-28,dcid:geoId/20,3932,261,3671,,,5,,27,,,,
2020-03-28,dcid:geoId/21,5123,302,4821,,,8,,,,,,
2020-03-28,dcid:geoId/22,25161,3315,21846,,,137,927,,,,336,
2020-03-28,dcid:geoId/25,35073,4158,30915,,,72,,350,,,,
2020-03-28,dcid:geoId/24,12508,992,11516,,,17,,226,,,,
2020-03-28,dcid:geoId/23,3605,211,3394,,36,1,,,,,,
2020-03-28,dcid:geoId/26,30767,14865,15902,,,283,,,,,,
2020-03-28,dcid:geoId/27,18082,687,17395,,215,5,30,57,,17,,
2020-03-28,dcid:geoId/29,10920,838,10082,,,10,,,,,,
2020-03-28,dcid:geoId/69,2,2,,,,,,,,,,
2020-03-28,dcid:geoId/28,3223,663,2560,,,13,,219,,,,
2020-03-28,dcid:geoId/30,3385,129,3256,,,1,,7,,,,
2020-03-28,dcid:geoId/37,17527,935,16592,,,4,87,,,,,
2020-03-28,dcid:geoId/38,2892,83,2809,,16,1,,16,,,,
2020-03-28,dcid:geoId/31,2000,96,1904,,,2,,,,,,
2020-03-28,dcid:geoId/33,3843,187,3656,296,,2,,30,,,,
2020-03-28,dcid:geoId/34,30510,11124,19386,,,140,2000,,,,,
2020-03-28,dcid:geoId/35,9387,191,9196,,,1,17,,,,,
2020-03-28,dcid:geoId/32,8522,621,7901,,,25,,,,,,
2020-03-28,dcid:geoId/36,155934,52318,103616,,2726,728,7328,10454,1755,,,
2020-03-28,dcid:geoId/39,20418,1406,19012,,,25,,344,,123,,
2020-03-28,dcid:geoId/40,1557,377,1180,,,15,,126,,,,
2020-03-28,dcid:geoId/41,10172,479,9693,,,13,107,117,,,31,
2020-03-28,dcid:geoId/42,28005,2751,25254,,,34,,316,,,,
2020-03-28,dcid:geoId/72,839,100,739,792,,3,,,,,,
2020-03-28,dcid:geoId/44,2780,239,2541,138,,,29,,9,,6,
2020-03-28,dcid:geoId/45,2947,539,2408,,,13,,102,,,,
2020-03-28,dcid:geoId/46,2660,68,2592,0,26,1,,,,,,
2020-03-28,dcid:geoId/47,18338,1373,16965,,,6,,118,,,,
2020-03-28,dcid:geoId/48,25260,2052,23208,,,27,,,,,,
2020-03-28,dcid:geoId/49,11312,602,10710,,,2,,,,,,
2020-03-28,dcid:geoId/51,9166,739,8427,,,17,,99,,,,
2020-03-28,dcid:geoId/78,128,22,106,55,,,,,,,,
2020-03-28,dcid:geoId/50,3426,234,3192,,,12,,18,,,,
2020-03-28,dcid:geoId/53,73979,7397,66582,,,220,,,,,,
2020-03-28,dcid:geoId/55,16366,1134,15232,,,13,,,,,,
2020-03-28,dcid:geoId/54,2427,96,2331,6,,0,,1,,,,
2020-03-28,dcid:geoId/56,1557,82,1475,,18,0,,14,,,,
2020-03-27,dcid:geoId/02,2388,69,2319,13,,1,,3,,,,
2020-03-27,dcid:geoId/01,4771,587,4184,,,3,,,,,,
2020-03-27,dcid:geoId/05,1926,381,1545,,19,3,48,,,,17,
2020-03-27,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-27,dcid:geoId/04,8191,736,7455,30,,13,,343,,,,
2020-03-27,dcid:geoId/06,21259,3879,17380,57400,,78,746,,200,,,
2020-03-27,dcid:geoId/08,10122,1430,8692,,,24,278,184,,,,
2020-03-27,dcid:geoId/09,8400,1291,7109,,,27,173,,,,,
2020-03-27,dcid:geoId/11,2164,267,1897,2,49,3,,,,,,
2020-03-27,dcid:geoId/10,199,163,36,,9,5,15,,,,,
2020-03-27,dcid:geoId/12,30951,2765,28186,1517,,34,,456,,,,
2020-03-27,dcid:geoId/13,9865,2001,7864,,,64,,566,,,,
2020-03-27,dcid:geoId/66,350,51,299,,,1,13,,,,,
2020-03-27,dcid:geoId/15,4463,106,4357,,,,,7,,,,
2020-03-27,dcid:geoId/19,3975,235,3740,,18,3,32,50,,,,
2020-03-27,dcid:geoId/16,2857,189,2668,,,3,,,,,,
2020-03-27,dcid:geoId/17,21542,3026,18516,,,34,,,,,,
2020-03-27,dcid:geoId/18,6936,981,5955,,,24,,,,,,
2020-03-27,dcid:geoId/20,3431,202,3229,,,4,,27,,,,
2020-03-27,dcid:geoId/21,4016,248,3768,,,6,,,,,,
2020-03-27,dcid:geoId/22,21359,2746,18613,,,119,773,,,,270,
2020-03-27,dcid:geoId/25,29395,3151,26244,,,57,,219,,,,
2020-03-27,dcid:geoId/24,868,774,94,,25,10,,173,,,,
2020-03-27,dcid:geoId/23,3562,168,3394,,24,1,,,,,,
2020-03-27,dcid:geoId/26,27939,13799,14140,,,212,,,,,,
2020-03-27,dcid:geoId/27,14245,640,13605,,176,4,34,51,,17,,
2020-03-27,dcid:geoId/29,1038,669,369,,,8,,,,,,
2020-03-27,dcid:geoId/69,0,0,,,,0,,,,,,
2020-03-27,dcid:geoId/28,3139,579,2560,,,8,,185,,,,
2020-03-27,dcid:geoId/30,2698,108,2590,,,,,7,,,,
2020-03-27,dcid:geoId/37,15136,763,14373,,,3,77,,,,,
2020-03-27,dcid:geoId/38,2492,65,2427,,15,0,,13,,,,
2020-03-27,dcid:geoId/31,1846,85,1761,,,0,,,,,,
2020-03-27,dcid:geoId/33,3553,158,3395,592,,1,,25,,,,
2020-03-27,dcid:geoId/34,25372,8825,16547,,,108,2000,,,,,
2020-03-27,dcid:geoId/35,8513,136,8377,,,1,,,,,,
2020-03-27,dcid:geoId/32,6696,535,6161,,,21,,,,,,
2020-03-27,dcid:geoId/36,145753,44635,101118,,2045,519,6481,8732,1583,,,
2020-03-27,dcid:geoId/39,20149,1137,19012,,,19,,276,,107,,
2020-03-27,dcid:geoId/40,1406,322,1084,,,8,,105,,,,
2020-03-27,dcid:geoId/41,8924,414,8510,,,12,91,102,,,31,
2020-03-27,dcid:geoId/42,23234,2218,21016,,,22,,241,,,,
2020-03-27,dcid:geoId/72,598,79,519,334,,3,,,,,,
2020-03-27,dcid:geoId/44,2509,203,2306,138,,,28,,9,,6,
2020-03-27,dcid:geoId/45,2763,456,2307,,,9,,102,,,,
2020-03-27,dcid:geoId/46,2445,58,2387,20,21,1,,,,,,
2020-03-27,dcid:geoId/47,16091,1203,14888,,,6,,103,,,,
2020-03-27,dcid:geoId/48,23666,1731,21935,,,23,,,,,,
2020-03-27,dcid:geoId/49,9244,480,8764,,,2,,,,,,
2020-03-27,dcid:geoId/51,7337,604,6733,,,14,,83,,,,
2020-03-27,dcid:geoId/78,74,19,55,2,,,,,,,,
2020-03-27,dcid:geoId/50,3081,213,2868,,,10,,18,,,,
2020-03-27,dcid:geoId/53,71378,7076,64302,,,199,,,,,,
2020-03-27,dcid:geoId/55,14109,969,13140,,,13,,,,,,
2020-03-27,dcid:geoId/54,1855,76,1779,43,,0,,1,,,,
2020-03-27,dcid:geoId/56,1281,70,1211,,17,0,,11,,,,
2020-03-26,dcid:geoId/02,1860,59,1801,,,1,,3,,,,
2020-03-26,dcid:geoId/01,4099,506,3593,,,1,,,,,,
2020-03-26,dcid:geoId/05,1839,335,1504,,13,3,41,,,,13,
2020-03-26,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-26,dcid:geoId/04,924,577,347,33,,8,,303,,,,
2020-03-26,dcid:geoId/06,20386,3006,17380,57400,,65,,,,,,
2020-03-26,dcid:geoId/08,8064,1086,6978,,,19,230,148,,,,
2020-03-26,dcid:geoId/09,6637,1012,5625,,,21,125,,,,,
2020-03-26,dcid:geoId/11,1857,231,1626,1,21,3,,,,,,
2020-03-26,dcid:geoId/10,166,130,36,,4,3,13,,,,,
2020-03-26,dcid:geoId/12,26096,2355,23741,1443,,28,,406,,,,
2020-03-26,dcid:geoId/13,8926,1525,7401,,,48,,473,,,,
2020-03-26,dcid:geoId/66,308,45,263,,,1,11,,,,,
2020-03-26,dcid:geoId/15,4452,95,4357,,,,,5,,,,
2020-03-26,dcid:geoId/19,2757,179,2578,,15,1,31,46,,,,
2020-03-26,dcid:geoId/16,2188,123,2065,,,0,,,,,,
2020-03-26,dcid:geoId/17,16631,2538,14093,,,26,,,,,,
2020-03-26,dcid:geoId/18,4651,645,4006,,,17,,,,,,
2020-03-26,dcid:geoId/20,3037,168,2869,,,3,,,,,,
2020-03-26,dcid:geoId/21,3300,198,3102,,,4,,,,,,
2020-03-26,dcid:geoId/22,18029,2305,15724,,,83,676,,,,239,
2020-03-26,dcid:geoId/25,23645,2318,21327,,,42,,219,,,,
2020-03-26,dcid:geoId/24,674,580,94,,,7,,132,,,,
2020-03-26,dcid:geoId/23,3549,155,3394,,16,,,,,,,
2020-03-26,dcid:geoId/26,24205,12475,11730,,,159,,,,,,
2020-03-26,dcid:geoId/27,13169,565,12604,,,2,31,41,,,,
2020-03-26,dcid:geoId/29,871,502,369,,,8,,,,,,
2020-03-26,dcid:geoId/69,0,0,,,,0,,,,,,
2020-03-26,dcid:geoId/28,2776,485,2291,,,6,,150,,,,
2020-03-26,dcid:geoId/30,2199,71,2128,,,,,1,,,,
2020-03-26,dcid:geoId/37,12910,636,12274,,,2,29,,,,,
2020-03-26,dcid:geoId/38,2091,52,2039,,,0,,10,,,,
2020-03-26,dcid:geoId/31,1657,73,1584,,,0,,,,,,
2020-03-26,dcid:geoId/33,3138,137,3001,712,,1,,19,,,,
2020-03-26,dcid:geoId/34,20537,6876,13661,,,81,1080,,,,,
2020-03-26,dcid:geoId/35,7793,112,7681,,,1,,,,,,
2020-03-26,dcid:geoId/32,5117,420,4697,,,17,,,,,,
2020-03-26,dcid:geoId/36,122104,37258,84846,,,385,5327,6921,1290,,,
2020-03-26,dcid:geoId/39,17316,867,16449,,,15,,223,,91,,
2020-03-26,dcid:geoId/40,1206,248,958,,,7,,86,,,,
2020-03-26,dcid:geoId/41,7280,327,6953,,,11,,90,,,,
2020-03-26,dcid:geoId/42,18128,1687,16441,,,16,,,,,,
2020-03-26,dcid:geoId/72,441,64,377,335,,2,,,,,,
2020-03-26,dcid:geoId/44,1427,165,1262,181,,,23,,9,,6,
2020-03-26,dcid:geoId/45,2763,456,2307,,,9,,102,,,,
2020-03-26,dcid:geoId/46,2019,46,1973,125,16,1,,,,,,
2020-03-26,dcid:geoId/47,14909,957,13952,,,3,,76,,,,
2020-03-26,dcid:geoId/48,21424,1396,20028,,,18,,,,,,
2020-03-26,dcid:geoId/49,7710,402,7308,,,1,,,,,,
2020-03-26,dcid:geoId/51,6189,460,5729,,,13,,65,,,,
2020-03-26,dcid:geoId/78,72,17,55,2,,,,,,,,
2020-03-26,dcid:geoId/50,2929,185,2744,,,9,,,,,,
2020-03-26,dcid:geoId/53,67018,6700,60318,,,183,,,,,,
2020-03-26,dcid:geoId/55,12389,806,11583,,,8,,,,,,
2020-03-26,dcid:geoId/54,1082,51,1031,19,,0,,1,,,,
2020-03-26,dcid:geoId/56,1105,53,1052,,12,,,,,,,
2020-03-25,dcid:geoId/02,1691,42,1649,,,1,,1,,,,
2020-03-25,dcid:geoId/01,2812,283,2529,,,0,,,,,,
2020-03-25,dcid:geoId/05,1717,280,1437,,11,2,22,,,,4,
2020-03-25,dcid:geoId/60,0,,,,,0,,,,,,
2020-03-25,dcid:geoId/04,773,450,323,53,,6,,264,,,,
2020-03-25,dcid:geoId/06,18276,2355,15921,48600,,53,,,,,,
2020-03-25,dcid:geoId/08,7701,912,6789,,,11,152,84,,,,
2020-03-25,dcid:geoId/09,5898,875,5023,,,19,113,,,,,
2020-03-25,dcid:geoId/11,1606,183,1423,3,,2,,,,,,
2020-03-25,dcid:geoId/10,151,115,36,,,2,11,,,,,
2020-03-25,dcid:geoId/12,17056,1682,15374,1233,,22,,316,,,,
2020-03-25,dcid:geoId/13,6179,1247,4932,,,40,,394,,,,
2020-03-25,dcid:geoId/66,270,37,233,,,1,10,,,,,
2020-03-25,dcid:geoId/15,4447,90,4357,,,,,6,,,,
2020-03-25,dcid:geoId/19,2723,145,2578,,,1,23,36,,,,
2020-03-25,dcid:geoId/16,1960,73,1887,,,0,,,,,,
2020-03-25,dcid:geoId/17,14209,1865,12344,,,19,,,,,,
2020-03-25,dcid:geoId/18,3356,477,2879,,,14,,1,,,,
2020-03-25,dcid:geoId/20,2486,126,2360,,,3,,,,,,
2020-03-25,dcid:geoId/21,3022,157,2865,,,4,,,,,,
2020-03-25,dcid:geoId/22,11451,1795,9656,,,65,491,,,,163,
2020-03-25,dcid:geoId/25,19818,1739,18079,,,33,,103,,,,
2020-03-25,dcid:geoId/24,517,423,94,,,5,,,,,,
2020-03-25,dcid:geoId/23,3326,149,3177,,7,,,,,,,
2020-03-25,dcid:geoId/26,20177,11335,8842,,,111,,,,,,
2020-03-25,dcid:geoId/27,11690,502,11188,,121,1,26,35,,,,
2020-03-25,dcid:geoId/29,725,356,369,,,8,,,,,,
2020-03-25,dcid:geoId/69,0,0,,,,0,,,,,,
2020-03-25,dcid:geoId/28,1943,377,1566,,,2,,117,,,,
2020-03-25,dcid:geoId/30,2001,53,1948,,,,,,,,,
2020-03-25,dcid:geoId/37,10489,504,9985,,,1,29,,,,,
2020-03-25,dcid:geoId/38,1773,39,1734,,,0,,8,,,,
2020-03-25,dcid:geoId/31,1365,61,1304,,,0,,,,,,
2020-03-25,dcid:geoId/33,2464,108,2356,804,,1,,13,,,,
2020-03-25,dcid:geoId/34,14854,4402,10452,,,62,,,,,,
2020-03-25,dcid:geoId/35,6842,100,6742,,,1,,,,,,
2020-03-25,dcid:geoId/32,4572,321,4251,,,13,,,,,,
2020-03-25,dcid:geoId/36,103479,30811,72668,,,285,4079,5126,,,,
2020-03-25,dcid:geoId/39,14764,704,14060,,,10,,182,,74,,
2020-03-25,dcid:geoId/40,969,164,805,,,5,,59,,,,
2020-03-25,dcid:geoId/41,4559,209,4350,,,8,,61,,,,
2020-03-25,dcid:geoId/42,12320,1127,11193,,,11,,,,,,
2020-03-25,dcid:geoId/72,368,51,317,70,,2,,,,,,
2020-03-25,dcid:geoId/44,1394,132,1262,196,,,15,,,,,
2020-03-25,dcid:geoId/45,2727,424,2303,,,7,,102,,,,
2020-03-25,dcid:geoId/46,860,41,819,268,,1,,,,,,
2020-03-25,dcid:geoId/47,11796,784,11012,,,3,,53,,,,
2020-03-25,dcid:geoId/48,13494,974,12520,,,12,,,,,,
2020-03-25,dcid:geoId/49,6837,346,6491,,,1,,,,,,
2020-03-25,dcid:geoId/51,5370,391,4979,,,9,,59,,,,
2020-03-25,dcid:geoId/78,72,17,55,2,,,,,,,,
2020-03-25,dcid:geoId/50,1970,160,1810,,,8,,,,,,
2020-03-25,dcid:geoId/53,62547,6329,56218,,,159,,,,,,
2020-03-25,dcid:geoId/55,10756,667,10089,,,7,,,,,,
2020-03-25,dcid:geoId/54,798,39,759,6,,0,,1,,,,
2020-03-25,dcid:geoId/56,998,44,954,,7,,,,,,,
