"MinDate","ScalingFactors","Units","observationPeriods","StatVar","NumPlaces","MeasurementMethods"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade9","16766","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian","21052","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade2","18316","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade1","18320","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade4","18331","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander","21050","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_SchoolGrade3","18311","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_TotalGuidanceCounselor","21586","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_Kindergarten","18196","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade9","16590","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade7","18307","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade8","18362","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade1","18205","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade2","18202","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade5","18321","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade11","16530","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade6","18525","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade12","16500","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade3","18197","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade4","18221","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade10","16571","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_LEAAdministrator","21694","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_SchoolGrade13","585","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_StudentSupportServicesStaff","21698","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade11","16468","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade10","16509","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade13","585","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HawaiianNativeOrPacificIslander_SchoolGrade12","16437","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_AdultEducation","992","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_TwoOrMoreRaces_PreKindergarten","13991","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_White_AdultEducation","971","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_Kindergarten","18211","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces_UngradedClasses","7863","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_UngradedClasses","7836","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade12","16509","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade10","16574","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Black_SchoolGrade11","16535","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade13","585","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade12","16476","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade9","16645","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade11","16511","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade8","18473","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade10","16546","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade7","18406","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade9","16719","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade4","18293","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade4","18255","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_PreKindergarten","13980","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade3","18276","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade3","18235","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade6","18615","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade2","18237","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade5","18407","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade1","18244","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade8","18406","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade7","18347","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade6","18564","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade2","18282","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_TwoOrMoreRaces_SchoolGrade5","18362","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_SchoolGrade1","18287","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade11","16526","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade1","18241","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade12","16501","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade3","18238","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade2","18239","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_AdultEducation","993","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_SchoolAdministrativeSupportStaff","21699","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade10","16560","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_White_UngradedClasses","7875","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_Kindergarten","18220","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HispanicOrLatino_UngradedClasses","7847","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_Kindergarten","18254","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_TwoOrMoreRaces","21060","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade2","18276","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade1","18275","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade4","18294","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_SchoolGrade3","18273","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_UngradedClasses","7912","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Faculty_ElementarySchoolCounselor","20926","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian_PreKindergarten","13973","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Black","21062","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative","21050","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino_Kindergarten","18249","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HispanicOrLatino","21058","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_Kindergarten","18205","[US_NCES_Demographics]"
"2020","[]","[]","[P1Y]","Count_Faculty_SchoolPsychologist","19316","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_Kindergarten","18262","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_UngradedClasses","7860","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade7","18330","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade6","18552","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade11","16458","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade5","18336","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_PreKindergarten","13968","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade10","16493","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade4","18233","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_SchoolGrade12","16426","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_UngradedClasses","7855","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_SchoolGrade11","16460","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_SchoolGrade10","16498","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_Kindergarten","18190","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade9","16734","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade9","16624","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade8","18382","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_HawaiianNativeOrPacificIslander_SchoolGrade13","583","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade13","583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade3","18213","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_HawaiianNativeOrPacificIslander_SchoolGrade12","16424","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade2","18219","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade1","18217","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Teacher_SecondaryTeacher","21629","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_White_PreKindergarten","14016","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade1","18262","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade3","18240","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade2","18247","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade7","18416","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade8","18491","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade5","18415","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade6","18620","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade3","18282","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade4","18302","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade1","18294","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_White_SchoolGrade2","18294","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Asian_AdultEducation","992","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade5","18380","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade9","16646","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade4","18266","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade8","18407","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade7","18378","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade6","18594","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade9","16661","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade5","18364","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black_SchoolGrade8","18430","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade4","18257","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative","21052","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade7","18348","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Asian_SchoolGrade6","18567","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Percent_Student_AsAFractionOf_Count_Teacher","20097","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_Asian","21055","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_SchoolGrade10","16635","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Female_SchoolGrade13","591","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_SchoolGrade12","16583","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_SchoolGrade11","16611","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_Black_AdultEducation","993","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Male_AmericanIndianOrAlaskaNative_PreKindergarten","13966","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_SchoolGrade13","585","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade10","16527","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_SchoolGrade12","16532","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade12","16459","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_SchoolGrade11","16553","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade11","16488","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_HispanicOrLatino_SchoolGrade10","16592","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade13","585","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade7","18314","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade8","18367","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Black","21061","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade9","16615","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_AmericanIndianOrAlaskaNative_Kindergarten","18197","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_Asian_UngradedClasses","7856","[US_NCES_Demographics]"
"2015","[]","[]","[P1Y]","Count_Student_AdultEducation","1175","[US_NCES_Demographics]"
"2011","[]","[]","[P1Y]","Count_Student_Female_AmericanIndianOrAlaskaNative_SchoolGrade1","18209","[US_NCES_Demographics]"
