observationDate,observationAbout,value,variableMeasured
2005,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_10To19Years_Female
2020,wikidataId/Q487538,163,dcid:Count_Person_10To19Years_Female
2021,wikidataId/Q487538,164,dcid:Count_Person_10To19Years_Female
2022,wikidataId/Q487538,161,dcid:Count_Person_10To19Years_Female
2023,wikidataId/Q487538,166,dcid:Count_Person_10To19Years_Female
2024,wikidataId/Q487538,156,dcid:Count_Person_10To19Years_Female
2025,wikidataId/Q487538,157,dcid:Count_Person_10To19Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_20To29Years_Female
2020,wikidataId/Q487538,117,dcid:Count_Person_20To29Years_Female
2021,wikidataId/Q487538,102,dcid:Count_Person_20To29Years_Female
2022,wikidataId/Q487538,107,dcid:Count_Person_20To29Years_Female
2023,wikidataId/Q487538,104,dcid:Count_Person_20To29Years_Female
2024,wikidataId/Q487538,121,dcid:Count_Person_20To29Years_Female
2025,wikidataId/Q487538,131,dcid:Count_Person_20To29Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_30To39Years_Female
2020,wikidataId/Q487538,137,dcid:Count_Person_30To39Years_Female
2021,wikidataId/Q487538,135,dcid:Count_Person_30To39Years_Female
2022,wikidataId/Q487538,133,dcid:Count_Person_30To39Years_Female
2023,wikidataId/Q487538,138,dcid:Count_Person_30To39Years_Female
2024,wikidataId/Q487538,142,dcid:Count_Person_30To39Years_Female
2025,wikidataId/Q487538,154,dcid:Count_Person_30To39Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_40To49Years_Female
2020,wikidataId/Q487538,130,dcid:Count_Person_40To49Years_Female
2021,wikidataId/Q487538,136,dcid:Count_Person_40To49Years_Female
2022,wikidataId/Q487538,146,dcid:Count_Person_40To49Years_Female
2023,wikidataId/Q487538,140,dcid:Count_Person_40To49Years_Female
2024,wikidataId/Q487538,151,dcid:Count_Person_40To49Years_Female
2025,wikidataId/Q487538,155,dcid:Count_Person_40To49Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_50To59Years_Female
2020,wikidataId/Q487538,198,dcid:Count_Person_50To59Years_Female
2021,wikidataId/Q487538,190,dcid:Count_Person_50To59Years_Female
2022,wikidataId/Q487538,180,dcid:Count_Person_50To59Years_Female
2023,wikidataId/Q487538,185,dcid:Count_Person_50To59Years_Female
2024,wikidataId/Q487538,175,dcid:Count_Person_50To59Years_Female
2025,wikidataId/Q487538,175,dcid:Count_Person_50To59Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_60To69Years_Female
2020,wikidataId/Q487538,188,dcid:Count_Person_60To69Years_Female
2021,wikidataId/Q487538,189,dcid:Count_Person_60To69Years_Female
2022,wikidataId/Q487538,189,dcid:Count_Person_60To69Years_Female
2023,wikidataId/Q487538,188,dcid:Count_Person_60To69Years_Female
2024,wikidataId/Q487538,201,dcid:Count_Person_60To69Years_Female
2025,wikidataId/Q487538,204,dcid:Count_Person_60To69Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_70To79Years_Female
2020,wikidataId/Q487538,175,dcid:Count_Person_70To79Years_Female
2021,wikidataId/Q487538,176,dcid:Count_Person_70To79Years_Female
2022,wikidataId/Q487538,169,dcid:Count_Person_70To79Years_Female
2023,wikidataId/Q487538,167,dcid:Count_Person_70To79Years_Female
2024,wikidataId/Q487538,169,dcid:Count_Person_70To79Years_Female
2025,wikidataId/Q487538,173,dcid:Count_Person_70To79Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_80To89Years_Female
2020,wikidataId/Q487538,69,dcid:Count_Person_80To89Years_Female
2021,wikidataId/Q487538,67,dcid:Count_Person_80To89Years_Female
2022,wikidataId/Q487538,80,dcid:Count_Person_80To89Years_Female
2023,wikidataId/Q487538,90,dcid:Count_Person_80To89Years_Female
2024,wikidataId/Q487538,86,dcid:Count_Person_80To89Years_Female
2025,wikidataId/Q487538,86,dcid:Count_Person_80To89Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_90To99Years_Female
2020,wikidataId/Q487538,25,dcid:Count_Person_90To99Years_Female
2021,wikidataId/Q487538,33,dcid:Count_Person_90To99Years_Female
2022,wikidataId/Q487538,31,dcid:Count_Person_90To99Years_Female
2023,wikidataId/Q487538,21,dcid:Count_Person_90To99Years_Female
2024,wikidataId/Q487538,23,dcid:Count_Person_90To99Years_Female
2025,wikidataId/Q487538,23,dcid:Count_Person_90To99Years_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1987,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1988,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1989,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1990,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1991,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1992,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1993,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1994,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1995,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1996,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1997,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1998,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
1999,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2000,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2001,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2002,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2003,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2004,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2005,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2006,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2007,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2008,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2009,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2010,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2011,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2012,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2013,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2014,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2015,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2016,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2017,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2018,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2019,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2020,wikidataId/Q487538,1,dcid:Count_Person_100OrMoreYears_Female
2021,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2022,wikidataId/Q487538,0,dcid:Count_Person_100OrMoreYears_Female
2023,wikidataId/Q487538,1,dcid:Count_Person_100OrMoreYears_Female
2024,wikidataId/Q487538,2,dcid:Count_Person_100OrMoreYears_Female
2025,wikidataId/Q487538,2,dcid:Count_Person_100OrMoreYears_Female
1986,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1987,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1988,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1989,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1990,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1991,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1992,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1993,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1994,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1995,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1996,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1997,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1998,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
1999,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
2000,wikidataId/Q487538,0,dcid:Count_Person_0To9Years_Male
