district,districtLabel,districtDescription,state,stateLabel,stateDescription,census2011Code
http://www.wikidata.org/entity/Q29025081,East Karbi Anglong District,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q18642331,Siang district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q28170170,Jangaon district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q2597908,Kiphire district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,269
http://www.wikidata.org/entity/Q28170173,Vikarabad district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q16254159,Bemetara district,district of Chhattisgarh in India,http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q48731073,Kamle district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q7055466,North Garo Hills district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,
http://www.wikidata.org/entity/Q16961365,Gariaband district,district of Chhattisgarh in India,http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q4726845,Alipurduar district,district of West Bengal,http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,
http://www.wikidata.org/entity/Q2577281,Churachandpur district,"District of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,274
http://www.wikidata.org/entity/Q2341713,Neemuch district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,432
http://www.wikidata.org/entity/Q28110729,Majuli district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q28173809,Pherzawl district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,
http://www.wikidata.org/entity/Q15390,Prakasam district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,549
http://www.wikidata.org/entity/Q15197,Tiruvarur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,619
http://www.wikidata.org/entity/Q42542,Karimganj district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,317
http://www.wikidata.org/entity/Q15152,Dharmapuri district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,630
http://www.wikidata.org/entity/Q46925,Pali district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,118
http://www.wikidata.org/entity/Q15190,Pudukkottai district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,621
http://www.wikidata.org/entity/Q15394,Visakhapatnam district,district of Andhra Pradesh,http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,544
http://www.wikidata.org/entity/Q15112,Ariyalur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,616
http://www.wikidata.org/entity/Q42917,Arwal district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,240
http://www.wikidata.org/entity/Q15446,Dibang Valley district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,257
http://www.wikidata.org/entity/Q104876850,Vijayanagara District,district of Karnataka in India,http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,
http://www.wikidata.org/entity/Q15196,Theni district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,624
http://www.wikidata.org/entity/Q15157,Kanchipuram district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,604
http://www.wikidata.org/entity/Q42197,Bongaigaon district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,319
http://www.wikidata.org/entity/Q15116,Chennai district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,603
http://www.wikidata.org/entity/Q15404,West Godavari district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,546
http://www.wikidata.org/entity/Q15209,Virudhunagar district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,625
http://www.wikidata.org/entity/Q15342,Kadapa District,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,551
http://www.wikidata.org/entity/Q42686,Nagaon district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,305
http://www.wikidata.org/entity/Q42779,Nalbari district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,323
http://www.wikidata.org/entity/Q15436,Lower Subansiri district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,255
http://www.wikidata.org/entity/Q43086,Aurangabad district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,235
http://www.wikidata.org/entity/Q42774,Dima Hasao district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,315
http://www.wikidata.org/entity/Q15187,Namakkal district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,609
http://www.wikidata.org/entity/Q15183,Krishnagiri district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,631
http://www.wikidata.org/entity/Q41991,Bhilwara district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,122
http://www.wikidata.org/entity/Q15382,Krishna district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,547
http://www.wikidata.org/entity/Q15136,Coimbatore district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,632
http://www.wikidata.org/entity/Q15200,Tirunelveli district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,628
http://www.wikidata.org/entity/Q42737,Morigaon district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,304
http://www.wikidata.org/entity/Q15381,Kurnool District,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,552
http://www.wikidata.org/entity/Q15201,Tiruchirappalli district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,614
http://www.wikidata.org/entity/Q15155,Erode district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,610
http://www.wikidata.org/entity/Q42473,Dhemaji district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,308
http://www.wikidata.org/entity/Q42901,Araria district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,209
http://www.wikidata.org/entity/Q15192,Salem district,district of Tamil Nadu state in southern India,http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,608
http://www.wikidata.org/entity/Q15373,Karimnagar district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,534
http://www.wikidata.org/entity/Q15154,Dindigul district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,612
http://www.wikidata.org/entity/Q15158,Kanyakumari district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,629
http://www.wikidata.org/entity/Q15449,Tawang district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,245
http://www.wikidata.org/entity/Q41249,Barpeta district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,303
http://www.wikidata.org/entity/Q15188,Nilgiris district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,611
http://www.wikidata.org/entity/Q15371,Khammam district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,541
http://www.wikidata.org/entity/Q42517,Golaghat district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,313
http://www.wikidata.org/entity/Q15438,Lohit district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,259
http://www.wikidata.org/entity/Q15198,Thoothukudi district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,627
http://www.wikidata.org/entity/Q15453,West Siang district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,250
http://www.wikidata.org/entity/Q42765,Sonitpur district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,306
http://www.wikidata.org/entity/Q15195,Sivaganga District,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,622
http://www.wikidata.org/entity/Q15384,Nalgonda district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,539
http://www.wikidata.org/entity/Q15432,Papum Pare district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,248
http://www.wikidata.org/entity/Q15205,Viluppuram District,"district in Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,607
http://www.wikidata.org/entity/Q15204,Tiruvallur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,602
http://www.wikidata.org/entity/Q15413,Anjaw district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,260
http://www.wikidata.org/entity/Q46107,Dadra and Nagar Haveli,"district of Dadra and Nagar Haveli and Daman and Diu, India",http://www.wikidata.org/entity/Q77997266,Dadra and Nagar Haveli and Daman and Diu,Union territory in India,496
http://www.wikidata.org/entity/Q15184,Madurai district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,623
http://www.wikidata.org/entity/Q15448,Tirap district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,254
http://www.wikidata.org/entity/Q42461,Darrang district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,325
http://www.wikidata.org/entity/Q15383,Sri Potti Sri Ramulu Nellore district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,550
http://www.wikidata.org/entity/Q15465,Upper Siang district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,252
http://www.wikidata.org/entity/Q15207,Tiruvannamalai district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,606
http://www.wikidata.org/entity/Q15213,Chittoor district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,554
http://www.wikidata.org/entity/Q987,New Delhi,capital city of India,http://www.wikidata.org/entity/Q1353,Delhi,Indian metropolis and union territory that includes New Delhi,094
http://www.wikidata.org/entity/Q42768,Sivasagar district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,311
http://www.wikidata.org/entity/Q15338,East Godavari district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,545
http://www.wikidata.org/entity/Q42611,Jorhat district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,312
http://www.wikidata.org/entity/Q15395,Srikakulam district,extreme northeastern district of Andhra Pradesh,http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,542
http://www.wikidata.org/entity/Q15194,Thanjavur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,620
http://www.wikidata.org/entity/Q15380,Mahbubnagar district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,538
http://www.wikidata.org/entity/Q15212,Anantapuram district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,553
http://www.wikidata.org/entity/Q15182,Karur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,613
http://www.wikidata.org/entity/Q15388,Ranga Reddy district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,537
http://www.wikidata.org/entity/Q42618,Kokrajhar district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,300
http://www.wikidata.org/entity/Q15464,Upper Subansiri district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,249
http://www.wikidata.org/entity/Q15424,East Kameng district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,247
http://www.wikidata.org/entity/Q47929,Buldhana district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,500
http://www.wikidata.org/entity/Q42756,Tinsukia District,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,309
http://www.wikidata.org/entity/Q42479,Dibrugarh District,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,310
http://www.wikidata.org/entity/Q15206,Vellore district,"district in Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,605
http://www.wikidata.org/entity/Q42485,Dhubri district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,301
http://www.wikidata.org/entity/Q15341,Guntur district,"district of Andhra Pradesh, India",http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,548
http://www.wikidata.org/entity/Q42505,Hailakandi district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,318
http://www.wikidata.org/entity/Q15386,Medak district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,535
http://www.wikidata.org/entity/Q15391,Nizamabad district,district of Telangana,http://www.wikidata.org/entity/Q677037,Telangana,state in India,533
http://www.wikidata.org/entity/Q42016,Barmer district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,115
http://www.wikidata.org/entity/Q15186,Perambalur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,615
http://www.wikidata.org/entity/Q15419,East Siang district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,251
http://www.wikidata.org/entity/Q15459,West Kameng district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,246
http://www.wikidata.org/entity/Q15211,Adilabad district,"district of Telangana, India (previously in Andhra Pradesh)",http://www.wikidata.org/entity/Q677037,Telangana,state in India,532
http://www.wikidata.org/entity/Q42209,Cachar district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,316
http://www.wikidata.org/entity/Q15340,Hyderabad district,"district of Telangana State, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,536
http://www.wikidata.org/entity/Q42743,Lakhimpur district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,307
http://www.wikidata.org/entity/Q15427,Changlang district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,253
http://www.wikidata.org/entity/Q15191,Ramanathapuram district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,626
http://www.wikidata.org/entity/Q15202,Tirupur district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,633
http://www.wikidata.org/entity/Q15150,Cuddalore district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,617
http://www.wikidata.org/entity/Q43097,Banka district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,225
http://www.wikidata.org/entity/Q15392,Vizianagaram district,northern coastal district of Andhra Pradesh,http://www.wikidata.org/entity/Q1159,Andhra Pradesh,state in India,543
http://www.wikidata.org/entity/Q15185,Nagapattinam district,"district of Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,618
http://www.wikidata.org/entity/Q42522,Goalpara district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,302
http://www.wikidata.org/entity/Q49171,Gopalganj District,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,217
http://www.wikidata.org/entity/Q63563625,Shi Yomi district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q86882593,Saitual District,"district in Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,
http://www.wikidata.org/entity/Q49155,Bhagalpur district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,224
http://www.wikidata.org/entity/Q49176,Jehanabad district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,239
http://www.wikidata.org/entity/Q49157,Begusarai district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,222
http://www.wikidata.org/entity/Q86882590,Hnahthial District,district in Mizoram,http://www.wikidata.org/entity/Q1502,Mizoram,State in India,
http://www.wikidata.org/entity/Q66659623,Ranipet district,district of Tamil Nadu in India,http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q60493360,Kallakurichi District,"district in Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q96584972,Gaurela-Pendra-Marwahi district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,
http://www.wikidata.org/entity/Q49160,Darbhanga district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,215
http://www.wikidata.org/entity/Q63563797,Niwari district,district of Madhya Pradesh in India,http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,
http://www.wikidata.org/entity/Q49153,Bhojpur district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,231
http://www.wikidata.org/entity/Q86882591,Khawzawl District,district in Mizoram,http://www.wikidata.org/entity/Q1502,Mizoram,State in India,
http://www.wikidata.org/entity/Q75094121,Tenkasi district,district in Tamil nadu,http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q65976177,Chengalpattu district,"district in Tamil Nadu, India",http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q66659621,Tirupattur district,district of Tamil Nadu in India,http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q89918869,Mayiladuthurai district,district of Tamil Nadu in India,http://www.wikidata.org/entity/Q1445,Tamil Nadu,Indian state,
http://www.wikidata.org/entity/Q61746013,Narayanpet district,"district of Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q49159,East Champaran district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,204
http://www.wikidata.org/entity/Q49173,Gaya district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,236
http://www.wikidata.org/entity/Q101088203,Bajali district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,
http://www.wikidata.org/entity/Q49168,Jamui district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,238
http://www.wikidata.org/entity/Q61439260,Pakke-Kessang district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
http://www.wikidata.org/entity/Q61746006,Mulugu district,"district in Telangana, India",http://www.wikidata.org/entity/Q677037,Telangana,state in India,
http://www.wikidata.org/entity/Q49161,Buxar district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,232
http://www.wikidata.org/entity/Q49175,Khagaria district,"district of Bihar, India",http://www.wikidata.org/entity/Q1165,Bihar,Indian state,223
http://www.wikidata.org/entity/Q63563632,Lepa Rada district,district of Arunachal Pradesh in India,http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,
