district,districtLabel,districtDescription,state,stateLabel,stateDescription,census2011Code
http://www.wikidata.org/entity/Q1426783,Longleng district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,268
http://www.wikidata.org/entity/Q1072629,Chikkaballapura district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,582
http://www.wikidata.org/entity/Q815464,Belagavi district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,555
http://www.wikidata.org/entity/Q1647186,Osmanabad district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,525
http://www.wikidata.org/entity/Q1815331,Rampur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,136
http://www.wikidata.org/entity/Q1090006,Churu district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,102
http://www.wikidata.org/entity/Q806463,Bengaluru Urban district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,572
http://www.wikidata.org/entity/Q1852857,Bhiwani district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,081
http://www.wikidata.org/entity/Q1419696,Sri Ganganagar district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,099
http://www.wikidata.org/entity/Q854963,Bhavnagar district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,481
http://www.wikidata.org/entity/Q1822159,South Tripura district,"district in India, Tripura",http://www.wikidata.org/entity/Q1363,Tripura,Indian state,290
http://www.wikidata.org/entity/Q1267306,Sambalpur district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,372
http://www.wikidata.org/entity/Q766918,Aligarh district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,143
http://www.wikidata.org/entity/Q1855537,Paschim Medinipur district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,344
http://www.wikidata.org/entity/Q1060614,Chamba district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,023
http://www.wikidata.org/entity/Q1920978,North Tripura district,"district in Tripura, India",http://www.wikidata.org/entity/Q1363,Tripura,Indian state,292
http://www.wikidata.org/entity/Q793553,Azamgarh district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,191
http://www.wikidata.org/entity/Q1419668,Karauli district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,107
http://www.wikidata.org/entity/Q854900,Bharuch district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,488
http://www.wikidata.org/entity/Q806464,Bengaluru Rural district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,583
http://www.wikidata.org/entity/Q796983,North and Middle Andaman district,"district of the Andaman and Nicobar Islands, India",http://www.wikidata.org/entity/Q40888,Andaman and Nicobar Islands,union territory of India,639
http://www.wikidata.org/entity/Q1535742,Palakkad district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,593
http://www.wikidata.org/entity/Q1434965,Jodhpur district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,113
http://www.wikidata.org/entity/Q1816657,Mainpuri district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,148
http://www.wikidata.org/entity/Q1623525,Nandurbar district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,497
http://www.wikidata.org/entity/Q1815245,Rajkot district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,476
http://www.wikidata.org/entity/Q1822188,Imphal West district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,277
http://www.wikidata.org/entity/Q1135612,Satara district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,527
http://www.wikidata.org/entity/Q980118,Kurukshetra district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,072
http://www.wikidata.org/entity/Q1143880,Nadia district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,336
http://www.wikidata.org/entity/Q1134759,Darjeeling district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,327
http://www.wikidata.org/entity/Q837595,Lahaul and Spiti district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,025
http://www.wikidata.org/entity/Q1863214,Davanagere district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,567
http://www.wikidata.org/entity/Q1650798,Kargil district,"district of Ladakh, India",http://www.wikidata.org/entity/Q200667,Ladakh,union territory administered by India,004
http://www.wikidata.org/entity/Q814037,Beed district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,523
http://www.wikidata.org/entity/Q1478937,Howrah district,"district in West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,341
http://www.wikidata.org/entity/Q999432,Kota district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,127
http://www.wikidata.org/entity/Q1071494,Amethi district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,
http://www.wikidata.org/entity/Q1884672,Ri-Bhoi district,"district of Meghalaya, India",http://www.wikidata.org/entity/Q1195,Meghalaya,Indian state,297
http://www.wikidata.org/entity/Q1425060,Sangli district,district of Maharashtra state in west-central India,http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,531
http://www.wikidata.org/entity/Q776213,Ganjam district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,388
http://www.wikidata.org/entity/Q1813857,Bhandara district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,506
http://www.wikidata.org/entity/Q1356139,Maharajganj district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,187
http://www.wikidata.org/entity/Q1356154,Sultanpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,179
http://www.wikidata.org/entity/Q1506029,Srinagar district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,010
http://www.wikidata.org/entity/Q1914546,Mayurbhanj district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,376
http://www.wikidata.org/entity/Q804642,Balangir district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,393
http://www.wikidata.org/entity/Q1870014,Mandsaur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,433
http://www.wikidata.org/entity/Q967388,Rohtak district,"district in Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,082
http://www.wikidata.org/entity/Q1431920,Purba Medinipur district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,345
http://www.wikidata.org/entity/Q956732,Hassan District,"district in Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,574
http://www.wikidata.org/entity/Q808140,Bargarh district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,370
http://www.wikidata.org/entity/Q806969,Banswara district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,125
http://www.wikidata.org/entity/Q1356060,Jaunpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,194
http://www.wikidata.org/entity/Q1142979,Kozhikode district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,591
http://www.wikidata.org/entity/Q1891677,Amroha district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,137
http://www.wikidata.org/entity/Q806125,Banaskantha district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,469
http://www.wikidata.org/entity/Q1897251,Farrukhabad district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,159
http://www.wikidata.org/entity/Q1585433,Pratapgarh district,"district of state Rajsthan,India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,131
http://www.wikidata.org/entity/Q1876588,Kalahandi district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,395
http://www.wikidata.org/entity/Q1321157,Raebareli district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,158
http://www.wikidata.org/entity/Q1862950,Kinnaur district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,034
http://www.wikidata.org/entity/Q1916666,Imphal East district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,278
http://www.wikidata.org/entity/Q1144349,Gorakhpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,188
http://www.wikidata.org/entity/Q1353354,Kottayam district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,597
http://www.wikidata.org/entity/Q1430830,Raichur district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,559
http://www.wikidata.org/entity/Q1815322,Mahoba district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,169
http://www.wikidata.org/entity/Q1921404,Shimla District,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,033
http://www.wikidata.org/entity/Q1546240,Murshidabad district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,333
http://www.wikidata.org/entity/Q797295,Nicobar District,"district of the Andaman and Nicobar Islands, India",http://www.wikidata.org/entity/Q40888,Andaman and Nicobar Islands,union territory of India,638
http://www.wikidata.org/entity/Q1473957,Subarnapur district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,392
http://www.wikidata.org/entity/Q1135616,Dang district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,489
http://www.wikidata.org/entity/Q1917227,Gondia district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,507
http://www.wikidata.org/entity/Q854861,Bharatpur district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,105
http://www.wikidata.org/entity/Q1364427,Wayanad district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,590
http://www.wikidata.org/entity/Q1321140,Varanasi district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,197
http://www.wikidata.org/entity/Q1158197,Daman District,district of Dadra and Nagar Haveli and Daman and Diu,http://www.wikidata.org/entity/Q77997266,Dadra and Nagar Haveli and Daman and Diu,Union territory in India,495
http://www.wikidata.org/entity/Q1471427,Jhunjhunu district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,103
http://www.wikidata.org/entity/Q1419703,Kasaragod district,"District of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,588
http://www.wikidata.org/entity/Q1075011,Chittorgarh district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,126
http://www.wikidata.org/entity/Q1815339,Siddharthnagar district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,184
http://www.wikidata.org/entity/Q1814892,Hathras district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,144
http://www.wikidata.org/entity/Q1478939,Bilaspur district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,030
http://www.wikidata.org/entity/Q1815269,Patan district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,470
http://www.wikidata.org/entity/Q1815223,Raisen district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,446
http://www.wikidata.org/entity/Q1815740,Dehradun district,"district of Uttarakhand, India",http://www.wikidata.org/entity/Q1499,Uttarakhand,Indian state,060
http://www.wikidata.org/entity/Q1356097,Ernakulam district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,595
http://www.wikidata.org/entity/Q751531,Mamit district,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,281
http://www.wikidata.org/entity/Q1460832,Jalore district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,116
http://www.wikidata.org/entity/Q1873644,Yamunanagar district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,071
http://www.wikidata.org/entity/Q796979,South Andaman district,district in Andaman and Nicobar Islands,http://www.wikidata.org/entity/Q40888,Andaman and Nicobar Islands,union territory of India,640
http://www.wikidata.org/entity/Q1030918,Malappuram district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,592
http://www.wikidata.org/entity/Q1921210,Leh district,"district in Ladakh, India",http://www.wikidata.org/entity/Q200667,Ladakh,union territory administered by India,003
http://www.wikidata.org/entity/Q1817158,Puri district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,387
http://www.wikidata.org/entity/Q1815253,Vidisha district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,443
http://www.wikidata.org/entity/Q1063417,Kutch district,"district of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,468
http://www.wikidata.org/entity/Q1840355,Kushinagar district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,189
http://www.wikidata.org/entity/Q765481,Haveri District,"district in Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,564
http://www.wikidata.org/entity/Q1507174,Nagaur district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,112
http://www.wikidata.org/entity/Q1821714,Saiha District,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,288
http://www.wikidata.org/entity/Q1892161,Mandi district,"district of Himachal Pradesh, India",http://www.wikidata.org/entity/Q1177,Himachal Pradesh,Indian state,027
http://www.wikidata.org/entity/Q956387,Koppal district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,560
http://www.wikidata.org/entity/Q778996,Bikaner district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,101
http://www.wikidata.org/entity/Q1356124,Kollam district,"district of Kerala, India",http://www.wikidata.org/entity/Q1186,Kerala,Indian state,600
http://www.wikidata.org/entity/Q1483337,Udupi district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,569
http://www.wikidata.org/entity/Q1507166,Sawai Madhopur District,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,108
http://www.wikidata.org/entity/Q1356112,Hanumangarh District,"district in Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,100
http://www.wikidata.org/entity/Q1910231,Bagalkot district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,556
http://www.wikidata.org/entity/Q1518847,Mau district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,192
http://www.wikidata.org/entity/Q1321577,Udaipur district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,130
http://www.wikidata.org/entity/Q1173042,Dausa district,"district of Rajasthan, India",http://www.wikidata.org/entity/Q1437,Rajasthan,A state in India,109
http://www.wikidata.org/entity/Q1817425,Jalandhar district,"district of Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,037
http://www.wikidata.org/entity/Q1815288,Etawah district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,161
http://www.wikidata.org/entity/Q1815279,Betul district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,447
http://www.wikidata.org/entity/Q980608,Wardha district,"district in Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,504
http://www.wikidata.org/entity/Q766125,North West Delhi district,"district of Delhi, India",http://www.wikidata.org/entity/Q1353,Delhi,Indian metropolis and union territory that includes New Delhi,090
http://www.wikidata.org/entity/Q1815313,Bageshwar district,"district of Uttarakhand, India",http://www.wikidata.org/entity/Q1499,Uttarakhand,Indian state,063
http://www.wikidata.org/entity/Q1473962,Pratapgarh district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,173
http://www.wikidata.org/entity/Q2299069,Dhar district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,438
http://www.wikidata.org/entity/Q1945425,Pithoragarh district,"district of Uttarakhand, India",http://www.wikidata.org/entity/Q1499,Uttarakhand,Indian state,062
http://www.wikidata.org/entity/Q1947322,Aizawl district,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,283
http://www.wikidata.org/entity/Q2286310,Raigarh district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,403
http://www.wikidata.org/entity/Q2086226,Ambala district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,070
http://www.wikidata.org/entity/Q2086173,Faridabad district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,088
http://www.wikidata.org/entity/Q2301706,Senapati district,district of Manipur,http://www.wikidata.org/entity/Q1193,Manipur,Indian state,272
http://www.wikidata.org/entity/Q2298979,Doda District,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,016
http://www.wikidata.org/entity/Q2126598,Yanam district,"district of Puducherry, India",http://www.wikidata.org/entity/Q66743,Puducherry,Union Territory of India,634
http://www.wikidata.org/entity/Q2173003,Harda district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,448
http://www.wikidata.org/entity/Q2085464,Shahdol district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,460
http://www.wikidata.org/entity/Q2299164,Ratlam district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,434
http://www.wikidata.org/entity/Q1937865,Bijnor district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,134
http://www.wikidata.org/entity/Q1946937,Kaushambi district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,174
http://www.wikidata.org/entity/Q2241746,Sonipat District,"district in Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,076
http://www.wikidata.org/entity/Q2299172,Kendrapara district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,379
http://www.wikidata.org/entity/Q2295865,Gumla district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,366
http://www.wikidata.org/entity/Q1950527,West Singhbhum district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,368
http://www.wikidata.org/entity/Q2509866,Kolar district,"district of Karnataka, India",http://www.wikidata.org/entity/Q1185,Karnataka,Indian state,581
http://www.wikidata.org/entity/Q1965256,Champhai district,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,284
http://www.wikidata.org/entity/Q1945416,Hazaribagh District,"district in Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,360
http://www.wikidata.org/entity/Q1947311,Udhampur district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,019
http://www.wikidata.org/entity/Q2086163,Panipat district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,075
http://www.wikidata.org/entity/Q1948301,Lohardaga district,district in Jharkhand,http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,356
http://www.wikidata.org/entity/Q2206266,Datia district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,422
http://www.wikidata.org/entity/Q1948713,Latur district,"district of Maharashtra, India",http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,524
http://www.wikidata.org/entity/Q1986096,Chhindwara district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,455
http://www.wikidata.org/entity/Q2297306,Kupwara district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,001
http://www.wikidata.org/entity/Q1948260,Jhajjar district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,083
http://www.wikidata.org/entity/Q2246416,Ashoknagar district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,459
http://www.wikidata.org/entity/Q2085500,Kandhamal district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,390
http://www.wikidata.org/entity/Q1937885,Jhansi district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,166
http://www.wikidata.org/entity/Q1947570,West Tripura district,administrative district in the state of Tripura in India,http://www.wikidata.org/entity/Q1363,Tripura,Indian state,289
http://www.wikidata.org/entity/Q2089141,Chitrakoot district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,171
http://www.wikidata.org/entity/Q2019766,Uttar Dinajpur district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,330
http://www.wikidata.org/entity/Q1945458,Shravasti district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,181
http://www.wikidata.org/entity/Q2301753,Fatehabad district,"district of Haryana, India",http://www.wikidata.org/entity/Q1174,Haryana,state of India,078
http://www.wikidata.org/entity/Q2086190,Serchhip District,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,285
http://www.wikidata.org/entity/Q2464674,Kamrup Metropolitan district,"district of Assam, India",http://www.wikidata.org/entity/Q1164,Assam,Indian state,322
http://www.wikidata.org/entity/Q2085364,Pulwama district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,012
http://www.wikidata.org/entity/Q2022256,Cuttack District,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,381
http://www.wikidata.org/entity/Q2085310,Gwalior district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,421
http://www.wikidata.org/entity/Q2085374,Mumbai Suburban district,district of Maharashtra in India,http://www.wikidata.org/entity/Q1191,Maharashtra,Indian state,518
http://www.wikidata.org/entity/Q2086198,Thoubal district,"district of Manipur, India",http://www.wikidata.org/entity/Q1193,Manipur,Indian state,276
http://www.wikidata.org/entity/Q2089115,Jalaun district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,165
http://www.wikidata.org/entity/Q2126754,Barwani district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,441
http://www.wikidata.org/entity/Q2089152,Kanpur Nagar district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,164
http://www.wikidata.org/entity/Q2299042,Shivpuri district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,423
http://www.wikidata.org/entity/Q1937857,Gonda district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,183
http://www.wikidata.org/entity/Q1946829,Fatehpur district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,172
http://www.wikidata.org/entity/Q2087771,Jajpur district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,382
http://www.wikidata.org/entity/Q2086546,Dhalai district,"district in Tripura, India",http://www.wikidata.org/entity/Q1363,Tripura,Indian state,291
http://www.wikidata.org/entity/Q2085474,Pauri Garhwal district,"district of Uttarakhand, India",http://www.wikidata.org/entity/Q1499,Uttarakhand,Indian state,061
http://www.wikidata.org/entity/Q1947300,Koraput district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,398
http://www.wikidata.org/entity/Q1947292,Gajapati district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,389
http://www.wikidata.org/entity/Q2022279,Balasore district,"district of Odisha, India",http://www.wikidata.org/entity/Q22048,Odisha,state of India,377
http://www.wikidata.org/entity/Q2088440,Birbhum district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,334
http://www.wikidata.org/entity/Q2299121,Korba district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,404
http://www.wikidata.org/entity/Q1945515,Sangrur district,"district in Punjab, India",http://www.wikidata.org/entity/Q22424,Punjab,Indian state,053
http://www.wikidata.org/entity/Q1946950,Firozabad district,"district of Uttar Pradesh, India",http://www.wikidata.org/entity/Q1498,Uttar Pradesh,Indian state,147
http://www.wikidata.org/entity/Q1947343,Kolasib district,"district of Mizoram, India",http://www.wikidata.org/entity/Q1502,Mizoram,State in India,282
http://www.wikidata.org/entity/Q2085480,Koderma district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,348
http://www.wikidata.org/entity/Q2449803,Shajapur district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,436
http://www.wikidata.org/entity/Q1979499,Chatra district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,347
http://www.wikidata.org/entity/Q2175311,Mokokchung district,"district of Nagaland, India",http://www.wikidata.org/entity/Q1599,Nagaland,State in northeastern India,262
http://www.wikidata.org/entity/Q2295930,Pakur district,"district of Jharkhand, India",http://www.wikidata.org/entity/Q1184,Jharkhand,Indian state,353
http://www.wikidata.org/entity/Q2085336,Jhabua district,"district of Madhya Pradesh, India",http://www.wikidata.org/entity/Q1188,Madhya Pradesh,Indian state,464
http://www.wikidata.org/entity/Q2450240,Mahasamund district,"district of Chhattisgarh, India",http://www.wikidata.org/entity/Q1168,Chhattisgarh,Indian state,411
http://www.wikidata.org/entity/Q2049820,Malda district,"district of West Bengal, India",http://www.wikidata.org/entity/Q1356,West Bengal,Indian state,332
http://www.wikidata.org/entity/Q2073646,Shopian district,"district of Jammu and Kashmir, India",http://www.wikidata.org/entity/Q66278313,Jammu and Kashmir,union territory administered by India,013
http://www.wikidata.org/entity/Q2449506,Kurung Kumey district,"district of Arunachal Pradesh, India",http://www.wikidata.org/entity/Q1162,Arunachal Pradesh,State in North East India,256
http://www.wikidata.org/entity/Q1946743,Valsad district,"District of Gujarat, India",http://www.wikidata.org/entity/Q1061,Gujarat,state of India,491
