unit,physact,c_birth,sex,age,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,MV_MSC,NAT,F,Y55-64,2014	13.3 	13.6 	1.5 	9.2 	29.7 	30.7 	4.2 	17.4 	5.5 	7.7 	11.6 	4.5 	7.3 	1.3 	8.7 	6.3 	24.9 	10.8 	2.1 	34.2 	1.1 	5.5 	0.1 	27.1 	5.5 	27.0 	38.5 	50.2 	14.3 	15.7 	0.8 
PC,MV_MSC,NAT,F,Y65-74,2014	12.9 	13.0 	1.1 	4.4 	35.6 	31.0 	4.6 	10.6 	3.2 	7.7 	10.9 	3.6 	5.4 	1.2 	5.8 	7.0 	18.5 	8.6 	1.1 	31.4 	0.3 	5.2 	0.1 	75.8 	2.8 	28.2 	36.9 	43.7 	15.0 	13.6 	0.2 
PC,MV_MSC,NAT,F,Y_GE18,2014	14.6 	14.9 	5.2 	10.4 	33.6 	29.0 	8.8 	21.1 	8.2 	9.9 	11.5 	5.8 	9.6 	6.0 	13.6 	8.5 	23.8 	15.9 	3.6 	30.4 	4.0 	93.2 	0.2 	27.8 	9.9 	32.7 	39.1 	56.5 	22.8 	16.9 	1.0 
PC,MV_MSC,NAT,F,Y_GE65,2014	10.9 	11.0 	1.0 	3.8 	32.9 	27.8 	2.9 	9.0 	2.4 	5.2 	7.6 	2.5 	3.8 	0.7 	4.6 	5.0 	13.9 	7.2 	0.8 	30.1 	0.2 	3.4 	0.0 	17.6 	2.3 	26.0 	32.2 	42.9 	12.2 	12.1 	0.2 
PC,MV_MSC,NAT,F,Y_GE75,2014	8.7 	8.9 	0.8 	2.9 	28.9 u	24.5 	1.0 	7.1 	1.7 	2.6 	4.4 	1.4 	2.1 	0 	3.3 	3.1 	6.4 	5.6 	0.4 	28.5 	0.1 	1.8 	0 	11.3 	1.6 	22.4 u	26.8 	41.8 	9.2 	10.4 	0.1 
PC,MV_MSC,NAT,M,TOTAL,2014	19.9 	20.3 	13.0 	17.6 	36.2 	33.0 	17.4 	26.5 	13.3 	15.9 	17.4 	12.0 	14.7 	10.0 	24.7 	17.0 	30.7 	20.4 	9.6 	36.9 	7.7 	14.1 	1.7 	32.3 	16.7 	38.8 	40.1 	49.7 	24.4 	23.4 	4.5 
PC,MV_MSC,NAT,M,Y15-24,2014	38.1 	38.0 	34.4 	44.3 	56.3 	52.8 	39.1 	51.7 	29.1 	31.9 	36.8 	29.8 	30.5 	20.1 	48.0 	40.6 	44.4 	48.1 	23.9 	60.3 	22.8 	30.9 	6.5 	54.0 	37.4 	58.1 	58.7 	66.9 	49.1 	36.3 	10.2 
PC,MV_MSC,NAT,M,Y18-24,2014	37.9 	37.9 	30.2 	44.5 	55.3 	51.7 	33.7 	49.7 	30.9 	36.6 	37.6 	31.2 	28.9 	18.1 	46.7 	38.4 	46.0 	44.8 	25.8 	56.6 	23.5 	31.3 	5.3 	51.6 	38.2 	54.6 	54.6 	62.1 	46.2 	37.7 	10.4 
PC,MV_MSC,NAT,M,Y18-29,2014	34.2 	34.4 	29.0 	37.1 	47.0 	47.1 	31.9 	47.6 	32.6 	34.4 	33.5 	23.5 	27.5 	18.7 	41.7 	31.6 	44.8 	37.5 	23.6 	50.8 	19.4 	30.9 	4.5 	45.0 	34.0 	54.5 	50.3 	58.3 	41.8 	36.0 	9.0 
PC,MV_MSC,NAT,M,Y18-44,2014	25.6 	26.2 	21.4 	27.4 	39.2 	36.8 	22.2 	36.1 	23.3 	24.3 	23.9 	18.9 	22.9 	15.1 	32.1 	23.4 	39.0 	27.6 	16.1 	40.7 	13.1 	23.4 	2.6 	38.7 	24.3 	44.1 	44.1 	55.2 	32.1 	31.6 	6.1 
PC,MV_MSC,NAT,M,Y18-64,2014	20.6 	21.1 	14.7 	19.3 	34.9 	32.0 	17.4 	28.4 	16.8 	18.3 	18.6 	13.2 	16.8 	10.7 	25.6 	17.3 	32.3 	21.1 	11.0 	35.1 	8.5 	16.5 	1.6 	33.1 	18.2 	38.1 	40.0 	50.6 	25.5 	25.7 	4.5 
PC,MV_MSC,NAT,M,Y25-34,2014	26.7 	27.4 	24.6 	27.6 	36.6 	37.8 	25.6 	41.1 	29.1 	27.5 	24.2 	16.2 	24.4 	17.4 	30.7 	24.2 	37.2 	25.2 	16.0 	40.1 	12.8 	26.6 	3.1 	39.7 	24.8 	50.8 	43.6 	53.6 	34.9 	33.2 	5.9 
PC,MV_MSC,NAT,M,Y25-64,2014	18.1 	18.8 	12.8 	15.7 	31.4 	29.1 	14.6 	24.9 	14.9 	16.2 	15.8 	10.2 	15.4 	9.6 	22.1 	13.5 	29.0 	17.3 	8.1 	31.4 	6.3 	14.2 	1.1 	30.8 	14.8 	35.8 	37.7 	48.3 	21.4 	24.3 	3.3 
PC,MV_MSC,NAT,M,Y35-44,2014	17.9 	18.9 	14.5 	18.6 	30.5 	25.8 	11.5 	24.4 	15.2 	17.2 	15.8 	13.4 	19.2 	9.7 	24.5 	11.9 	33.8 	20.3 	8.1 	29.0 	7.6 	16.4 	0.7 	31.6 	15.2 	31.9 	38.0 	48.6 	18.3 	27.2 	3.5 
PC,MV_MSC,NAT,M,Y45-54,2014	15.3 	15.9 	9.4 	8.3 	30.7 	25.9 	10.1 	19.2 	11.5 	12.4 	10.9 	7.2 	12.7 	6.6 	15.3 	9.8 	19.8 	12.1 	5.2 	27.7 	2.1 	7.8 	0.5 	30.2 	11.1 	31.9 	35.7 	44.2 	17.1 	20.4 	1.3 
PC,MV_MSC,NAT,M,Y45-64,2014	14.4 	14.9 	6.3 	7.6 	29.6 	26.8 	8.5 	17.3 	8.1 	10.6 	11.9 	5.6 	10.6 	4.7 	14.9 	8.5 	23.2 	11.4 	3.9 	28.7 	2.1 	7.6 	0.3 	25.8 	8.3 	31.2 	34.5 	43.6 	16.9 	19.0 	1.1 
PC,MV_MSC,NAT,M,Y55-64,2014	13.3 	13.8 	3.5 	6.9 	28.3 	28.1 	6.6 	15.1 	4.4 	8.3 	13.1 	3.8 	8.1 	2.5 	14.2 	6.8 	27.1 	10.8 	2.6 	30.1 	2.1 	7.4 	0.1 	20.9 	5.4 	30.5 	33.3 	43.0 	16.6 	17.5 	0.8 
PC,MV_MSC,NAT,M,Y65-74,2014	14.1 	14.5 	1.9 	6.4 	35.7 	32.1 	4.8 	14.0 	1.5 	7.6 	10.7 	2.7 	6.7 	2.1 	13.3 	5.9 	19.0 	9.5 	1.8 	36.0 	0.3 	3.8 	0 	24.0 	2.1 	35.4 	38.5 	40.5 	14.8 	17.0 	0.5 
PC,MV_MSC,NAT,M,Y_GE18,2014	19.1 	19.6 	11.9 	16.7 	34.9 	32.1 	15.5 	25.2 	12.9 	15.7 	16.7 	11.4 	14.0 	9.1 	23.6 	15.2 	30.2 	18.9 	9.2 	35.6 	7.2 	13.5 	1.3 	31.1 	16.1 	37.8 	38.4 	47.8 	22.8 	23.2 	4.1 
PC,MV_MSC,NAT,M,Y_GE65,2014	13.7 	14.0 	1.4 	5.8 	34.9 	32.5 	3.6 	11.3 	1.2 	5.5 	9.7 	3.4 	5.7 	1.5 	11.1 	4.8 	22.0 	8.5 	1.1 	37.5 	0.3 	3.6 	0 	21.0 	2.3 	36.6 	33.7 	36.4 	14.1 	15.4 	0.3 
PC,MV_MSC,NAT,M,Y_GE75,2014	13.3 	13.3 	0.4 	4.7 	33.4 	32.9 	1.6 	7.0 	1.0 	2.7 	8.5 	4.6 	4.4 	0.5 	7.1 	3.5 	26.5 	6.8 	0 	39.6 	0.3 	3.5 	0 	16.7 	2.8 	39.2 	26.2 	30.9 	13.0 	13.1 	0 
PC,MV_MSC,NAT,T,TOTAL,2014	17.3 	17.6 	9.1 	14.1 	35.2 	31.2 	13.0 	24.0 	10.7 	13.0 	14.4 	8.8 	12.2 	7.9 	19.0 	12.7 	27.4 	18.6 	6.5 	33.8 	5.8 	10.3 	0.9 	30.4 	13.3 	35.9 	39.9 	53.5 	24.1 	20.0 	2.7 
PC,MV_MSC,NAT,T,Y15-24,2014	31.0 	30.7 	28.7 	32.9 	50.0 	46.1 	29.8 	41.0 	22.6 	24.7 	26.7 	19.8 	24.9 	14.9 	37.9 	30.6 	41.9 	40.6 	16.2 	49.6 	15.9 	22.1 	3.8 	48.8 	29.0 	54.1 	55.4 	68.5 	47.7 	28.3 	5.7 
PC,MV_MSC,NAT,T,Y18-24,2014	30.6 	30.3 	25.4 	31.6 	48.3 	45.3 	27.3 	39.0 	23.8 	27.4 	26.7 	20.0 	23.7 	15.2 	36.3 	28.0 	43.3 	36.1 	18.2 	52.3 	16.3 	23.2 	3.0 	45.8 	29.9 	52.6 	54.1 	65.2 	45.9 	28.2 	5.7 
PC,MV_MSC,NAT,T,Y18-29,2014	28.1 	28.0 	22.5 	28.5 	43.4 	42.1 	24.4 	39.5 	24.7 	25.6 	24.4 	16.7 	22.9 	15.6 	33.8 	23.3 	41.0 	32.2 	16.6 	42.4 	13.6 	23.0 	2.7 	41.2 	26.7 	50.4 	50.0 	63.8 	42.0 	27.4 	5.1 
PC,MV_MSC,NAT,T,Y18-44,2014	21.3 	21.7 	15.8 	20.8 	37.2 	33.0 	17.5 	32.0 	18.3 	19.1 	18.2 	13.5 	18.8 	12.9 	26.5 	17.2 	34.3 	25.2 	11.2 	35.3 	10.1 	16.8 	1.5 	35.9 	19.6 	41.0 	43.8 	59.6 	31.8 	24.9 	3.7 
PC,MV_MSC,NAT,T,Y18-64,2014	18.2 	18.6 	10.7 	15.9 	34.4 	30.8 	13.9 	26.3 	13.6 	14.9 	15.5 	9.9 	14.3 	9.0 	20.9 	13.4 	29.6 	19.9 	7.8 	32.9 	6.7 	12.1 	0.9 	32.2 	15.0 	36.3 	40.8 	55.2 	25.8 	21.9 	2.8 
PC,MV_MSC,NAT,T,Y25-34,2014	22.0 	22.5 	16.5 	22.1 	34.1 	33.5 	19.1 	36.5 	21.7 	21.5 	18.2 	13.1 	20.1 	13.9 	26.6 	15.6 	30.9 	25.1 	11.1 	33.0 	10.1 	19.2 	1.8 	37.0 	19.6 	43.1 	42.1 	59.7 	32.8 	26.0 	3.7 
PC,MV_MSC,NAT,T,Y25-64,2014	16.5 	17.0 	9.0 	13.8 	31.8 	28.7 	11.8 	24.4 	12.3 	13.5 	13.9 	8.3 	13.3 	8.0 	18.4 	10.8 	26.5 	17.4 	5.7 	30.3 	5.4 	10.6 	0.7 	30.5 	12.6 	33.8 	38.7 	53.3 	22.1 	21.1 	2.2 
PC,MV_MSC,NAT,T,Y35-44,2014	15.8 	16.5 	11.3 	14.8 	31.8 	24.4 	9.9 	24.7 	13.1 	14.1 	13.4 	9.7 	15.6 	9.9 	20.4 	11.1 	29.3 	19.4 	5.3 	28.0 	6.9 	11.5 	0.5 	30.0 	13.5 	31.0 	61.1 	55.3 	20.1 	22.3 	2.3 
PC,MV_MSC,NAT,T,Y45-54,2014	15.5 	16.0 	7.0 	10.0 	32.6 	27.6 	10.3 	20.0 	10.1 	11.2 	11.9 	6.8 	11.7 	5.3 	13.5 	9.9 	20.7 	14.8 	3.8 	28.6 	2.4 	6.4 	0.3 	30.7 	10.2 	32.7 	38.0 	50.8 	20.9 	20.0 	0.9 
PC,MV_MSC,NAT,T,Y45-64,2014	14.4 	14.9 	4.5 	9.0 	30.9 	28.4 	8.0 	18.2 	7.6 	9.7 	12.1 	5.5 	9.9 	3.7 	12.4 	8.3 	23.2 	12.7 	3.1 	30.1 	2.0 	6.4 	0.2 	27.5 	7.8 	30.7 	36.9 	48.8 	18.3 	18.4 	0.9 
PC,MV_MSC,NAT,T,Y55-64,2014	13.3 	13.7 	2.4 	8.1 	29.0 	29.4 	5.3 	16.2 	95.0 	8.0 	12.3 	4.2 	7.7 	1.9 	11.1 	6.5 	26.0 	10.8 	2.4 	32.1 	1.6 	6.4 	0.1 	24.0 	5.5 	28.7 	35.9 	46.7 	15.4 	16.5 	0.8 
PC,MV_MSC,NAT,T,Y65-74,2014	13.5 	13.7 	1.5 	5.3 	35.7 	31.5 	4.7 	12.3 	2.4 	7.7 	10.8 	3.2 	6.0 	1.6 	8.6 	6.5 	18.7 	8.9 	1.4 	33.5 	0.3 	4.6 	0.0 	24.2 	2.5 	31.6 	37.7 	42.1 	14.9 	15.2 	0.3 
PC,MV_MSC,NAT,T,Y_GE18,2014	16.8 	17.1 	8.3 	13.4 	34.3 	30.6 	11.9 	23.2 	10.4 	12.8 	13.9 	8.4 	11.7 	7.5 	18.2 	11.5 	26.9 	17.3 	6.4 	33.0 	5.5 	9.9 	0.7 	29.4 	12.9 	35.1 	38.8 	52.1 	22.8 	19.8 	2.5 
PC,MV_MSC,NAT,T,Y_GE65,2014	12.1 	12.3 	1.2 	4.6 	33.9 	29.9 	3.1 	10.1 	1.9 	5.4 	8.6 	2.9 	4.6 	1.0 	6.7 	4.9 	17.4 	7.7 	0.9 	33.4 	0.3 	3.5 	0.0 	18.9 	2.3 	30.9 	32.9 	39.6 	13.2 	13.6 	0.2 
PC,MV_MSC,NAT,T,Y_GE75,2014	10.5 	10.7 	0.7 	3.6 	30.9 	28.2 	1.2 	7.0 	1.4 	2.7 	6.1 	2.5 	3.1 	0.2 	4.3 	3.3 	15.4 	6.0 	0.3 	33.2 	0.2 	2.4 	0 	13.1 	2.0 	29.5 u	26.5 	36.4 	10.9 	11.6 	0.1 
PC,MV_MSC,NEU28_FOR,F,TOTAL,2014	13.9 	15.6 	: u	10.4 u	30.0 	26.8 	4.6 	23.2 	10.4 	9.4 	11.2 	3.1 	7.1 	7.2 	5.6 	5.4 	25.8 	21.4 u	9.7 	21.8 	5.2 	9.9 	: u	28.1 	: u	23.5 u	26.9 	60.1 	24.3 	23.4 	2.2 
PC,MV_MSC,NEU28_FOR,F,Y15-24,2014	18.3 	25.6 	: u	: u	: u	39.3 u	: u	: u	: u	6.1 	17.1 u	: u	6.7 	7.7 u	: u	0 	: u	: u	: u	: u	0 	7.2 u	: u	: u	0 	: u	33.8 	: u	40.3 u	48.3 u	: u
PC,MV_MSC,NEU28_FOR,F,Y18-24,2014	17.0 	26.9 	: u	: u	: u	38.7 u	0 	: u	: u	5.7 	15.1 u	: u	5.4 u	: u	: u	0 	: u	: u	0 	: u	0 	5.3 u	: u	: u	0 	: u	35.1 u	: u	39.0 u	50.6 u	: u
PC,MV_MSC,NEU28_FOR,F,Y18-29,2014	19.3 	24.1 	: u	: u	29.2 u	38.0 	: u	25.1 u	8.6 u	8.3 	21.7 	: u	7.8 	16.5 u	: u	: u	27.5 u	: u	: u	16.2 	: u	6.6 	: u	30.3 u	: u	: u	34.9 	: u	30.2 	40.3 	: u
PC,MV_MSC,NEU28_FOR,F,Y18-44,2014	14.4 	16.7 	: u	: u	28.2 	26.7 	13.1 u	20.7 	9.7 	8.9 	10.1 	2.9 	8.3 	7.8 	17.9 	: u	29.4 	: u	10.6 u	20.2 	: u	11.7 	: u	30.2 	: u	20.6 u	26.7 	56.0 u	27.8 	26.2 	2.5 u
PC,MV_MSC,NEU28_FOR,F,Y18-64,2014	13.8 	15.6 	: u	: u	29.1 	27.5 	7.0 	17.8 	11.0 	8.9 	11.0 	2.7 	6.6 	7.7 	7.3 	7.1 	26.4 	: u	10.5 	18.7 	: u	10.4 	: u	27.3 	: u	21.5 u	26.4 	60.9 	24.4 	23.8 	2.7 
PC,MV_MSC,NEU28_FOR,F,Y25-34,2014	15.7 	16.0 	0 	: u	28.9 u	25.4 	: u	22.2 u	10.2 	11.7 	13.4 	0 u	8.0 	12.2 	: u	: u	34.5 u	: u	: u	16.7 	: u	17.7 	0 	30.2 u	: u	: u	24.7 	: u	26.3 	17.4 	4.2 u
PC,MV_MSC,NEU28_FOR,F,Y25-64,2014	13.5 	14.4 	: u	: u	28.0 	26.4 	7.0 	17.5 	11.1 	9.3 	10.7 	1.6 	6.7 	7.4 	7.0 	7.1 	27.5 	: u	10.5 	18.3 	: u	10.8 	0 	26.5 	: u	22.9 u	25.2 	60.3 	22.4 	18.7 	3.1 
PC,MV_MSC,NEU28_FOR,F,Y35-44,2014	12.4 	13.7 	: u	: u	23.8 u	24.4 	11.1 u	20.0 	9.1 u	7.4 	5.8 	0 u	9.3 	2.3 	12.5 u	: u	28.8 u	: u	: u	23.3 	: u	10.3 	0 	27.4 u	: u	: u	25.0 	: u	24.9 	19.7 	: u
PC,MV_MSC,NEU28_FOR,F,Y45-54,2014	11.3 	12.5 	: u	: u	32.3 u	25.6 	6.5 	5.3 u	12.6 	9.1 	4.7 	2.5 	4.0 	6.3 	5.4 	0 u	16.1 u	: u	: u	15.2 	: u	9.9 	0 	25.1 u	: u	: u	28.7 	: u	18.0 	18.3 	: u
PC,MV_MSC,NEU28_FOR,F,Y45-64,2014	12.8 	13.8 	: u	: u	31.1 	29.2 	5.6 	6.0 	13.0 	8.9 	12.0 	2.7 	4.1 	7.3 	4.3 	6.4 	19.0 u	: u	10.4 u	15.6 	: u	8.8 	0 	25.1 	: u	: u	25.8 	67.8 u	14.4 	18.8 	3.2 u
PC,MV_MSC,NEU28_FOR,F,Y55-64,2014	15.2 	15.8 	: u	: u	29.2 u	34.7 u	5.1 	: u	13.6 u	8.4 	18.0 	2.9 u	4.2 	: u	3.6 	10.0 u	: u	: u	: u	16.2 u	: u	6.7 	0 	25.2 u	: u	: u	18.5 u	: u	: u	19.8 	: u
PC,MV_MSC,NEU28_FOR,F,Y65-74,2014	17.0 	16.9 	: u	: u	: u	24.6 u	2.9 	: u	: u	29.9 u	15.4 	2.6 u	11.8 u	: u	4.0 	5.7 u	: u	: u	: u	: u	0 u	11.4 u	0 	: u	0 	: u	: u	: u	: u	16.3 	: u
PC,MV_MSC,NEU28_FOR,F,Y_GE18,2014	13.7 	15.4 	: u	10.4 u	29.4 	26.5 	4.6 	18.9 	9.6 	9.5 	11.0 	2.4 	7.0 	7.5 	5.6 	5.4 	26.3 	21.4 u	10.2 	21.8 	5.2 	9.9 	: u	26.7 	: u	19.7 u	26.5 	59.2 	23.8 	23.5 	2.3 
PC,MV_MSC,NEU28_FOR,F,Y_GE65,2014	13.1 	14.2 	: u	: u	: u	21.7 	2.1 	38.2 u	0 u	24.2 u	10.8 	1.4 	12.7 u	: u	3.8 	3.2 	: u	: u	: u	: u	0 	5.9 	: u	21.3 u	: u	: u	: u	: u	: u	20.8 	0 u
PC,MV_MSC,NEU28_FOR,F,Y_GE75,2014	9.0 	11.3 	: u	: u	: u	19.6 u	1.6 	: u	: u	: u	4.9 u	0 u	: u	: u	3.6 	0 u	0 	: u	0 	: u	0 	0 u	: u	: u	: u	: u	: u	: u	: u	26.5 u	: u
PC,MV_MSC,NEU28_FOR,M,TOTAL,2014	23.6 	25.0 	: u	5.3 u	46.5 	38.5 	13.1 	36.2 	10.6 	19.3 	20.0 	5.0 	9.0 	9.1 	14.5 	7.4 	37.7 	: u	27.9 u	37.1 	7.6 	20.1 	0 	27.9 	: u	50.6 u	47.5 	40.9 u	33.1 	32.1 	1.1 
PC,MV_MSC,NEU28_FOR,M,Y15-24,2014	40.8 	41.7 	: u	: u	: u	58.4 u	0 	: u	: u	26.2 	52.0 u	: u	17.4 	23.3 u	: u	: u	: u	: u	: u	: u	: u	47.5 u	0 	: u	0 	: u	72.3 	: u	54.1 u	: u	: u
PC,MV_MSC,NEU28_FOR,M,Y18-24,2014	41.8 	44.5 	: u	: u	: u	52.2 u	0 	: u	: u	29.1 	: u	: u	21.1 u	: u	: u	: u	: u	: u	: u	: u	: u	53.6 u	0 	: u	0 	: u	70.2 	: u	50.7 u	: u	: u
PC,MV_MSC,NEU28_FOR,M,Y18-29,2014	39.2 	42.6 	: u	: u	44.8 u	50.7 	: u	: u	: u	27.1 	48.4 u	: u	19.4 	13.4 u	: u	: u	58.5 u	: u	: u	55.2 u	: u	49.6 	0 	51.0 u	: u	: u	62.1 	: u	52.4 	60.5 u	: u
PC,MV_MSC,NEU28_FOR,M,Y18-44,2014	28.5 	31.0 	: u	: u	50.3 	45.0 	27.0 u	32.6 	18.4 	22.0 	28.7 	10.1 	9.8 	11.1 	12.4 u	: u	40.6 	: u	41.5 u	46.4 	: u	29.4 	0 	24.8 	: u	: u	51.5 	51.6 u	36.8 	43.6 	0 u
PC,MV_MSC,NEU28_FOR,M,Y18-64,2014	24.1 	26.0 	: u	5.7 u	44.8 	37.7 	14.6 	30.7 	11.8 	19.7 	23.5 	5.6 	8.9 	8.6 	16.0 	9.8 	37.1 	: u	29.1 u	39.1 	: u	20.6 	0 	25.1 	: u	50.5 u	45.5 	40.4 u	32.6 	35.2 	0 u
PC,MV_MSC,NEU28_FOR,M,Y25-34,2014	31.5 	34.3 	0 	: u	40.0 u	51.8 	: u	25.2 u	17.4 u	21.6 	28.2 u	: u	11.3 	9.2 u	: u	: u	33.8 u	: u	: u	49.4 u	: u	26.6 u	0 	30.6 u	: u	: u	55.4 	: u	46.5 	49.3 u	: u
PC,MV_MSC,NEU28_FOR,M,Y25-64,2014	21.9 	23.7 	: u	: u	40.3 	35.8 	14.6 	28.1 	10.0 	17.7 	21.2 	4.3 	7.6 	6.4 	16.1 	5.7 	31.3 	: u	21.9 u	36.4 	: u	16.3 	0 	23.8 	: u	38.3 u	41.8 	35.8 u	29.4 	32.7 	0 u
PC,MV_MSC,NEU28_FOR,M,Y35-44,2014	20.5 	22.9 	: u	: u	: u	33.8 	20.6 u	34.5 	15.3 u	18.4 	22.3 	9.7 u	5.8 	8.2 u	5.8 u	: u	31.0 u	: u	: u	38.7 	: u	21.2 	0 	14.7 u	: u	: u	33.5 	: u	17.5 	34.1 	: u
PC,MV_MSC,NEU28_FOR,M,Y45-54,2014	16.5 	17.6 	: u	: u	28.6 u	29.9 	8.2 u	23.7 u	4.2 u	11.2 	12.8 	5.1 	8.9 	: u	20.9 u	: u	28.0 u	: u	: u	21.2 u	: u	5.4 	0 	26.1 u	0 	: u	36.9 	: u	27.0 u	22.6 	: u
PC,MV_MSC,NEU28_FOR,M,Y45-64,2014	17.2 	18.1 	: u	: u	32.6 u	26.9 	10.7 	23.1 u	2.9 	13.2 	18.7 	3.3 	7.1 	0 u	17.0 	6.8 u	29.8 u	: u	: u	19.8 	: u	9.0 	0 	25.4 	0 	: u	35.4 	: u	19.1 	22.7 	0 u
PC,MV_MSC,NEU28_FOR,M,Y55-64,2014	18.1 	19.0 	: u	: u	: u	22.6 	12.3 	: u	: u	17.3 	24.7 	1.2 	3.8 	: u	15.1 	5.9 u	: u	: u	: u	: u	: u	17.0 	0 	24.8 u	0 	: u	32.6 u	: u	2.9 u	22.8 	: u
PC,MV_MSC,NEU28_FOR,M,Y65-74,2014	14.6 	14.8 	0 	: u	: u	29.8 u	11.8 	: u	: u	: u	7.9 	2.0 u	: u	: u	12.0 	: u	: u	0 	: u	: u	0 u	: u	0 	34.1 u	0 	0 	49.2 u	: u	: u	15.8 	: u
PC,MV_MSC,NEU28_FOR,M,Y_GE18,2014	23.1 	24.7 	: u	5.3 u	44.0 	37.3 	13.1 	30.7 	10.8 	19.3 	19.8 	5.0 	9.0 	8.1 	14.5 	7.4 	36.0 	: u	27.9 u	36.4 	7.6 	19.9 	0 	25.8 	: u	48.7 u	46.0 	38.2 u	31.7 	32.8 	0 
PC,MV_MSC,NEU28_FOR,M,Y_GE65,2014	15.7 	15.7 	: u	: u	: u	34.5 	10.1 	: u	: u	: u	9.0 	3.2 	: u	: u	12.3 	0 u	: u	0 	: u	: u	0 	8.1 u	0 	30.6 u	: u	: u	49.8 u	: u	: u	16.0 	0 u
PC,MV_MSC,NEU28_FOR,M,Y_GE75,2014	17.2 	17.0 	: u	: u	: u	41.3 u	8.0 u	: u	: u	: u	10.9 u	5.0 u	: u	: u	12.7 	: u	: u	0 	: u	: u	0 u	: u	0 	: u	: u	: u	: u	0 	: u	16.2 u	: u
PC,MV_MSC,NEU28_FOR,T,TOTAL,2014	18.5 	20.0 	24.0 u	7.7 	37.3 	32.5 	7.9 	29.3 	10.5 	14.0 	15.2 	4.0 	8.0 	7.9 	8.8 	6.2 	32.2 	28.8 u	17.4 	29.7 	6.1 	14.7 	: u	28.0 	: u	35.6 	38.0 	52.6 	28.7 	27.4 	1.6 
PC,MV_MSC,NEU28_FOR,T,Y15-24,2014	30.4 	33.7 	: u	: u	: u	50.2 	: u	51.9 u	21.2 u	17.7 	30.9 	: u	12.3 	15.5 u	: u	: u	51.3 u	: u	: u	44.0 u	: u	30.4 	: u	69.9 u	0 	: u	53.5 	: u	48.1 	47.9 u	3.2 u
PC,MV_MSC,NEU28_FOR,T,Y18-24,2014	30.4 	35.5 	: u	: u	: u	46.3 	0 	: u	19.0 u	19.7 	32.0 	: u	13.4 	16.9 u	: u	: u	49.0 u	: u	: u	41.5 u	: u	33.2 	: u	: u	0 	: u	54.5 	: u	45.4 	53.9 u	: u
PC,MV_MSC,NEU28_FOR,T,Y18-29,2014	28.8 	32.5 	: u	: u	37.2 	44.4 	: u	35.7 u	20.6 	18.1 	30.3 	13.5 u	13.0 	15.2 	: u	: u	42.5 	: u	: u	35.7 	: u	30.0 	: u	42.2 u	: u	: u	49.9 	: u	41.0 	47.8 	2.6 u
PC,MV_MSC,NEU28_FOR,T,Y18-44,2014	21.0 	23.3 	: u	8.9 u	38.0 	35.3 	20.4 	26.5 	13.6 	15.1 	17.8 	6.1 	9.0 	9.0 	15.8 	: u	35.4 	29.0 u	23.9 	33.8 	: u	20.5 	: u	27.3 	: u	36.5 u	39.5 	54.2 	32.3 	33.4 	1.3 
PC,MV_MSC,NEU28_FOR,T,Y18-64,2014	18.7 	20.5 	: u	8.1 u	36.0 	32.6 	10.5 	24.1 	11.4 	13.9 	16.6 	4.2 	7.7 	8.0 	10.7 	8.4 	32.2 	28.4 u	18.5 	29.0 	22.5 u	15.4 	: u	26.2 	: u	34.8 	36.7 	53.0 	28.4 	29.0 	1.4 
PC,MV_MSC,NEU28_FOR,T,Y25-34,2014	22.7 	24.0 	0 	: u	34.2 	37.8 	30.1 u	23.8 	13.0 	16.0 	18.6 	1.3 u	9.4 	11.3 	28.2 u	: u	34.2 	: u	18.6 u	33.0 	: u	22.2 	0 	30.5 	: u	: u	42.5 	69.2 u	35.9 	30.7 	2.6 u
PC,MV_MSC,NEU28_FOR,T,Y25-64,2014	17.4 	18.7 	: u	8.5 u	33.1 	31.1 	10.5 	22.8 	10.6 	13.0 	15.4 	2.9 	7.1 	7.1 	10.6 	6.4 	29.5 	26.1 u	15.0 	27.3 	23.1 u	13.4 	0 	25.1 	: u	29.4 	34.1 	50.7 	25.8 	25.3 	1.7 
PC,MV_MSC,NEU28_FOR,T,Y35-44,2014	16.2 	18.0 	: u	: u	33.4 	28.5 	15.8 u	26.8 	12.2 	12.5 	13.5 	4.3 u	7.5 	4.3 	9.6 	: u	30.0 	: u	19.0 u	31.3 	: u	15.4 	0 	20.9 	: u	: u	28.6 	37.0 u	21.2 	26.4 	0 u
PC,MV_MSC,NEU28_FOR,T,Y45-54,2014	13.8 	15.0 	: u	: u	30.6 	28.0 	7.3 	14.0 	8.3 	9.9 	8.8 	3.9 	6.2 	4.3 	10.5 	3.8 u	23.5 	: u	8.2 u	18.5 	: u	7.7 	0 	25.5 	: u	: u	33.2 	56.6 u	22.1 	20.4 	5.3 u
PC,MV_MSC,NEU28_FOR,T,Y45-64,2014	14.9 	15.9 	: u	: u	31.7 	27.9 	7.9 	14.4 	8.0 	10.7 	15.2 	3.0 	5.5 	4.7 	9.3 	6.6 	25.1 	: u	8.8 u	17.5 	: u	8.9 	0 	25.3 	: u	30.5 u	31.3 	51.0 u	16.6 	20.8 	1.6 u
