physact,deg_urb,sex,age,unit,time\geo	EU27_2020 	EU28 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
MV_MSC,DEG2,M,Y18-44,PC,2014	26.1 	26.8 	18.9 	29.6 	47.3 	36.1 	20.7 	36.0 	24.3 	21.3 	22.6 	16.9 	21.5 	15.8 	32.1 	22.4 	38.4 	28.6 	17.5 	39.6 	14.3 	22.1 	3.2 	40.4 	26.1 	45.9 	42.4 	52.9 	33.9 	33.3 	0 
MV_MSC,DEG2,M,Y18-64,PC,2014	21.5 	22.1 	13.3 	21.1 	39.1 	31.9 	13.7 	30.1 	17.6 	16.9 	18.3 	11.4 	15.6 	10.5 	24.3 	13.8 	33.3 	22.0 	12.6 	36.2 	9.2 	16.9 	2.2 	36.0 	18.2 	39.3 	39.6 	46.2 	27.3 	27.1 	0 
MV_MSC,DEG2,M,Y25-34,PC,2014	27.2 	28.0 	24.9 	38.2 	36.8 u	37.3 	25.3 	32.2 	26.0 	24.0 	20.6 	14.4 	23.6 	18.0 	30.9 	14.3 u	38.8 	24.1 	17.6 	41.5 	12.9 	28.4 	2.4 	38.0 	30.7 	46.2 	45.2 	51.7 	35.7 	34.1 	0 
MV_MSC,DEG2,M,Y25-64,PC,2014	19.0 	19.6 	10.9 	19.3 	34.3 	28.9 	10.7 	26.3 	15.3 	14.7 	15.4 	9.3 	13.9 	8.2 	20.1 	9.3 	30.1 	18.3 	9.6 	32.7 	6.9 	15.2 	1.3 	33.2 	14.5 	36.8 	37.0 	42.8 	23.8 	24.9 	0 
MV_MSC,DEG2,M,Y35-44,PC,2014	17.9 	18.8 	9.2 	19.9 	41.4 	24.0 	7.3 	30.6 	17.8 	14.3 	15.5 	14.4 	16.4 	6.7 	19.6 	: u	29.0 	23.2 	8.8 	25.8 	9.3 	14.3 	1.3 	34.2 	13.2 	38.4 	30.6 	46.2 	24.2 	26.7 	0 
MV_MSC,DEG2,M,Y45-54,PC,2014	16.8 	17.2 	10.4 	9.8 	32.3 	26.8 	4.4 	20.7 	12.4 	13.2 	11.7 	5.5 	10.8 	2.3 	13.7 	0 u	24.6 	13.6 	7.3 	34.1 	2.9 	8.2 	1.0 	36.9 	7.3 	37.7 	36.1 	35.1 	19.7 	21.3 	0 
MV_MSC,DEG2,M,Y45-64,PC,2014	16.0 	16.4 	6.4 	8.8 	30.1 	27.6 	4.6 	20.1 	9.1 	10.7 	12.9 	4.4 	9.3 	2.8 	14.1 	4.6 	25.8 	12.8 	5.6 	32.2 	2.5 	8.1 	0.7 	30.2 	5.5 	31.4 	36.2 	36.3 	17.7 	19.9 	0 
MV_MSC,DEG2,M,Y55-64,PC,2014	15.1 	15.4 	1.8 	7.7 	27.6 	28.7 	4.8 	19.4 	5.6 	7.2 	14.1 	3.3 	7.4 	3.5 	14.4 	12.1 u	27.4 	12.0 	3.7 	29.6 	2.1 	8.0 	0.4 	22.7 	3.8 	25.3 	36.4 	37.7 	15.7 	18.2 	0 
MV_MSC,DEG2,M,Y65-74,PC,2014	16.2 	16.2 	0 	6.1 	38.8 	32.9 	6.2 	11.9 	3.0 	8.8 	12.1 	4.4 	6.1 	1.4 	6.8 	0 u	19.8 	5.3 	1.7 	37.6 	0 	2.4 	0 	18.5 	2.4 	33.9 	37.9 	40.9 	12.8 	15.8 	0 
MV_MSC,DEG2,M,Y_GE18,PC,2014	20.3 	20.8 	10.6 	18.2 	39.3 	31.9 	12.2 	27.5 	14.4 	15.3 	16.6 	10.1 	13.3 	9.4 	21.6 	12.1 	31.1 	19.1 	10.9 	36.2 	7.8 	14.1 	1.8 	32.5 	16.1 	38.6 	37.8 	44.1 	24.8 	24.3 	0 
MV_MSC,DEG2,M,Y_GE65,PC,2014	15.7 	15.7 	0 	5.7 	39.9 	31.9 	4.6 	12.1 	2.3 	6.5 	10.4 	4.4 	5.6 	1.6 	7.9 	4.8 u	20.4 	4.9 	1.1 	36.5 	0.3 	2.6 	0 	17.0 	2.2 	35.8 	32.1 	35.6 	16.1 	15.6 	0 
MV_MSC,DEG2,M,Y_GE75,PC,2014	15.0 	15.1 	0 u	5.0 	42.2 	30.9 	2.3 u	12.5 	1.2 	2.8 	8.1 	4.4 	4.8 	2.2 u	9.6 	: u	21.4 u	4.4 	0 	34.9 	0.8 	2.8 	0 	14.7 	2.0 	40.6 u	23.9 	27.4 u	21.3 	15.4 	0 
MV_MSC,DEG2,T,TOTAL,PC,2014	18.6 	18.8 	7.7 	15.6 	36.5 	31.0 	10.5 	26.5 	12.0 	12.7 	14.6 	8.3 	11.6 	7.8 	15.9 	12.6 	25.9 	19.3 	7.5 	33.6 	6.2 	10.5 	1.1 	32.3 	12.7 	36.2 	39.5 	49.9 	25.6 	20.3 	0 
MV_MSC,DEG2,T,Y15-24,PC,2014	32.4 	32.7 	29.0 	30.1 	50.4 	46.6 	35.3 	43.6 	24.2 	24.2 	24.5 	18.2 	25.2 	18.2 	32.8 	38.8 u	40.1 	43.2 	17.5 	49.5 	19.3 	18.3 	4.4 	55.7 	27.7 	56.9 	56.7 	67.6 	48.6 	36.3 	0 
MV_MSC,DEG2,T,Y18-24,PC,2014	32.7 	32.9 	24.7 	28.5 	52.2 	46.9 	29.0 	37.1 	25.4 	28.7 	26.5 	18.4 	24.3 	22.7 	32.1 	37.1 u	39.8 	36.9 	20.5 	48.9 	18.9 	20.2 	4.1 	54.1 	29.3 	54.8 	54.3 	62.4 	47.1 	35.0 	0 
MV_MSC,DEG2,T,Y18-29,PC,2014	29.1 	29.1 	21.6 	30.5 	47.5 	42.6 	24.7 	33.6 	23.1 	23.4 	23.7 	14.5 	21.0 	18.4 	33.3 	26.1 	37.9 	33.5 	17.9 	44.5 	15.0 	21.4 	2.9 	47.0 	27.0 	51.4 	49.6 	63.2 	44.5 	28.9 	0 
MV_MSC,DEG2,T,Y18-44,PC,2014	21.8 	22.2 	12.3 	22.9 	39.2 	32.3 	15.0 	31.0 	17.5 	16.8 	17.6 	12.9 	17.2 	12.2 	25.2 	18.1 	31.2 	26.4 	11.9 	34.2 	10.7 	16.4 	1.7 	38.3 	19.9 	41.4 	43.0 	58.3 	33.1 	25.8 	0 
MV_MSC,DEG2,T,Y18-64,PC,2014	19.2 	19.5 	8.7 	17.8 	35.7 	30.8 	10.4 	27.4 	14.2 	14.0 	15.7 	9.0 	13.0 	8.6 	18.5 	13.6 	27.6 	20.8 	8.8 	32.8 	6.9 	12.7 	1.1 	34.5 	14.4 	36.6 	40.2 	51.4 	27.3 	22.0 	0 
MV_MSC,DEG2,T,Y25-34,PC,2014	22.0 	22.1 	14.5 	30.6 	35.4 	32.2 	16.5 	29.5 	19.8 	16.5 	16.8 	11.7 	17.7 	11.7 	27.7 	10.3 u	32.0 	25.2 	11.1 	34.7 	9.5 	20.4 	1.3 	37.8 	22.6 	41.5 	42.6 	60.3 	35.0 	23.4 	0 
MV_MSC,DEG2,T,Y25-64,PC,2014	17.4 	17.7 	7.1 	16.4 	32.8 	28.5 	8.3 	25.5 	12.6 	12.3 	14.0 	7.8 	11.8 	6.4 	16.2 	9.9 	25.3 	18.3 	6.6 	30.6 	5.5 	11.6 	0.7 	32.3 	12.0 	34.2 	38.0 	49.0 	24.1 	20.7 	0 
MV_MSC,DEG2,T,Y35-44,PC,2014	16.0 	16.9 	6.9 	14.3 	33.6 	23.2 	6.9 	28.2 	12.1 	12.5 	12.7 	10.9 	14.1 	6.1 	17.5 	11.4 	24.4 	21.6 	6.1 	25.9 	8.2 	11.4 	0.7 	31.8 	11.9 	33.1 	35.6 	52.3 	23.5 	24.2 	0 
MV_MSC,DEG2,T,Y45-54,PC,2014	16.9 	17.1 	6.4 	11.8 	35.0 	28.9 	7.0 	23.1 	12.1 	11.1 	12.1 	6.6 	9.8 	2.3 	11.1 	7.5 	20.6 	14.5 	5.7 	31.8 	2.9 	7.0 	0.6 	35.9 	7.8 	36.1 	36.1 	36.4 	23.9 	19.5 	0 
MV_MSC,DEG2,T,Y45-64,PC,2014	16.2 	16.3 	4.3 	10.4 	31.6 	29.2 	5.4 	21.2 	9.9 	10.1 	13.4 	4.8 	8.6 	2.8 	10.3 	9.1 	22.3 	13.3 	4.5 	31.1 	2.2 	7.2 	0.4 	29.9 	5.7 	31.2 	36.9 	40.5 	19.6 	17.8 	0 
MV_MSC,DEG2,T,Y55-64,PC,2014	15.3 	15.4 	2.3 	9.0 	27.6 	29.6 	3.8 	18.7 	7.5 	8.8 	14.6 	2.9 	7.0 	3.5 	9.6 	10.9 	24.4 	12.2 	3.2 	30.2 	1.6 	7.5 	0.2 	23.2 	3.9 	26.6 	37.8 	45.3 	14.8 	15.9 	0 
MV_MSC,DEG2,T,Y65-74,PC,2014	15.5 	15.4 	0.2 	5.2 	37.8 	32.0 	6.0 	8.5 	2.8 	8.4 	11.6 	4.3 	6.0 	0.6 	4.9 	4.7 	18.0 	7.3 	1.3 	35.9 	0.1 	2.6 	0 	23.1 	2.0 	31.1 	37.6 	36.8 	14.1 	14.6 	0 
MV_MSC,DEG2,T,Y_GE18,PC,2014	18.1 	18.2 	6.7 	15.1 	36.1 	30.4 	8.8 	24.5 	11.6 	12.6 	14.3 	8.0 	11.1 	7.6 	15.4 	11.3 	25.3 	17.8 	7.5 	33.1 	5.7 	10.4 	0.9 	31.3 	12.3 	35.2 	38.2 	48.1 	24.6 	19.9 	0 
MV_MSC,DEG2,T,Y_GE65,PC,2014	14.0 	14.0 	0.1 	5.2 	37.5 	29.1 	3.7 	8.3 	2.2 	6.0 	9.2 	3.8 	5.0 	0.7 	4.7 	4.5 	15.6 	6.8 	0.8 	34.0 	0.2 	2.1 	0 	20.1 	1.7 	30.4 	32.1 	34.6 	15.0 	13.5 	0 
MV_MSC,DEG2,T,Y_GE75,PC,2014	12.3 	12.3 	0 	5.2 	37.0 	26.1 	1.2 	8.0 	1.3 	2.8 	6.3 	3.1 	3.8 	0.9 	4.4 	4.3 	11.9 	6.2 	0 	31.6 	0.3 	1.6 	0 	16.2 	1.1 	29.0 u	25.5 	31.2 	16.3 	12.1 	0 
MV_MSC,DEG3,F,TOTAL,PC,2014	11.9 	12.4 	2.3 	7.9 	32.5 	25.4 	6.2 	20.4 	4.9 	7.4 	9.8 	4.4 	8.3 	4.0 	11.2 	7.2 	23.5 	11.1 	7.0 	29.6 	2.1 	5.5 	0.3 	24.5 	7.7 	28.0 	37.2 	51.8 	21.6 	19.2 	0 
MV_MSC,DEG3,F,Y15-24,PC,2014	19.2 	19.4 	13.6 	20.8 	51.1 	31.9 	10.0 	26.3 	8.7 u	15.9 	15.5 	10.2 	16.1 	8.7 	24.7 	17.3 	38.3 	24.0 	7.7 u	38.1 	5.4 	17.4 	1.4 	42.7 	18.2 	45.0 	49.1 	72.7 	46.9 	23.1 	0 
MV_MSC,DEG3,F,Y18-24,PC,2014	18.8 	19.2 	14.0 	16.2 	47.1 	32.3 	8.5 	25.9 u	14.9 u	15.9 	15.5 	9.6 	16.4 	7.1 u	22.8 	16.3 	42.2 	20.2 	: u	37.7 	5.1 	16.7 	0.5 	37.6 	16.5 	52.2 u	50.9 	70.5 u	47.8 	24.4 u	0 
MV_MSC,DEG3,F,Y18-29,PC,2014	17.1 	17.6 	11.9 	13.8 	39.1 	30.8 	10.7 	31.4 	13.2 	12.3 	12.5 	7.6 	16.9 	5.9 	22.4 	14.8 	36.9 	17.2 	10.9 u	34.0 	5.3 	14.5 	0.4 	34.9 	13.3 	41.5 	49.1 	78.9 	40.6 	25.5 	0 
MV_MSC,DEG3,F,Y18-44,PC,2014	13.9 	14.3 	5.1 	9.9 	33.5 	24.8 	8.3 	27.0 	10.5 	10.5 	11.7 	6.7 	12.8 	4.9 	18.7 	9.9 	27.2 	16.1 	13.2 	29.0 	3.7 	9.4 	0.3 	29.9 	9.8 	34.0 	40.5 	59.5 	30.5 	20.4 	0 
MV_MSC,DEG3,F,Y18-64,PC,2014	12.8 	13.3 	2.7 	8.4 	31.1 	25.5 	7.6 	23.3 	7.3 	8.1 	10.7 	4.9 	10.6 	4.2 	13.4 	8.0 	26.1 	12.3 	9.5 	29.0 	2.5 	6.3 	0.2 	27.3 	8.3 	29.5 	38.4 	51.3 	24.1 	20.8 	0 
MV_MSC,DEG3,F,Y25-34,PC,2014	13.0 	13.5 	5.1 	9.2 	20.9 	22.4 	9.8 	33.3 	10.5 	9.1 	8.9 	6.2 	14.1 	4.9 	18.6 	8.0 	24.3 	18.4 	13.3 u	26.8 	4.3 	11.6 	0.1 	30.6 	8.3 	29.0 	39.8 	65.9 	26.0 	22.1 	0 
MV_MSC,DEG3,F,Y25-64,PC,2014	12.0 	12.5 	1.4 	7.4 	28.9 	24.7 	7.5 	22.9 	6.6 	7.2 	10.0 	4.2 	9.9 	3.8 	12.1 	6.7 	23.9 	11.0 	9.1 	27.7 	2.1 	5.1 	0.1 	26.1 	7.1 	27.0 	36.5 	48.7 	20.3 	20.3 	0 
MV_MSC,DEG3,F,Y35-44,PC,2014	12.1 	12.4 	0.5 	7.8 	34.8 	22.9 	6.9 	22.8 	9.0 	9.3 	12.0 	5.5 	10.2 	3.5 	16.5 	7.0 	21.8 	11.7 	15.0 u	25.5 	2.2 	4.6 	0.3 	25.8 	7.3 	29.9 	35.8 	46.0 u	23.2 	16.8 	0 
MV_MSC,DEG3,F,Y45-54,PC,2014	12.6 	13.4 	0.9 	7.7 	29.2 	24.7 	10.4 	19.1 	6.3 	6.0 	10.3 	3.7 	10.4 	6.5 	8.5 	8.0 	26.3 	13.8 	3.6 u	26.9 	1.1 	3.5 	0 	25.4 	7.4 	30.5 	37.2 	50.3 	19.7 	24.3 	0 
MV_MSC,DEG3,F,Y45-64,PC,2014	11.5 	12.2 	0.6 	6.5 	28.8 	26.2 	6.8 	18.4 	4.3 	5.0 	9.5 	2.8 	8.2 	3.3 	7.3 	6.1 	24.7 	7.8 	4.8 	28.9 	0.8 	2.7 	0 	24.2 	6.4 	25.0 	34.5 	40.8 	16.7 	21.3 	0 
MV_MSC,DEG3,F,Y55-64,PC,2014	10.4 	10.9 	0.3 	5.2 	28.4 	28.0 	3.0 	17.4 	2.1 	3.7 	8.5 	1.9 	5.4 	0 	6.0 	3.8 	22.6 	2.8 	6.1 u	31.3 	0.6 	1.9 	0 	23.0 	5.5 	19.3 	31.5 	28.3 	13.5 	17.7 	0 
MV_MSC,DEG3,F,Y65-74,PC,2014	10.4 	10.7 	1.0 	2.9 	36.0 	27.9 	2.6 	9.8 	1.3 	6.9 	10.4 	2.4 	1.6 	0.7 	3.6 	4.0 	15.6 	3.5 	3.4 u	30.4 	0 	4.1 	0.1 	19.7 	3.7 	22.7 	32.5 	49.9 u	12.1 	14.7 	0 
MV_MSC,DEG3,F,Y_GE18,PC,2014	11.6 	12.1 	2.0 	7.1 	31.1 	25.2 	5.9 	20.1 	5.1 	7.1 	9.6 	4.1 	8.1 	3.5 	10.6 	6.6 	23.3 	10.2 	7.4 	29.3 	1.9 	5.0 	0.1 	23.5 	7.3 	27.9 	36.7 	50.1 	20.4 	19.2 	0 
MV_MSC,DEG3,F,Y_GE65,PC,2014	8.1 	8.6 	0.6 	2.8 	31.1 	24.2 	1.6 	8.1 	0.9 	4.3 	6.1 	1.8 	1.5 	0.5 	3.3 	2.7 	11.7 	3.5 	2.0 u	30.4 	0 	2.4 	0.1 	11.8 	3.6 	22.7 	31.2 	45.0 	9.7 	15.0 	0 
MV_MSC,DEG3,F,Y_GE75,PC,2014	5.8 	6.4 	0 	2.6 	23.7 u	19.9 	0.7 	6.0 	0.5 	1.7 	2.0 	1.3 	1.4 	0 u	3.1 	1.5 	4.4 u	3.4 	: u	30.4 	0 	0.9 	0 	4.2 	3.5 	22.8 u	29.5 	38.7 u	6.7 	15.2 	0 
MV_MSC,DEG3,M,TOTAL,PC,2014	16.5 	16.8 	7.0 	15.8 	32.4 	30.2 	12.1 	22.6 	9.2 	12.3 	14.6 	8.3 	13.1 	5.7 	20.5 	14.5 	29.3 	15.0 	11.2 	34.7 	5.2 	10.4 	1.1 	27.5 	13.1 	33.8 	43.1 	44.8 	20.1 	21.3 	0 
MV_MSC,DEG3,M,Y15-24,PC,2014	34.8 	35.1 	21.5 	50.2 	55.2 	54.3 	34.5 	49.1 	33.4 u	26.1 	33.0 	24.5 	30.3 	12.1 	47.6 	40.6 	46.2 	41.2 	: u	58.8 	17.1 	25.1 	6.2 	47.9 	30.6 	58.3 	63.8 	65.8 	44.6 	41.4 u	0 
MV_MSC,DEG3,M,Y18-24,PC,2014	33.9 	34.3 	17.0 	54.4 	52.4 	52.0 	30.1 	45.4 u	33.2 u	29.5 	31.8 	25.8 	29.9 	10.4 	46.2 	36.0 	48.3 	39.7 	: u	53.8 	16.9 	28.8 	4.2 	44.5 	29.2 	55.1 u	64.0 	59.9 u	41.9 	43.7 u	0 
MV_MSC,DEG3,M,Y18-29,PC,2014	30.0 	30.0 	18.1 	38.3 	42.5 	45.6 	23.6 	44.9 	42.0 u	30.6 	27.7 	19.5 	27.3 	10.3 	38.4 	31.0 	45.3 	32.9 	26.0 u	47.8 	15.3 	27.8 	2.9 	39.7 	27.1 	59.0 	55.3 	59.4 	36.9 	30.6 u	0 
MV_MSC,DEG3,M,Y18-44,PC,2014	21.6 	22.1 	13.1 	25.8 	34.8 	34.3 	18.0 	31.8 	19.1 	20.5 	20.3 	13.8 	20.2 	8.8 	27.0 	20.6 	35.6 	21.4 	19.4 	38.6 	8.8 	19.1 	1.3 	34.7 	18.7 	38.7 	50.0 	46.2 	25.9 	29.6 	0 
MV_MSC,DEG3,M,Y18-64,PC,2014	17.0 	17.3 	8.2 	17.0 	30.0 	29.1 	12.0 	23.8 	12.3 	14.7 	15.1 	8.8 	15.3 	6.1 	21.0 	14.5 	30.0 	15.4 	12.9 	32.4 	5.4 	12.4 	0.8 	27.9 	13.8 	31.9 	43.9 	43.8 	20.0 	22.7 	0 
MV_MSC,DEG3,M,Y25-34,PC,2014	21.8 	22.1 	15.8 	16.6 	28.8 	32.8 	16.7 	40.9 	27.7 	23.6 	20.8 	10.6 	17.8 	9.2 	23.7 	23.8 	32.9 	23.4 	19.2 u	37.1 	9.1 	20.6 	0.9 	38.7 	19.2 	50.6 u	49.0 	43.6 u	27.4 	27.7 	0 
MV_MSC,DEG3,M,Y25-64,PC,2014	14.7 	15.1 	7.2 	11.5 	26.6 	26.1 	8.9 	21.1 	10.5 	13.2 	12.9 	6.3 	13.7 	5.4 	17.0 	10.8 	26.2 	11.4 	9.8 	28.8 	3.5 	10.1 	0.3 	26.1 	11.1 	29.3 	40.9 	40.5 	15.8 	20.9 	0 
MV_MSC,DEG3,M,Y35-44,PC,2014	15.1 	15.7 	8.1 	18.0 	28.0 	24.9 	11.2 	19.6 	10.6 	14.7 	14.2 	9.5 	18.0 	7.0 	18.4 	7.5 	28.2 	8.9 	10.7 u	29.2 	3.2 	12.5 	0.1 	26.1 	11.6 	24.4 	42.7 	37.1 u	12.6 	26.3 	0 
MV_MSC,DEG3,M,Y45-54,PC,2014	12.0 	12.2 	4.2 	7.8 	24.0 	22.9 	5.9 	15.5 	6.4 	7.2 	8.0 	5.1 	13.2 	4.3 	13.7 	9.2 	20.3 	5.5 	7.7 u	22.6 	0.9 	6.0 	0.2 	23.3 	8.4 	25.9 	38.2 	34.4 	14.2 	15.9 	0 
MV_MSC,DEG3,M,Y45-64,PC,2014	11.6 	11.8 	3.4 	5.6 	25.3 	24.4 	4.4 	14.0 	5.5 	7.1 	9.1 	3.2 	9.8 	2.3 	12.8 	7.5 	22.4 	6.7 	5.4 	26.0 	1.0 	5.2 	0.1 	20.0 	6.7 	26.5 	33.3 	40.9 	13.6 	15.7 	0 
MV_MSC,DEG3,M,Y55-64,PC,2014	11.1 	11.3 	2.8 	3.8 	26.8 	26.3 	2.7 	12.1 	4.6 	7.0 	10.3 	1.5 	5.6 	0 	11.6 	5.3 	25.2 	7.9 	3.3 u	30.0 	1.0 	4.4 	0 	16.7 	4.8 	27.0 	27.5 	47.2 	12.7 	15.4 	0 
MV_MSC,DEG3,M,Y65-74,PC,2014	11.4 	11.9 	2.2 	5.3 	34.1 	28.9 	5.4 	12.5 	1.7 	2.4 	8.4 	1.8 	6.7 	0 	11.7 	0.8 	21.7 	5.7 	0 u	33.7 	0.2 	4.0 	0 	22.5 	0.8 	32.0 	34.9 	35.2 u	14.9 	18.1 	0 
MV_MSC,DEG3,M,Y_GE18,PC,2014	15.7 	16.0 	6.3 	14.8 	30.6 	29.0 	10.4 	21.0 	8.6 	12.1 	13.4 	7.8 	12.6 	5.1 	19.1 	12.4 	28.8 	13.6 	10.8 	33.1 	4.6 	10.0 	0.7 	26.4 	12.3 	32.3 	42.1 	42.1 	18.4 	20.9 	0 
MV_MSC,DEG3,M,Y_GE65,PC,2014	10.7 	11.1 	1.3 	4.3 	32.2 	28.7 	3.8 	9.2 	0.8 	2.3 	7.3 	3.0 	4.7 	0 	8.5 	2.0 	22.7 	4.3 	2.3 u	36.2 	0.2 	3.3 	0 	19.2 	2.0 	33.6 	34.9 	35.9 	13.0 	15.7 	0 
MV_MSC,DEG3,M,Y_GE75,PC,2014	9.9 	10.0 	0 	2.3 	29.0 	28.6 	1.4 	4.4 	0 	2.1 	5.9 	4.7 	2.2 	0 u	3.1 	3.6 	24.9 u	1.6 	: u	40.4 	0 	2.5 	0 	14.6 	4.5 u	37.2 u	34.9 	36.5 u	9.8 	11.7 	0 
MV_MSC,DEG3,T,TOTAL,PC,2014	14.2 	14.6 	4.5 	11.8 	32.4 	27.8 	9.0 	21.5 	6.9 	9.9 	12.2 	6.3 	10.6 	4.8 	15.5 	10.7 	26.4 	12.9 	9.2 	32.2 	3.6 	7.9 	0.7 	26.1 	10.4 	30.9 	40.1 	48.3 	20.9 	20.2 	0 
MV_MSC,DEG3,T,Y15-24,PC,2014	27.2 	27.3 	17.4 	37.0 	53.3 	43.5 	22.8 	38.4 	19.0 	21.0 	24.4 	17.4 	22.7 	10.5 	36.9 	29.4 	42.9 	32.7 	17.4 u	49.0 	11.5 	21.5 	3.9 	45.4 	25.2 	52.0 	56.4 	68.8 	45.6 	30.8 	0 
MV_MSC,DEG3,T,Y18-24,PC,2014	26.5 	26.8 	15.5 	37.2 	49.8 	42.7 	19.8 	36.0 	23.2 	22.8 	23.3 	18.2 	22.6 	8.9 	35.1 	26.4 	45.8 	29.9 	20.8 u	46.2 	11.3 	23.3 	2.5 	41.1 	23.6 	53.6 	57.5 	64.5 	44.6 	31.6 	0 
MV_MSC,DEG3,T,Y18-29,PC,2014	23.8 	24.0 	15.2 	27.6 	40.7 	38.7 	17.3 	38.2 	26.6 	21.7 	20.2 	14.1 	21.8 	8.4 	30.8 	23.3 	41.2 	25.5 	18.5 	41.1 	10.3 	21.6 	1.8 	37.5 	20.7 	49.3 	52.3 	69.0 	38.7 	27.8 	0 
MV_MSC,DEG3,T,Y18-44,PC,2014	17.8 	18.2 	9.1 	17.9 	34.1 	29.7 	13.2 	29.4 	14.6 	15.8 	15.9 	10.3 	16.4 	6.9 	23.0 	15.3 	31.6 	18.9 	16.4 	33.9 	6.2 	14.2 	0.8 	32.4 	14.5 	36.2 	45.2 	53.2 	28.2 	24.7 	0 
MV_MSC,DEG3,T,Y18-64,PC,2014	14.9 	15.3 	5.5 	12.7 	30.6 	27.4 	9.8 	23.5 	9.7 	11.6 	12.9 	6.9 	12.8 	5.2 	17.3 	11.3 	28.1 	13.9 	11.3 	30.7 	3.9 	9.3 	0.5 	27.6 	11.1 	30.7 	41.2 	47.7 	22.0 	21.7 	0 
MV_MSC,DEG3,T,Y25-34,PC,2014	17.4 	17.8 	11.0 	13.1 	24.5 	27.6 	13.3 	37.0 	18.0 	17.0 	14.7 	8.6 	16.0 	7.3 	21.3 	15.9 	28.1 	21.1 	16.5 	31.8 	6.6 	15.9 	0.5 	35.0 	13.9 	37.6 	44.7 	56.9 	26.6 	24.9 	0 
MV_MSC,DEG3,T,Y25-64,PC,2014	13.4 	13.8 	4.3 	9.4 	27.7 	25.4 	8.2 	22.0 	8.5 	10.4 	11.5 	5.3 	11.7 	4.6 	14.5 	8.8 	25.0 	11.2 	9.5 	28.2 	2.8 	7.6 	0.2 	26.1 	9.1 	28.1 	38.8 	44.9 	18.1 	20.6 	0 
MV_MSC,DEG3,T,Y35-44,PC,2014	13.6 	14.1 	4.0 	12.5 	31.4 	23.9 	9.0 	21.2 	9.8 	12.2 	13.1 	7.4 	14.0 	5.1 	17.5 	7.3 	25.2 	10.3 	12.6 u	27.4 	2.7 	8.4 	0.2 	26.0 	9.6 	27.2 	39.0 	41.7 	17.7 	21.4 	0 
MV_MSC,DEG3,T,Y45-54,PC,2014	12.3 	12.8 	2.5 	7.8 	26.6 	23.8 	8.2 	17.3 	6.3 	6.7 	9.1 	4.4 	11.7 	5.4 	11.1 	8.6 	23.2 	9.8 	5.8 	24.7 	1.0 	4.7 	0.1 	24.3 	7.9 	28.2 	37.7 	43.0 	16.8 	20.2 	0 
MV_MSC,DEG3,T,Y45-64,PC,2014	11.5 	12.0 	2.0 	6.0 	27.1 	25.3 	5.6 	16.1 	4.9 	6.1 	9.3 	3.0 	8.9 	2.8 	9.9 	6.8 	23.5 	7.3 	5.1 	27.4 	0.9 	4.0 	0.1 	22.0 	6.6 	25.8 	33.9 	40.8 	15.1 	18.6 	0 
MV_MSC,DEG3,T,Y55-64,PC,2014	10.8 	11.1 	1.5 	4.4 	27.6 	27.2 	2.9 	14.7 	3.3 	5.4 	9.4 	1.7 	5.5 	0 	8.5 	4.5 	23.9 	5.1 	4.5 	30.6 	0.8 	3.2 	0 	19.7 	5.1 	23.4 	29.5 	38.4 	13.2 	16.6 	0 
MV_MSC,DEG3,T,Y65-74,PC,2014	10.9 	11.3 	1.5 	3.9 	35.0 	28.3 	3.7 	11.1 	1.5 	4.7 	9.4 	2.1 	4.1 	0.4 	6.6 	2.8 	18.4 	4.5 	1.9 	32.1 	0.1 	4.0 	0.1 	21.0 	2.4 	27.6 	33.7 	43.1 	13.5 	16.4 	0 
MV_MSC,DEG3,T,Y_GE18,PC,2014	13.6 	14.0 	4.0 	10.8 	30.8 	27.1 	8.0 	20.6 	6.7 	9.7 	11.5 	5.9 	10.2 	4.3 	14.5 	9.3 	26.1 	11.8 	9.2 	31.2 	3.2 	7.4 	0.4 	25.0 	9.7 	30.1 	39.4 	46.2 	19.4 	20.0 	0 
MV_MSC,DEG3,T,Y_GE65,PC,2014	9.3 	9.7 	0.9 	3.4 	31.7 	26.3 	2.4 	8.7 	0.8 	3.3 	6.7 	2.3 	3.0 	0.2 	5.0 	2.5 	16.6 	3.8 	2.1 	33.2 	0.1 	2.7 	0.0 	14.9 	3.0 	28.1 	32.9 	40.4 	11.3 	15.3 	0 
MV_MSC,DEG3,T,Y_GE75,PC,2014	7.5 	7.9 	0 	2.5 	26.3 	24.1 	0.9 	5.3 	0.3 	1.9 	3.7 	2.5 	1.8 	0 	3.1 	2.1 	12.9 	2.9 	2.5 u	34.6 	0 	1.6 	0 	8.0 	3.8 	28.9 u	31.9 	37.5 	8.0 	13.8 	0 
MV_MSC,TOTAL,F,TOTAL,PC,2014	15.0 	15.3 	5.9 	10.7 	34.2 	29.4 	8.4 	22.0 	8.7 	10.0 	11.6 	5.7 	9.6 	6.2 	12.8 	9.0 	23.3 	16.9 	3.7 	30.1 	4.1 	7.1 	0.3 	28.7 	10.1 	33.0 	37.8 	56.9 	23.8 	17.7 	1.0 
